name,description,designer,artist,publisher,min_players,max_players,min_playtime,max_playtime,playing_time,min_age,complexity_rating,user_ratings,user_comments,type,category,mechanism,family,year,average_rating
Samurai,Dispute the favor of three different castes in order to unite Japan under your rule.,Reiner Knizia,Franz Vohwinkel,"Fantasy Flight Games, Hans im Glück + 15 more",2.0,4.0,30.0,60.0,45.0,10.0,2.47,16000,4000,Strategy,"Abstract Strategy, Medieval","Area Majority / Influence, Hand Management, Hexagon Grid, Once-Per-Game Abilities, Set Collection, Tile Placement","Components: Map (Continental / National scale), Country: Japan, Digital Implementations: Triqqy, Series: Euro Classics (Reiner Knizia), Series: Tile-Laying Trilogy (Reiner Knizia), Theme: Samurai",1998.0,7.5
Die Macher,Players represent political parties attempting to gain power in Germany.,Karl-Heinz Schmiel,"Bernd Brunnhofer, Marcus Gschwendtner, Harald Lieske","Hans im Glück, Moskito Spiele + 7 more",3.0,5.0,240.0,240.0,240.0,14.0,4.31,5700,2100,Strategy,"Economic, Negotiation, Political","Alliances, Area Majority / Influence, Auction/Bidding, Dice Rolling, Hand Management, Simultaneous Action Selection","Country: Germany, Digital Implementations: VASSAL, Political: Elections, Series: Classic Line (Valley Games)",1986.0,7.6
Dragonmaster,Fantasy factions face off in a trick-taking card game battle for plastic gems!,"G. W. ""Jerry"" D'Arcey",Bob Pepper,"E. S. Lowe Company Inc., Milton Bradley",3.0,4.0,30.0,30.0,30.0,12.0,1.96,588,320,Strategy,"Card Game, Fantasy",Trick-taking,"Components: Gems/Crystals, Creatures: Dragons, Theme: Art style – Art Nouveau",1981.0,6.6
Tal der Könige,Bid for colorful blocks to build pyramids in the Valley of the Kings.,Christian Beierer,Thomas di Paolo,KOSMOS,2.0,4.0,60.0,60.0,60.0,12.0,2.67,356,125,Strategy,Ancient,"Action Points, Area Majority / Influence, Auction/Bidding, Set Collection","Containers: Triangular Boxes, Country: Egypt, Promotional: Promo Board Games",1992.0,6.6
Cathedral,Outwit your opponent and play all your pieces first in this abstract city-builder.,Robert P. Moore,S. Mattusek,"Brightway Products Ltd, Falomir Juegos, Family Games, Inc., Gazebo Games UK Ltd. + 6 more",2.0,2.0,20.0,20.0,20.0,8.0,1.79,3600,1300,Abstract,"Abstract Strategy, Children's Game, City Building, Territory Building","Enclosure, Pattern Building, Pattern Recognition, Square Grid, Tile Placement","Category: Combinatorial, Components: 10 x 10 Grids, Components: Polyominoes, Components: Wooden pieces & boards, Players: Two Player Only Games",1978.0,6.5
Mare Mediterraneum,"Mediterranean empires vie for victory via trade, war and construction.",Jean du Poël,Jean du Poël,Historien Spiele Galerie (Historien Spielegalerie),2.0,6.0,240.0,240.0,240.0,12.0,3.0,85,32,Uncategorized,"Civilization, Nautical",Dice Rolling,"Containers: Tubes, Region: Mediterranean Sea",1989.0,6.5
Acquire,"Invest, divest, and stage hostile takeovers in this classic real estate game.",Sid Sackson,"Eric Hibbeler, Scott O'Gara, Scott Okumura, Peter Whitley","3M, The Avalon Hill Game Co + 11 more",2.0,6.0,90.0,90.0,90.0,12.0,2.5,20000,6200,Strategy,"Economic, Territory Building","Hand Management, Investment, Market, Square Grid, Stock Holding, + 2 more","Components: 9 x 12 Grids, Digital Implementations: VASSAL, Series: 3M Bookshelf Series",1963.0,7.3
Lords of Creation,"Work together to construct a world, then compete to settle and fight over it!",Martin Wallace,Bryan King,"Vendetta, Warfrog Games",2.0,5.0,120.0,120.0,120.0,12.0,2.4,210,93,Uncategorized,"Civilization, Fantasy",Modular Board,,1993.0,6.1
Bohnanza,"Farm beans, harvest crops and trade your way to fortune in this card game classic.",Uwe Rosenberg,"Fréderic Bertrand, Marek Bláha, Andrea Boekhoff, Klemens Franz + 13 more",AMIGO + 26 more,2.0,7.0,45.0,45.0,45.0,12.0,1.67,45000,9500,Family,"Card Game, Farming, Negotiation","Hand Management, Negotiation, Set Collection, Trading","Components: Multi-Use Cards, Game: Bohnanza, Series: Bean Games (Lookout)",1997.0,7.0
Elfenland,"Use elf transportation (dragon, cloud, raft, unicorn...) to visit the most cities.",Alan R. Moon,"Doris Matthäus, Alan R. Moon",AMIGO + 6 more,2.0,6.0,60.0,60.0,60.0,10.0,2.15,8800,2300,Family,"Fantasy, Travel","Hand Management, Network and Route Building, Open Drafting, Point to Point Movement","Creatures: Dragons, Creatures: Fairies / Elves / Pixies, Creatures: Trolls, Creatures: Unicorns, Digital Implementations: Board Game Arena, Game: Elfenroads",1998.0,6.7
El Caballero,Discover and control the new world by establishing influence on the edges of islands.,"Wolfgang Kramer, Richard Ulrich",Doris Matthäus,"999 Games, Hans im Glück, Rio Grande Games",2.0,4.0,90.0,90.0,90.0,13.0,3.18,1400,627,Strategy,Exploration,"Area Majority / Influence, Tile Placement",Game: El Grande,1998.0,6.5
Ra,Bid to acquire the most valuable sets of Egyptian artifacts and resources.,Reiner Knizia,"Allison Kline, Gahyun Lee, Ian O'Toole, Tiago Sousa, Franz Vohwinkel","alea, Ravensburger + 14 more",2.0,5.0,45.0,60.0,52.5,12.0,2.34,24000,6100,Strategy,"Ancient, Mythology","Auction: Once Around, Auction/Bidding, Closed Economy Auction, Constrained Bidding, Hidden Victory Points, + 2 more","Country: Egypt, Crowdfunding: Gamefound, Digital Implementations: Triqqy, Game: Ra, Misc: LongPack Games, Mythology: Egyptian, + 3 more",1999.0,7.6
Cosmic Encounter,Take on a unique alien race with a special power in an abstract battle for the galaxy,"Bill Eberle, Jack Kittredge, Bill Norton, Peter Olotka","John Blanche, Chris Ferguson, Anders Jeppsson, Dean Morrissey + 2 more",Eon + 7 more,2.0,6.0,90.0,90.0,90.0,12.0,2.37,4000,1700,"Strategy,  Thematic","Bluffing, Negotiation, Science Fiction","Alliances, Hand Management, Negotiation, Variable Player Powers","Admin: Better Description Needed!, Creatures: Aliens / Extraterrestrials, Digital Implementations: VASSAL, Game: Cosmic Encounter",1977.0,6.9
CATAN,Collect and trade resources to build up the island of Catan in this modern classic.,Klaus Teuber,"Volkan Baga, Tanja Donner, Pete Fenlon, Jason Hawkins + 9 more",KOSMOS + 47 more,3.0,4.0,60.0,120.0,90.0,10.0,2.3,123000,21000,"Family,  Strategy","Economic, Negotiation","Chaining, Dice Rolling, Hexagon Grid, Income, Modular Board, + 6 more","Animals: Sheep, Components: Hexagonal Tiles, Components: Wooden pieces & boards, Digital Implementations: Board Game Arena, Digital Implementations: Steam, Game: Catan, + 4 more",1995.0,7.1
MarraCash,Buy up market stands and attract tourists to make the most money.,Stefan Dorra,"Marion Pott, Oliver Vogel",KOSMOS,3.0,4.0,60.0,60.0,60.0,12.0,2.16,1100,409,Strategy,Economic,Auction/Bidding,"Admin: Better Description Needed!, Cities: Marrakech (Morocco), Country: Morocco",1996.0,6.9
Basari,Barter your way to victory in a clever game of uneven trades.,Reinhard Staupe,"John Kovalic, Lüders & Baran, Stefan Theurer","F.X. Schmid, New Games Order, LLC, Out of the Box Publishing",3.0,4.0,25.0,25.0,25.0,10.0,1.85,1700,680,"Family,  Strategy",Negotiation,"Roll / Spin and Move, Set Collection, Simultaneous Action Selection","Components: Gems/Crystals, Misc: Mensa Select, Occupation: Merchant",1998.0,6.8
Button Men,"Roll dice, exploit weaknesses, and beat people up.",James Ernest,"Pete Abrams, Gerald Brom, Larry Elmore, Phil Foglio + 8 more",Cheapass Games + 7 more,2.0,2.0,5.0,5.0,5.0,10.0,1.52,824,422,Customizable,"Collectible Components, Dice, Fighting, Print & Play","Dice Rolling, Push Your Luck","Admin: Better Description Needed!, Components: Polyhedral (not D6) dice, Creatures: Vampires, Digital Implementations: TableTop Simulator Mod…, Players: Two Player Only Games",1999.0,6.4
Wacky Wacky West,Tear up rival buildings and vote on the fate of outhouses to rebuild the town!,Klaus Teuber,"Chris McGloughlin, Franz Vohwinkel","Hans im Glück, Mayfair Games",2.0,4.0,30.0,45.0,37.5,9.0,1.82,1900,656,Family,"American West, Bluffing, City Building","Tile Placement, Voting",,1991.0,6.3
RoboRally,Use pre-programmed movement cards to race your robot around a hazardous factory.,Richard Garfield,"Peter Bergting, Bob Carasca, Phil Foglio, Daniel Gelon + 4 more",Wizards of the Coast + 6 more,2.0,8.0,45.0,120.0,82.5,12.0,2.43,24000,5700,"Strategy,  Thematic","Maze, Miniatures, Racing, Science Fiction","Action Queue, Bias, Grid Movement, Lose a Turn, Modular Board, + 4 more","Components: 12 x 12 Grids, Components: Miniatures, Components: Sand Timers, Theme: Robots, Theme: Sci-Fi Sports",1994.0,7.1
Full Metal Planète,Use metal figures to strip-mine the planet for all it's worth.,"Gérard Delfanti, Gérard Mathieu, Pascal Trigaux",Pascal Trigaux,Ludodélire,2.0,4.0,90.0,90.0,90.0,12.0,3.14,765,225,Strategy,"Miniatures, Science Fiction","Action Points, Real-Time","Admin: Better Description Needed!, Components: Miniatures, Components: Rocks/Stones, Theme: Mining",1988.0,7.5
Divine Right,"Diplomacy, intrigue, and the sweep of epic battles across a magical fantasy land!","Glenn Rahman, Kenneth Rahman","Kenneth Rahman, David C. Sutherland, III, David A. Trampier",Tactical Studies Rules (TSR) + 1 more,2.0,6.0,360.0,360.0,360.0,12.0,3.2,587,317,"Thematic,  Wargames","Fantasy, Political, Wargame","Dice Rolling, Events, Grid Movement, Hexagon Grid, Movement Points, + 7 more","Components: Map (Continental / National scale), Creatures: Dragons, Creatures: Goblins, Creatures: Monsters, Digital Implementations: VASSAL",1979.0,7.2
Magic Realm,"The granddaddy of complex RPG-style board games, now available to print-and-play!",Richard Hamblen,"George Goebel, Richard Hamblen, Kim Gromoll, Randall C. Reed, Chris White (I)",The Avalon Hill Game Co + 1 more,1.0,16.0,60.0,240.0,150.0,12.0,4.55,2100,1200,"Strategy,  Thematic","Adventure, Exploration, Fantasy, Fighting","Action Queue, Dice Rolling, Events, Modular Board, Paper-and-Pencil, + 6 more","Animals: Bats, Animals: Horses, Animals: Octopuses, Animals: Snakes, Animals: Spiders, Creatures: Dragons, + 5 more",1979.0,7.3
Twilight Imperium,The old empire has fallen. Build your forces and wrest control of the galaxy!,Christian T. Petersen,Bill Heagy,Fantasy Flight Games,2.0,6.0,240.0,240.0,240.0,12.0,3.44,708,311,Thematic,"Civilization, Negotiation, Political, Science Fiction, Space Exploration, Wargame","Dice Rolling, Hexagon Grid, Modular Board, Tile Placement, Variable Player Powers, Voting","Components: Hexagonal Tiles, Game: Twilight Imperium, Mechanism: 4X",1997.0,6.6
Gateway to the Stars,Add a Brief Description,Mark A. Snowden,,Twentieth Century Renaissance,1.0,7.0,,,,12.0,3.0,33,23,Wargames,"Civilization, Exploration, Science Fiction, Wargame",,"Admin: Better Description Needed!, Mechanism: 4X",1994.0,5.5
Battlemist,Add a Brief Description,Christian T. Petersen,"Bill Heagy, Christian T. Petersen",Fantasy Flight Games,2.0,6.0,200.0,200.0,200.0,12.0,3.2,326,144,"Thematic,  Wargames","Exploration, Fantasy, Wargame","Dice Rolling, Hexagon Grid","Mechanism: 4X, Setting: The Realms of Terrinoth",1998.0,5.9
Supremacy: The Game of the Superpowers,"A friendly game of global domination, with nukes!",Robert J. Simpson,,Supremacy Games + 2 more,2.0,6.0,120.0,300.0,210.0,12.0,3.12,1400,599,Wargames,"Economic, Modern Warfare, Political, Wargame","Commodity Speculation, Dice Rolling","Components: Map (Global Scale), Game: Supremacy, Theme: Nuclear option",1984.0,5.7
Age of Renaissance,Add a Brief Description,"Don Greenwood, Jared Scarborough","Stephen Langmead, Kurt Miller","The Avalon Hill Game Co, Descartes Editeur",3.0,6.0,120.0,300.0,210.0,12.0,3.85,2200,816,Strategy,"Civilization, Economic, Medieval, Renaissance","Area Movement, Auction/Bidding, Simulation",Continents: Europe,1996.0,7.1
Illuminati,Secret societies vie for world domination.,Steve Jackson (I),"Lar DeSouza, Jeffrey D. George, Frank Gerwin, John Grigni + 8 more",Steve Jackson Games + 9 more,2.0,6.0,60.0,180.0,120.0,12.0,2.66,5100,1400,"Strategy,  Thematic","Card Game, Humor, Negotiation, Political, Science Fiction","Dice Rolling, Network and Route Building, Open Drafting, Tile Placement, Variable Player Powers",Game: Illuminati,1987.0,6.5
Terrain Vague,Add a Brief Description,"Franck Parcabe, Roland Scaron",Jacques Tardi,Ludodélire,2.0,4.0,120.0,120.0,120.0,10.0,3.25,70,22,Uncategorized,"Fighting, Humor","Action Points, Modular Board",Admin: Better Description Needed!,1993.0,6.7
Dark World,Equip powerful weapons to conquer the 3D dungeon and destroy the evil sorcerer.,Eàmon Bloomfield,Chris Baker,"AS Company, Canada Games Company Lmt., Crown & Andrews Ltd., Diset S. A. + 6 more",2.0,5.0,90.0,90.0,90.0,10.0,1.91,836,354,Thematic,"Adventure, Exploration, Fantasy, Fighting, Miniatures","Dice Rolling, Grid Movement","Admin: Better Description Needed!, Category: Dungeon Crawler, Components: 3-Dimensional (3D), Setting: Das Schwarze Auge",1991.0,5.4
Buffalo Chess,Add a Brief Description,Alex Randolph,"Wanjin Gill, Dahee Lee, Lisa Plangger","Action GT, BHS Games, GP Games, Lakeside + 8 more",2.0,2.0,30.0,30.0,30.0,8.0,1.62,363,116,Abstract,"Abstract Strategy, American West, Children's Game",Grid Movement,"Theme: Native Americans / First Peoples, + 6 more",1975.0,6.1
Arkham Horror,Investigate eldritch mysteries and battle Cthulhu Mythos horrors.,"Charlie Krank, Richard Launius, Sandy Petersen, Lynn Willis",Tom Sullivan,"Chaosium, Descartes Editeur, Hobby Japan",1.0,8.0,180.0,180.0,180.0,12.0,2.41,565,192,Thematic,"Adventure, Horror, Novel-based","Cooperative Game, Role Playing, Variable Player Powers","Components: Standees, Game: Arkham Horror, Theme: Cthulhu Mythos",1987.0,6.6
Federation & Empire,Advanced strategic warfare in the Star Trek/Star Fleet Battles universe.,Stephen V. Cole,"William H. Keith, Jr., David Martin (II)","Amarillo Design Bureau, Inc., Task Force Games",2.0,8.0,300.0,300.0,300.0,12.0,4.4,419,221,Wargames,"Science Fiction, Wargame","Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Simulation","Components: Map (Interplanetary or Interstellar…, Game: Federation & Empire, Setting: Star Fleet Universe, TV Shows: Star Trek (various)",1986.0,6.4
Dragon Masters,Add a Brief Description,Ian Livingstone,Christos Achilleos,Games Workshop Ltd.,2.0,4.0,120.0,120.0,120.0,12.0,2.09,151,67,Wargames,"Fantasy, Wargame",,"Creatures: Dragons, Setting: Warhammer Fantasy Board Games",1991.0,5.8
Runes,Deduce your opponents' word by guessing each piece of the letters the words contain.,"Bill Eberle, Jack Kittredge, Peter Olotka","Linda Bound, Franz-Josef Schulte",Eon + 1 more,2.0,4.0,30.0,30.0,30.0,10.0,1.9,101,42,Uncategorized,"Deduction, Word Game",Deduction,,1981.0,6.1
Darkover,"Warped gameplay from Cosmic Encounter's team, based on Marion Zimmer Bradley books.","Bill Eberle, Jack Kittredge, Peter Olotka",Hannah M. G. Shapero,Eon,2.0,4.0,60.0,60.0,60.0,12.0,2.44,111,62,"Strategy,  Thematic","Bluffing, Fantasy, Novel-based","Area Majority / Influence, Area Movement, Events, Open Drafting, Paper-and-Pencil, + 4 more","Admin: Better Description Needed!, Components: 3-Dimensional (3D), Theme: Psychic Powers",1979.0,5.3
Borderlands,"Barbarian leaders of the far-future deal in diplomacy, treachery, and development.","Bill Eberle, Jack Kittredge, Peter Olotka","Frank Frazetta, Dean Morrissey","Edition Spielkunst, Eon, Tsukuda Hobby, Welt der Spiele",2.0,4.0,120.0,120.0,120.0,12.0,2.78,278,174,"Thematic,  Wargames","Bluffing, Civilization, Fantasy, Negotiation, Political","Area Movement, Random Production, Simulation, Trading",Digital Implementations: VASSAL,1982.0,6.7
Can't Stop,Roll dice to claim three columns. Risk everything earned this turn with each roll.,Sid Sackson,"Klemens Franz, Heiko Günther, Gabriel Laulunen (II), Ronan Le Maître + 4 more",Parker Brothers + 21 more,2.0,4.0,30.0,30.0,30.0,9.0,1.15,18000,4400,Family,"Dice, Racing","Dice Rolling, Push Your Luck, Race","Digital Implementations: Board Game Arena, Digital Implementations: BrettspielWelt",1980.0,6.9
Dark Tower,"Hunt for the keys, raise an army and storm the tower to victory.","Roger Burten, Alan Coleman, Vincent A. A. J. Erato",Bob Pepper,Milton Bradley,1.0,4.0,90.0,90.0,90.0,10.0,1.81,1400,628,Thematic,"Adventure, Electronic, Exploration, Fantasy, Fighting","Area Movement, Push Your Luck","Components: 3-Dimensional (3D), Components: Miniatures, Creatures: Dragons",1981.0,6.9
Tigris & Euphrates,Keep your Mesopotamian civilisation in perfect balance through revolutions and wars.,Reiner Knizia,"Bascu, Christine Conrad, Doris Matthäus, Tom Thiel + 2 more",Hans im Glück + 17 more,2.0,4.0,90.0,90.0,90.0,12.0,3.5,28000,7000,Strategy,"Abstract Strategy, Ancient, Civilization, Territory Building","Area Majority / Influence, Connections, Hand Management, Hidden Victory Points, Highest-Lowest Scoring, + 4 more","Ancient: Babylon, Ancient: Mesopotamia, Components: Map (Regional scale), Components: Wooden pieces & boards, Country: Iraq, Country: Syria, + 8 more",1997.0,7.7
Airlines,Add a Brief Description,Alan R. Moon,Christian Schütte,ABACUSSPIELE,2.0,6.0,90.0,90.0,90.0,12.0,2.42,374,128,Strategy,"Aviation / Flight, Economic","Investment, Network and Route Building, Stock Holding",,1990.0,6.6
David & Goliath,"Trick-taker where the strongest may win, but the smallest can get the best card.",Reinhard Staupe,"Alexander Bradley, Oliver Freudenreich","Berliner Spielkarten, Pegasus Spiele, Playroom Entertainment, Wargames Club Publishing",3.0,6.0,60.0,60.0,60.0,8.0,1.62,1700,681,Family,Card Game,Trick-taking,"Animals: Mice, Religious: The Bible",1997.0,6.5
Medici,Rival merchant families seek profitable markets in 16th century Florence.,Reiner Knizia,"David Cherry, Vincent Dutrait, Dominique Ehrhard, Jun Suemi, Franz Vohwinkel",AMIGO + 9 more,2.0,6.0,60.0,60.0,60.0,10.0,2.25,8100,2400,Strategy,Renaissance,"Auction: Once Around, Auction/Bidding, Income, Push Your Luck, Set Collection, Victory Points as a Resource","Cities: Florence (Tuscany, Italy), Components: Wooden pieces & boards, Country: Italy, Crowdfunding: Kickstarter, Misc: LongPack Games, Occupation: Merchant, + 1 more",1995.0,7.2
Chinatown,Negotiate and build the most successful business in all of Chinatown!,Karsten Hartwig,"Mathieu Leyssenne, Franz Vohwinkel","alea, Ravensburger + 7 more",3.0,5.0,60.0,60.0,60.0,12.0,2.25,11000,2800,Strategy,"City Building, Economic, Negotiation","Enclosure, Income, Investment, Negotiation, Set Collection, + 3 more","Cities: New York (New York, USA), Decades: The 1960's, Occupation: Architect, Series: Alea Big Box, Series: Filosofia Reprints",1999.0,7.4
Krieg und Frieden,Add a Brief Description,Gerard Mulder,Franz Vohwinkel,"999 Games, La Tana dei Goblin, TM Spiele",2.0,4.0,90.0,90.0,90.0,12.0,2.46,738,257,Strategy,"Medieval, Political",Auction/Bidding,,1999.0,6.1
Mamma Mia!,Load the pizza oven with topping after topping. Use your memory to fill the orders.,Uwe Rosenberg,Franz Vohwinkel,ABACUSSPIELE + 15 more,2.0,5.0,30.0,30.0,30.0,10.0,1.36,6200,1500,Family,"Card Game, Memory","Hand Management, Memory","Food & Drink: Pizza, Game: Mamma Mia!, Theme: Food / Cooking",1998.0,6.5
Lost Cities,"Set out on expeditions, but will your findings outweigh the cost of each adventure?",Reiner Knizia,"Vincent Dutrait, Michaela Kienle, Anke Pohl, Thilo Rick + 2 more",KOSMOS + 23 more,2.0,2.0,30.0,30.0,30.0,10.0,1.48,45000,10000,Family,"Card Game, Exploration, Math","Hand Management, Melding and Splaying, Ordering, Push Your Luck, Score-and-Reset Game, Set Collection","Card Games: Draw and Discard, Digital Implementations: Board Game Arena, Digital Implementations: Steam, Digital Implementations: Triqqy, Game: Lost Cities, Players: Two Player Only Games, + 2 more",1999.0,7.2
Perudo,"Roll dice, take a chance, and bluff your way to victory in this game of luck!",Richard Borg,"Rita Åse, Bildgården AB, Design Edge, H.P. Hoff + 4 more","(Public Domain), Endless Games (I), F.X. Schmid, Milton Bradley + 42 more",2.0,6.0,15.0,30.0,22.5,8.0,1.26,15000,4000,"Family,  Party","Children's Game, Movies / TV / Radio theme, Party Game","Betting and Bluffing, Dice Rolling, Player Elimination","Brands: Disney, Components: Dice Cup / Dice Tower / Dice Tray, Components: Dice with Icons, Containers: Drawstring Bag, Digital Implementations: Board Game Arena, Digital Implementations: Tabletopia, + 4 more",1800.0,6.9
Ricochet Robots,Be the first to solve a spatial puzzle using hard-controlled robots to win!,Alex Randolph,Franz Vohwinkel,Hans im Glück + 11 more,1.0,99.0,30.0,30.0,30.0,10.0,2.39,9000,2000,Abstract,"Abstract Strategy, Maze, Puzzle, Real-time","Grid Movement, Modular Board, Real-Time, Square Grid, Turn Order: Stat-Based, Variable Set-up","Components: 16 x 16 Grids, Components: Sand Timers, Players: Games with Solitaire Rules, Theme: Robots",1999.0,7.0
Mighty Empires,Add a Brief Description,"Rick Priestley, Nigel Stillman","Tony Ackland, Albrecht Altdorfer, Dave Andrews, Chris Baker + 7 more",Games Workshop Ltd.,2.0,3.0,300.0,300.0,300.0,14.0,2.61,525,199,Wargames,"Fantasy, Territory Building, Wargame",Hexagon Grid,Setting: Warhammer Fantasy Wargames,1990.0,6.2
Brauerei,Grow your brewery from a local favorite to a seller of national award-winning beers!,Valentin Herman,,Fanfor-Verlag,3.0,6.0,,,,14.0,2.5,38,11,Uncategorized,Economic,,Food & Drink: Beer,1996.0,6.0
Sophie's World,Add a Brief Description,"Ken Howard, Robert Hyde",Sarah Perkins,"KOSMOS, Orion, Pontaccio, Sophisticated Games",2.0,6.0,60.0,90.0,75.0,12.0,1.5,97,37,Uncategorized,"Novel-based, Trivia",Dice Rolling,Admin: Better Description Needed!,1998.0,4.9
Schoko & Co.,Add a Brief Description,"Yves Hirschfeld, Gilles Monnet",(Uncredited),Schmidt Spiele,2.0,4.0,180.0,180.0,180.0,13.0,2.92,427,142,Strategy,Economic,"Auction/Bidding, Commodity Speculation",Food & Drink: Chocolate,1987.0,6.7
Tikal,"Strategically create pathways through jungle, collect treasure, and excavate temples.","Michael Kiesling, Wolfgang Kramer","Mariusz Gandzel, Paul Mafayon, Christophe Swal, Franz Vohwinkel","Ravensburger, Super Meeple + 13 more",2.0,4.0,90.0,90.0,90.0,10.0,2.78,20000,4500,Strategy,"Exploration, Territory Building","Action Points, Area Majority / Influence, Auction/Bidding, Grid Movement, Hexagon Grid, + 6 more","Country: Guatemala, Crowdfunding: Spieleschmiede, Promotional: Promo Board Games, Series: The Mask Trilogy (Kramer / Kiesling), Theme: Archaeology / Paleontology, Theme: Mayans, + 2 more",1999.0,7.3
Kings & Things,Player-kings control armies made up of various things in this abstracted combat game.,"Doug Kaufman, Robert J. Kuntz, Tom Wham","Ray-Mel Cornelius, Charles Elliot (I), Loring Eutemey, Martin Hoffmann + 7 more","Games Workshop Ltd., West End Games, Z-Man Games + 2 more",2.0,4.0,60.0,180.0,120.0,12.0,2.64,1700,647,Thematic,"Bluffing, Exploration, Fantasy, Humor, Territory Building, Wargame","Area Majority / Influence, Area Movement, Dice Rolling, Events, Hexagon Grid, + 2 more","Admin: Better Description Needed!, Animals: Birds, Animals: Camels, Animals: Dinosaurs, Animals: Elephants, Animals: Insects, + 13 more",1986.0,6.5
Giganten,Oil entrepreneurs buy and sell their black gold and try to become the top Gigant!,Wilko Manz,Franz Vohwinkel,KOSMOS,3.0,4.0,90.0,90.0,90.0,10.0,2.57,1400,445,Strategy,"Economic, Exploration, Industry / Manufacturing","Auction/Bidding, Commodity Speculation, Multi-Use Cards","Admin: Better Description Needed!, Theme: Oil / Gas / Petroleum, Theme: Trucks",1999.0,6.7
Fossil,Add a Brief Description,Klaus Palesch,Franz Vohwinkel,"Goldsieber Spiele, Rio Grande Games",2.0,6.0,40.0,40.0,40.0,10.0,1.75,677,261,Abstract,Ancient,Set Collection,Components: 9 x 9 Grids,1998.0,5.4
Curse of the Mummy's Tomb,Add a Brief Description,Stephen Hand,"Dave Andrews, Gary Chalk, Trish Morrison, Aly Morrison, James Warhola","Games Workshop Ltd., Sfera",1.0,4.0,120.0,120.0,120.0,12.0,1.85,352,148,Thematic,"Adventure, Ancient, Horror",Action Queue,"Components: 3-Dimensional (3D), Country: Egypt, Creatures: Mummies",1988.0,5.3
Vinci,Control one civilization after another to expand quickly throughout the land.,Philippe Keyaerts,Cyril Saint Blancat,Descartes Editeur,3.0,6.0,120.0,120.0,120.0,14.0,2.78,4000,1400,Strategy,"Ancient, Civilization, Territory Building","Area Majority / Influence, Area Movement, Increase Value of Unchosen Resources, Network and Route Building, Race, + 5 more",Digital Implementations: Yucata,1999.0,7.1
Samurai: Game of Politics and Warfare in Feudal Japan,Which player 'Shogun' will rule feudal Japan in the 12th to 17th centuries?,Dan Campagna,"Steve Burnett, Arnold Hendrick","The Avalon Hill Game Co, Battleline",2.0,8.0,180.0,180.0,180.0,12.0,2.63,447,210,Wargames,"Medieval, Political, Wargame","Area Movement, Dice Rolling, Movement Points, Ratio / Combat Results Table, Simulation, Turn Order: Progressive","Components: Map (Continental / National scale), Country: Japan, History: Kamakura Period to Muromachi Period, History: Sengoku Period",1979.0,6.4
Joan of Arc,Add a Brief Description,Pascal Bernard,"Thibaud Béghin, Greg Cervall, Frantz Rey","Clash of Arms Games, Tilsit, Truant Spiele",3.0,6.0,180.0,180.0,180.0,12.0,2.54,464,172,"Strategy,  Wargames","Card Game, Medieval, Political, Wargame","Area Majority / Influence, Area Movement, Dice Rolling, Hand Management, Take That, Team-Based Game","Cities: Orléans (France), Components: Map (Continental / National scale), Historical Figures: Joan of Arc, History: Hundred Years Wars",1998.0,6.3
The Garden Game,Add a Brief Description,Amy Mook,Erica Thurston,Ampersand Press,2.0,6.0,30.0,30.0,30.0,8.0,1.33,29,16,Uncategorized,Card Game,"Roll / Spin and Move, Set Collection",Theme: Gardening,1996.0,4.1
Conquest,Up to four players can face-off in this all-strategy game of conflict and conquest.,Donald Benge,Donald Benge,"(Self-Published), Bütehorn Spiele (Buchholz Verlag), Hexagames (I), Numbskull Games, Quest Games",2.0,4.0,120.0,120.0,120.0,10.0,2.48,381,196,Wargames,"Abstract Strategy, Ancient, Wargame","Action Points, Point to Point Movement","Category: Combinatorial, Digital Implementations: VASSAL, Game: Conquest (Donald Benge)",1974.0,6.4
Löwenherz,Knights increase your landholdings as you try to have the largest kingdom.,Klaus Teuber,Andreas Steiner,Goldsieber Spiele + 1 more,2.0,4.0,90.0,90.0,90.0,12.0,2.88,2600,834,Strategy,"Medieval, Political","Area Majority / Influence, Auction/Bidding, Enclosure, Modular Board, Negotiation, Square Grid","Admin: Better Description Needed!, Components: 10 x 15 Grids",1997.0,7.0
Bollox,Add a Brief Description,Rob Nelson (II),,"Cadaco, The London Game Company LTD",2.0,2.0,20.0,20.0,20.0,10.0,2.4,48,28,Abstract,Abstract Strategy,Pattern Building,"Category: n in a row, Components: Marbles, Misc: Mensa Select, Players: Two Player Only Games",1999.0,6.7
Successors (First/Second Edition),Add a Brief Description,"Richard H. Berg, Mark Simonitch","Kurt Miller, Patrick O'Brien, Mark Simonitch","The Avalon Hill Game Co, Wydawnictwo Gołębiewski",2.0,4.0,180.0,180.0,180.0,12.0,3.22,501,194,Wargames,"Ancient, Wargame","Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement","Components: Map (Continental / National scale), Country: Greece, History: Wars of the Diadochi and Syrian Wars",1997.0,7.0
Big City,Collect deeds to erect buildings in the city.,Franz-Benno Delonge,Franz Vohwinkel,Goldsieber Spiele + 2 more,2.0,5.0,60.0,60.0,60.0,10.0,2.22,2400,882,"Family,  Strategy",City Building,"Hand Management, Modular Board, Tile Placement","Admin: Better Description Needed!, Components: Polyominoes, Theme: City",1999.0,6.9
