name,designer,artist,min_players,max_players,min_playtime,max_playtime,playing_time,min_age,complexity_rating,user_ratings,user_comments,type,category,mechanism,year,average_rating
Star Wars: Legion – Scout Troopers Unit Expansion,Luke Eddy,(Uncredited),2,2,60,120,90,14,2.019507655358751,62,9,Uncategorized,"['Expansion for Base-game', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction', 'Wargame']","['Action Points', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Variable Player Powers']",2018.0,8.2
Whiskey Business!,(Uncredited),(Uncredited),2,6,30,30,30,21,1.5,40,15,Uncategorized,"['Dice', 'Industry / Manufacturing', 'Party Game']","['Dice Rolling', 'Push Your Luck']",2018.0,6.5
Crime Hotel,Susumu Kawasaki,"Christopher Matt, Ian Parovel",3,4,30,45,37,8,1.6,219,55,Uncategorized,"['Card Game', 'Deduction', 'Murder/Mystery']","['Hand Management', 'Trick-taking']",2018.0,6.6
Bitcoin Hackers,Antonio González,Esperanza Peinado,3,6,20,50,35,8,1.4,103,36,Uncategorized,"['Card Game', 'Number']","['Hand Management', 'Variable Phase Order', 'Variable Player Powers']",2018.0,6.1
Red Prinsessen,(Uncredited),(Uncredited),2,4,10,20,15,5,2.019507655358751,1,1,Uncategorized,"[""Children's Game"", 'Dice', 'Fantasy']","['Pick-up and Deliver', 'Roll / Spin and Move']",2018.0,1.0
Magnus Rex,Brian Lemler,"David Baumgart, Dreamstime.com",2,4,120,180,150,12,4.0,2,1,Uncategorized,['Civilization'],"['Auction/Bidding', 'Deck', 'Bag', 'and Pool Building', 'Hexagon Grid', 'Modular Board', 'Variable Player Powers']",2018.0,8.0
Savana,Yann Dupont,Frédéric Pillot,2,4,15,20,17,8,2.0,17,7,Uncategorized,"['Animals', 'Card Game']",['Trick-taking'],2018.0,6.3
Crazy Ducks,Jean-Jacques Derghazarian,Philip Giordano,2,4,15,20,17,8,2.019507655358751,7,2,Uncategorized,"['Animals', 'Card Game', 'Deduction', 'Math']","['Pattern Recognition', 'Tile Placement']",2018.0,5.6
Twisty,Faouzi Boughida,Regis Lejonc,2,4,20,30,25,8,1.5,82,19,Abstract,['Abstract Strategy'],"['Modular Board', 'Pick-up and Deliver']",2018.0,7.1
The Cats of Ulthar Card Game,Trenton Payne,Dave Youkovich,2,2,15,25,20,13,1.5,37,21,Uncategorized,"['Card Game', 'Fantasy', 'Horror', 'Novel-based']","['Pattern Building', 'Push Your Luck']",2019.0,5.5
Planet Unknown,"Ryan Lambert, Adam Rehberg",Yoma,1,6,60,80,70,10,2.22,6300,1100,Strategy,"['City Building', 'Industry / Manufacturing', 'Puzzle', 'Science Fiction', 'Space Exploration', 'Territory Building']","['Events', 'Grid Coverage', 'Hidden Victory Points', 'Map Addition', 'Network and Route Building', '+ 11 more']",2022.0,7.9
Daimyo's Fall: Dice Tuners,"Francesco Axis Mundi, Enrica Axis Mundi","Enrica Axis Mundi, Francesco Axis Mundi",2,4,20,40,30,12,3.0,18,12,Uncategorized,"['Card Game', 'Fantasy', 'Fighting']","['Dice Rolling', 'Hand Management', 'Take That', 'Variable Player Powers']",2020.0,6.5
Gods of Metal: The Chosen,Christopher Brown,Nicoleta Stavarache,1,4,30,90,60,14,2.019507655358751,12,10,Uncategorized,['Card Game'],"['Cooperative Game', 'Deck', 'Bag', 'and Pool Building']",2021.0,6.6
Into the Black Forest,Jason Slingerland,Darryl T. Jones,2,4,30,45,37,8,2.0,84,39,Uncategorized,"['Animals', 'Card Game', 'Fantasy']","['Area Majority / Influence', 'Hand Management']",2019.0,6.2
Rick and Morty: Close Rick-Counters of the Rick Kind Deck-Building Game – Promo Rick,Matt Hyra,(Uncredited),2,5,30,70,50,15,2.019507655358751,18,9,Uncategorized,"['Expansion for Base-game', 'Humor', 'Movies / TV / Radio theme']","['Deck', 'Bag', 'and Pool Building']",2017.0,7.4
Occupation Double: Le jeu,(Uncredited),(Uncredited),3,8,40,75,57,12,2.019507655358751,4,0,Uncategorized,"['Action / Dexterity', 'Movies / TV / Radio theme', 'Party Game']","['Acting', 'Player Elimination', 'Roll / Spin and Move', 'Team-Based Game']",2011.0,2.3
Thunderpwn: Post Apocalyptic Arena Combat,Paul Fajer,Joshua Diffey,2,6,20,90,55,18,2.019507655358751,2,0,Uncategorized,"['Action / Dexterity', 'Card Game', 'Dice', 'Fighting', 'Miniatures', '+ 5 more']","['Area Movement', 'Hand Management', 'Player Elimination', 'Simultaneous Action Selection', 'Take That', '+ 2 more']",2018.0,10.0
Star Realms: Universal Storage Box,(Uncredited),(Uncredited),2,2,20,20,20,12,1.67,194,66,Uncategorized,"['Expansion for Base-game', '+ 3 more']","['Deck', 'Bag', 'and Pool Building', 'Hand Management', 'Open Drafting', 'Take That']",2018.0,8.1
Poor Choices: Black Mamba Expansion,Wade Welsh,Neil Morley,3,10,30,120,75,13,2.019507655358751,3,1,Uncategorized,"['Expansion for Base-game', 'Humor']","['Acting', 'Betting and Bluffing', 'Rock-Paper-Scissors', 'Storytelling', 'Take That', 'Voting']",2017.0,6.3
Connect 4: Shots,(Uncredited),(Uncredited),2,2,52,79,65,8,1.0,95,16,Uncategorized,"['Action / Dexterity', ""Children's Game"", 'Real-time']",['Roll / Spin and Move'],2018.0,6.0
Ninjitsu: Promo Pack,Peter C. Hayward,Kelly Jo,2,5,5,10,7,8,2.019507655358751,20,9,Uncategorized,['Expansion for Base-game'],['Roll / Spin and Move'],2018.0,7.5
Slaughterball: Maverick Set KS1,(Uncredited),(Uncredited),2,4,60,60,60,14,2.019507655358751,4,0,Uncategorized,"['Expansion for Base-game', 'Miniatures', 'Science Fiction', 'Sports']","['Dice Rolling', 'Grid Movement', 'Variable Player Powers']",2016.0,7.9
East Indiaman: Solo and 5 player,David Wang,(Uncredited),1,5,40,100,70,12,2.019507655358751,6,2,Uncategorized,"['Economic', 'Expansion for Base-game', 'Nautical']","['Action Points', 'Area Majority / Influence', 'Set Collection', 'Trading', 'Worker Placement']",2018.0,7.6
Dragonfire: Assassin Kobold Promo Card,Randall N. Bills,(Uncredited),2,6,60,90,75,13,2.019507655358751,4,4,Uncategorized,"['Card Game', 'Expansion for Base-game', 'Fantasy']","['Cooperative Game', 'Deck', 'Bag', 'and Pool Building', 'Hand Management', 'Open Drafting', 'Variable Player Powers']",2018.0,7.9
Übergang des Barocks,Aya Matsunaga (松永 彩),Aya Matsunaga (松永 彩),3,4,30,45,37,10,2.019507655358751,1,1,Uncategorized,"['Bluffing', 'Card Game']",['Trick-taking'],2018.0,7.5
Whistle Stop: Extra Reserve Promo Tile,Scott Caputo,Jason Boles,2,5,75,75,75,13,2.019507655358751,5,2,Uncategorized,"['Expansion for Base-game', 'Trains']","['Action Points', 'Pick-up and Deliver', 'Set Collection', 'Tile Placement']",2018.0,7.0
Unrivaled,"Kayla Van Ausdall, Matthew Dawkins, Melissa Fountain, Jan Jurewicz + 2 more",Ping,4,6,15,30,22,18,2.019507655358751,13,3,Uncategorized,"['Action / Dexterity', 'Trivia']","['Player Elimination', 'Team-Based Game', 'Voting']",2018.0,5.8
Stupid Deaths,(Uncredited),(Uncredited),2,6,52,79,65,12,1.0,340,81,Uncategorized,"['Humor', 'Party Game', 'Trivia']","['Player Elimination', 'Voting']",2018.0,4.5
Ninjitsu: Sabotage,Peter C. Hayward,Kelly Jo,2,5,5,10,7,8,2.019507655358751,23,7,Uncategorized,"['Bluffing', 'Card Game', ""Children's Game"", 'Expansion for Base-game']","['Hand Management', 'Take That']",2018.0,7.7
Darker Deeds,"Andy Chambers, Mark Gibbons",(Uncredited),2,5,60,60,60,9,2.019507655358751,4,1,Uncategorized,"['Card Game', 'Expansion for Base-game']",['Hand Management'],2017.0,7.4
Diggity Dogs,Hank Atkins,(Uncredited),2,4,52,79,65,5,1.0,3,2,Uncategorized,"['Animals', 'Card Game', ""Children's Game""]",['Set Collection'],2014.0,4.3
UNO: UNOcorns,(Uncredited),(Uncredited),2,10,52,79,65,7,1.0,40,10,Uncategorized,"['Card Game', ""Children's Game"", 'Fantasy']",['Hand Management'],2017.0,5.3
Hail Hydra: Hawkeye Promo Card,Nick Metzler,McCown Design Agency,5,8,40,75,57,14,2.019507655358751,7,7,Uncategorized,"['Comic Book / Strip', 'Deduction', 'Expansion for Base-game', 'Spies/Secret Agents']","['Hand Management', 'Simultaneous Action Selection', 'Variable Player Powers']",2018.0,6.7
SHEEPLE: The Best Game in the Ewe-niverse,Aaron Smith (I),(Uncredited),3,10,30,60,45,8,1.5,22,13,Uncategorized,"['Animals', ""Children's Game"", 'Party Game', 'Print & Play', 'Word Game']",['Paper-and-Pencil'],2018.0,7.5
Abracadabra,(Uncredited),(Uncredited),2,6,52,79,65,10,1.0,1,0,Uncategorized,"['Card Game', 'Word Game']",['Roll / Spin and Move'],2005.7966974431818,4.0
Farben,Apolline Jove,101 Coding and Design,3,5,45,75,60,10,1.25,200,51,Uncategorized,['Card Game'],"['Memory', 'Storytelling']",2018.0,6.5
Catalyst: Promo Goal Card E,(Uncredited),Yann Tisseron,2,4,20,40,30,10,2.019507655358751,7,12,Uncategorized,['Expansion for Base-game'],['Roll / Spin and Move'],2018.0,6.4
"Strontium Dog: The Good, the Bad, & the Mutie Starter Set","Andy Chambers, Gavin Thorpe","Anna Bereza, Carlos Ezquerra",2,4,52,79,65,9,3.0,26,5,Uncategorized,"['Comic Book / Strip', 'Miniatures', 'Science Fiction', 'Wargame']","['Dice Rolling', 'Variable Player Powers']",2018.0,8.6
Bastille,Christoph Behre,David Cochard,3,4,60,60,60,12,2.56,391,111,Uncategorized,['Age of Reason'],"['Auction/Bidding', 'Set Collection', 'Worker Placement']",2018.0,7.1
Star Wars: X-Wing (Second Edition) – RZ-2 A-Wing Expansion Pack,Jay Little,Jay Little,2,2,30,45,37,14,2.019507655358751,42,20,Uncategorized,"['Aviation / Flight', 'Bluffing', 'Collectible Components', 'Expansion for Base-game', 'Miniatures', '+ 3 more']","['Action Queue', 'Dice Rolling', 'Player Elimination', 'Simultaneous Action Selection', 'Variable Player Powers']",2018.0,8.0
Black Powder: A Clash of Eagles,Adrian McWalter,Peter Dennis,2,2,52,79,65,12,2.019507655358751,8,3,Uncategorized,"['Book', 'Expansion for Base-game', 'Miniatures', 'Napoleonic', 'Wargame']",['Dice Rolling'],2018.0,8.4
Skytear,"Riccardo Neri, Giacomo Neri, Riccardo Parmeggiani","Anca Albu, Bogdan Antoci, Rafael Dioli, Marko Fiedler + 4 more",2,4,45,45,45,13,3.31,993,290,Strategy,"['Card Game', 'Fantasy', 'Fighting', 'Miniatures', 'Video Game Theme']","['Action Points', 'Deck', 'Bag', 'and Pool Building', 'Grid Movement', 'Hand Management', 'Modular Board', '+ 2 more']",2020.0,7.9
Das Maß aller Dinge,"Christoph Puhl, Arno Steinwender","Christoph Puhl, Arno Steinwender",2,6,20,20,20,14,1.67,53,7,Uncategorized,['Abstract Strategy'],['Roll / Spin and Move'],2018.0,6.6
Commands & Colors: Samurai Battles,Richard Borg,"Dariusz Buraczewski, Terry Leeds, Mark Simonitch",2,2,60,60,60,14,2.85,432,144,Wargames,"['Medieval', 'Pike and Shot', 'Renaissance', 'Wargame']","['Command Cards', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Hexagon Grid', '+ 2 more']",2021.0,8.1
Pumpkin Patch: Gourd Attack!,Travis Drake,Viktor Koch,1,3,10,20,15,8,2.019507655358751,6,4,Uncategorized,"['Farming', 'Horror']","['Hand Management', 'Memory', 'Pattern Building', 'Tile Placement']",2019.0,7.0
City Explorer: Tainan,ゆお (Yuo),(Uncredited),2,5,10,20,15,8,1.0,25,7,Uncategorized,"['Card Game', 'Travel']","['Memory', 'Open Drafting', 'Set Collection']",2018.0,5.8
Star Wars: X-Wing (Second Edition) – Mining Guild Tie Expansion Pack,Jay Little,Jay Little,2,2,30,45,37,14,2.019507655358751,61,28,Uncategorized,"['Aviation / Flight', 'Bluffing', 'Collectible Components', 'Expansion for Base-game', 'Miniatures', '+ 3 more']","['Action Queue', 'Dice Rolling', 'Player Elimination', 'Simultaneous Action Selection', 'Variable Player Powers']",2018.0,7.8
Machi Koro Legacy,"Rob Daviau, JR Honeycutt, Masao Suganuma",Noboru Hotta,2,4,30,45,37,10,1.93,2300,460,Family,"['City Building', 'Dice']","['Dice Rolling', 'Legacy Game', 'Random Production']",2019.0,6.9
Punto,Bernhard Weber,(Uncredited),2,4,20,20,20,7,1.06,652,86,Abstract,['Abstract Strategy'],"['Pattern Building', 'Team-Based Game', 'Tile Placement']",2018.0,6.5
Street Masters: Mr. Apple,"Adam Sadler, Brady Sadler",(Uncredited),1,4,30,120,75,14,2.019507655358751,19,7,Uncategorized,"['Adventure', 'Card Game', 'Dice', 'Expansion for Base-game', 'Fantasy', '+ 3 more']","['Cooperative Game', 'Deck', 'Bag', 'and Pool Building', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Open Drafting']",2018.0,8.3
Street Masters: Stretch Goals,"Adam Sadler, Brady Sadler",(Uncredited),1,4,30,120,75,14,2.019507655358751,58,62,Uncategorized,"['Expansion for Base-game', '+ 8 more']","['Cooperative Game', 'Deck', 'Bag', 'and Pool Building', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Open Drafting']",2018.0,8.4
Rest In Peace: The Asylum,"John Kean, Thomas More",(Uncredited),1,1,10,20,15,10,2.0,37,31,Uncategorized,"['Horror', 'Print & Play']","['Dice Rolling', 'Roll / Spin and Move']",2018.0,6.8
Solomon Kane: The Right Hand of Doom,Jake Thornton,"Aurelie Bouquet, Stéphane Gantiez, Christophe Madura, Guillem H. Pongiluppi, Irek Zielinski",1,5,52,79,65,9,2.019507655358751,83,36,Uncategorized,"['Adventure', 'Expansion for Base-game', 'Exploration', 'Fantasy', 'Miniatures', 'Novel-based']","['Area Movement', 'Cooperative Game', 'Dice Rolling', 'Storytelling', 'Variable Player Powers']",2021.0,7.9
Solomon Kane: Castle of the Devil,Nick Niotis,(Uncredited),1,5,52,79,65,9,2.019507655358751,29,26,Uncategorized,"['Adventure', 'Expansion for Base-game', 'Exploration', 'Fantasy', 'Miniatures', 'Novel-based']","['Area Movement', 'Cooperative Game', 'Dice Rolling', 'Storytelling', 'Variable Player Powers']",2021.0,7.9
Hungry Shark,Eugeni Castaño,Ramses Bosque,2,6,10,20,15,6,1.0,24,8,Uncategorized,"[""Children's Game""]",['Simultaneous Action Selection'],2018.0,6.7
Solomon Kane: America – The New World,Nick Niotis,(Uncredited),1,5,52,79,65,9,2.019507655358751,30,26,Uncategorized,"['Adventure', 'Expansion for Base-game', 'Exploration', 'Fantasy', 'Miniatures', 'Novel-based']","['Area Movement', 'Cooperative Game', 'Dice Rolling', 'Storytelling', 'Variable Player Powers']",2021.0,7.8
Solomon Kane: Against the Vampires,Babis Giannios,(Uncredited),1,5,52,79,65,9,2.019507655358751,30,24,Uncategorized,"['Adventure', 'Expansion for Base-game', 'Exploration', 'Fantasy', 'Miniatures', 'Novel-based']","['Area Movement', 'Cooperative Game', 'Dice Rolling', 'Storytelling', 'Variable Player Powers']",2021.0,7.5
Solomon Kane: Red Shadows,"Babis Giannios, Nick Niotis, Dale Rowe-Smith",(Uncredited),1,5,52,79,65,9,2.019507655358751,27,22,Uncategorized,"['Adventure', 'Expansion for Base-game', 'Exploration', 'Fantasy', 'Miniatures', 'Novel-based']","['Area Movement', 'Cooperative Game', 'Dice Rolling', 'Storytelling', 'Variable Player Powers']",2021.0,7.7
Less Than 60 Miles,"Marco Cimmino, Fabrizio Vianello","Eleonora Olivares, Fabrizio Vianello",1,4,180,600,390,16,3.67,113,58,Wargames,"['Modern Warfare', 'Wargame']","['Campaign / Battle Card Driven', 'Dice Rolling', 'Events', 'Hexagon Grid', 'Simulation', 'Zone of Control']",2019.0,8.7
Solomon Kane: Heart of Africa,Dale Rowe-Smith,(Uncredited),1,5,52,79,65,9,2.019507655358751,27,25,Uncategorized,"['Adventure', 'Expansion for Base-game', 'Exploration', 'Fantasy', 'Miniatures', 'Novel-based']","['Area Movement', 'Cooperative Game', 'Dice Rolling', 'Storytelling', 'Variable Player Powers']",2021.0,7.7
Adeptus Titanicus: The Horus Heresy Rules Set,James M. Hewitt,(Uncredited),2,2,90,250,170,14,3.75,89,26,Uncategorized,"['Miniatures', 'Science Fiction', 'Wargame']",['Dice Rolling'],2018.0,8.3
Mythic Wars: Nemesis,Eric Woodward,(Uncredited),2,8,30,240,135,12,2.019507655358751,2,0,Uncategorized,"['Card Game', 'Expansion for Base-game', 'Mythology']",['Roll / Spin and Move'],2018.0,5.5
Singin' in the Game!,Benjamin Lavie,(Uncredited),1,50,30,50,40,9,2.019507655358751,4,1,Uncategorized,"['Movies / TV / Radio theme', 'Music', 'Party Game', 'Trivia']","['Auction/Bidding', 'Memory', 'Singing']",2019.0,7.5
Rise to Nobility: Beyond,"Ivana Krstevski, Vojkan Krstevski, Maja Matovska, Toni Toshevski",Mihajlo Dimitrievski,1,6,25,150,87,14,3.33,138,90,Uncategorized,"['City Building', 'Dice', 'Economic', 'Expansion for Base-game', 'Fantasy']","['Dice Rolling', 'Open Drafting', 'Set Collection', 'Variable Player Powers', 'Worker Placement']",2019.0,7.7
Highway to Hell,Pascal Bernard,"Eric Belisle, Sylvain Guinebaud, Sébastien Lamirand",2,2,30,40,35,8,2.019507655358751,27,18,Uncategorized,"['Card Game', 'Dice', 'Racing', 'Science Fiction']",['Roll / Spin and Move'],2019.0,6.2
Call to Adventure: The Name of the Wind,"Chris O'Neal, Johnny O'Neal","Marta Danecka, Matt Paquette & Co.",2,4,30,60,45,13,2.43,691,199,Uncategorized,"['Card Game', 'Dice', 'Expansion for Base-game', 'Fantasy', 'Novel-based']","['Deck', 'Bag', 'and Pool Building', 'Dice Rolling', 'Set Collection', 'Storytelling']",2019.0,7.2
"Quintangled: A Game of Strategy, Chance, and Destiny","Susan Andra Lion, Julie Loar, Karen L Stuth",Susan Andra Lion,2,8,45,2,23,14,2.019507655358751,2,1,Uncategorized,"['Adventure', 'Fantasy', 'Mythology']","['Roll / Spin and Move', 'Variable Player Powers']",2018.0,9.0
The Ancient World (Second Edition),Ryan Laukat,Ryan Laukat,2,4,90,90,90,13,2.8,1300,389,Strategy,"['Ancient', 'Civilization', 'Fantasy']","['Dice Rolling', 'Open Drafting', 'Set Collection', 'Worker Placement']",2019.0,7.6
Abracadabra,(Uncredited),(Uncredited),2,8,25,25,25,9,1.0,6,2,Uncategorized,"['Card Game', 'Humor', 'Party Game']","['Hand Management', 'Player Elimination', 'Push Your Luck', 'Set Collection', 'Take That']",2005.7966974431818,5.7
Builders!: The Building-Building Deck Building Game,"Maud Croal, Tyler Omichinski, Cameron Parkinson, Nat Sanderson",Maud Croal,2,4,30,90,60,13,2.019507655358751,11,3,Uncategorized,['Card Game'],"['Deck', 'Bag', 'and Pool Building', 'Push Your Luck']",2019.0,7.2
Sheep Boom Bah,"Ryan Craig, Bob Craig",Alisha Volkman,2,4,20,30,25,8,1.0,122,35,Uncategorized,['Animals'],"['Hand Management', 'Memory', 'Take That', 'Tile Placement']",2019.0,5.5
Tiddlywinks Golf Game,(Uncredited),(Uncredited),1,4,52,79,65,14,1.0,2,2,Uncategorized,"['Action / Dexterity', 'Sports']",['Modular Board'],2009.0,4.0
Yummy Monsters,"Michael Kallauch, Jan Meyberg",Tony Tzanoukakis,2,4,10,20,15,6,1.0,29,11,Uncategorized,"['Action / Dexterity', 'Party Game']",['Roll / Spin and Move'],2018.0,5.7
Posthuman Saga: Resistance Expansion,(Uncredited),(Uncredited),1,4,30,120,75,14,2.019507655358751,33,40,Uncategorized,"['Adventure', 'Expansion for Base-game', 'Exploration', 'Fighting', 'Science Fiction']","['Auction/Bidding', 'Deck', 'Bag', 'and Pool Building', 'Dice Rolling', 'Modular Board', 'Pattern Building', '+ 5 more']",2019.0,7.6
Zombicide: Invader – Orphans Gang Survivor Pack,Karl Kopinski,(Uncredited),1,6,60,60,60,14,2.0,69,26,Uncategorized,"['Expansion for Base-game', '+ 3 more']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Variable Player Powers']",2019.0,8.0
Zombicide: Invader – Plague Gang Survivor Pack,Stef Kopinski,(Uncredited),1,6,60,60,60,14,2.0,74,27,Uncategorized,"['Expansion for Base-game', '+ 3 more']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Variable Player Powers']",2019.0,8.1
Zombicide: Invader – Kabuki Gang Survivor Pack,Adrian Smith,(Uncredited),1,6,60,60,60,14,2.0,64,27,Uncategorized,"['Expansion for Base-game', '+ 3 more']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Variable Player Powers']",2019.0,8.0
Länder der Welt,(Uncredited),Thies Schwarz,2,4,30,30,30,8,2.019507655358751,3,4,Uncategorized,"[""Children's Game"", 'Dice', 'Educational']","['Dice Rolling', 'Roll / Spin and Move']",2018.0,6.0
Luxantis,Kai Haferkamp,Stephanie Böhm,2,4,20,30,25,6,1.25,65,14,Uncategorized,"[""Children's Game"", 'Electronic']","['Cooperative Game', 'Pick-up and Deliver', 'Set Collection']",2018.0,6.1
Snail Sprint!,"Wilfried Fort, Marie Fort",Gabriela Silveira,2,4,15,15,15,5,1.25,269,67,Children's,"[""Children's Game"", 'Dice']",['Dice Rolling'],2018.0,6.9
Posthuman Saga: The Outcast Promo Pack,(Uncredited),(Uncredited),1,4,30,120,75,14,2.019507655358751,26,28,Uncategorized,"['Adventure', 'Expansion for Base-game', 'Exploration', 'Fighting', 'Science Fiction']","['Role Playing', 'Storytelling']",2019.0,7.5
Das verfluchte Piratengold,Pau Moré Gómez,Timo Grubing,2,4,20,20,20,5,1.0,40,9,Uncategorized,"[""Children's Game""]",['Push Your Luck'],2018.0,6.3
Posthuman Saga: Wanderer Hero Pack,(Uncredited),(Uncredited),1,4,30,120,75,14,2.019507655358751,21,26,Uncategorized,"['Adventure', 'Expansion for Base-game', 'Exploration', 'Fighting', 'Miniatures', 'Science Fiction']","['Dice Rolling', 'Role Playing', 'Storytelling']",2019.0,8.0
