name,description,designer,artist,publisher,min_players,max_players,min_playtime,max_playtime,playing_time,min_age,complexity_rating,user_ratings,user_comments,type,category,mechanism,family,year,average_rating
Libertas,Add a Brief Description,Roland Siegers,,Hexagames (I),2.0,4.0,60.0,60.0,60.0,10.0,2.0,8,6,Abstract,Abstract Strategy,Tile Placement,Components: 7 x 7 Grids,1985,6.6
Eichhörnchenbande,Add a Brief Description,(Uncredited),,Schmidt Spiele,2.0,4.0,20.0,20.0,20.0,6.0,1.0,7,3,Uncategorized,"Animals, Bluffing, Dice",Betting and Bluffing,Animals: Squirrels,2001,5.4
Rabatz auf dem Riesenrad,Add a Brief Description,Klaus Teuber,,"Klee, Ravensburger",1.0,4.0,15.0,15.0,15.0,3.0,,7,6,Children's,"Animals, Children's Game, Dice, Memory","Dice Rolling, Memory","Animals: Rats, Components: 3-Dimensional (3D)",2000,5.7
Moves,Add a Brief Description,Pascal v. d. Heiden,,(Web published),1.0,2.0,10.0,10.0,10.0,8.0,3.0,1,1,Abstract,Abstract Strategy,,Components: 8 x 8 Grids,2004,7.0
Dalton City,Add a Brief Description,Denis Ralet,,Telar Games,2.0,8.0,120.0,120.0,120.0,7.0,2.0,20,8,Uncategorized,"American West, Dice, Economic, Negotiation","Dice Rolling, Roll / Spin and Move, Trading",,1997,5.5
Tricky Fingers,Use your fingertips to be the fastest in poking the marbles into given patterns.,"J. Moschkowitz, Ivan Moscovich",Ivan Moscovich,"danspil, Discovery Toys, edushape, Kod Kod + 3 more",2.0,2.0,15.0,15.0,15.0,3.0,1.33,65,32,Abstract,"Action / Dexterity, Puzzle, Real-time",Pattern Building,"Components: 5 x 5 Grids, Components: Marbles, Players: Two Player Only Games",1982,6.0
Nightmare III,Add a Brief Description,Phillip Tanner,,"Borras Plana S.A., Chieftain Products, A Couple 'A Cowboys, Schmidt Spiele, Spear's Games",3.0,6.0,60.0,60.0,60.0,10.0,2.25,185,59,Uncategorized,"Adventure, Dice, Expansion for Base-game, Horror, Party Game","Dice Rolling, Roll / Spin and Move","Components: Videocassettes, Game: Atmosfear",1992,6.0
Nightmare II,Add a Brief Description,Phillip Tanner,,"Borras Plana S.A., Chieftain Products, Clementoni, A Couple 'A Cowboys + 2 more",3.0,6.0,60.0,60.0,60.0,10.0,2.11,260,75,Uncategorized,"Adventure, Dice, Expansion for Base-game, Horror, Party Game, Zombies","Dice Rolling, Roll / Spin and Move","Components: Videocassettes, Game: Atmosfear",1991,6.2
Zippy,Add a Brief Description,Maureen Hiron,"Lance E. Swartout, Elisa Teague",Playroom Entertainment,2.0,10.0,20.0,20.0,20.0,8.0,1.0,20,13,Uncategorized,"Dice, Number, Party Game","Dice Rolling, Pattern Building, Simultaneous Action Selection",,2001,5.7
Nightmare IV,Add a Brief Description,Phillip Tanner,,"Borras Plana S.A., Chieftain Products, A Couple 'A Cowboys, Schmidt Spiele, Spear's Games",3.0,6.0,60.0,60.0,60.0,10.0,2.31,138,39,Uncategorized,"Adventure, Dice, Expansion for Base-game, Horror, Party Game","Dice Rolling, Roll / Spin and Move","Components: Videocassettes, Game: Atmosfear",1993,6.4
New Rules for Classic Games,Variants for games you may already have.,R. Wayne Schmittberger,,John Wiley & Sons,,,20.0,300.0,160.0,10.0,2.0,96,60,Abstract,"Abstract Strategy, Action / Dexterity, Book, Card Game, Deduction, + 3 more",,,1992,7.5
Waterloo,Add a Brief Description,Roland Siegers,,Relaxx,2.0,2.0,30.0,30.0,30.0,12.0,2.5,12,7,Uncategorized,"Bluffing, Deduction",Secret Unit Deployment,"Country: Belgium, History: Waterloo Campaign, Players: Two Player Only Games",1998,5.3
Beggars and Thieves,Add a Brief Description,(Uncredited),,Parker Brothers,2.0,5.0,15.0,30.0,22.5,10.0,1.5,63,29,Uncategorized,Card Game,"Hand Management, Team-Based Game, Trick-taking",,1984,6.3
Balancing Bears,Add a Brief Description,Christine Welz,Björn Pertoft,Ravensburger,2.0,2.0,15.0,15.0,15.0,6.0,,5,7,Uncategorized,"Action / Dexterity, Animals, Children's Game, Educational, Math",Dice Rolling,"Animals: Bears, Players: Two Player Only Games",1994,4.2
Vimieiro,Add a Brief Description,"Stefan Ekström, Anders Fager",Stefan Ekström,Multi-Man Publishing,2.0,2.0,120.0,120.0,120.0,,3.5,16,10,Wargames,"Napoleonic, Wargame","Dice Rolling, Hexagon Grid","Cities: Vimeiro (Portugal), Country: Portugal, Players: Two Player Only Games, Series: Napoleonic Brigade (MMP)",2004,6.6
Killer Bunnies and the Quest for the Magic Carrot: GREEN Booster,Add a Brief Description,Jeffrey Neil Bellinger,Jonathan Young,"Pegasus Spiele, Playroom Entertainment",2.0,8.0,90.0,90.0,90.0,12.0,2.13,736,154,Uncategorized,"Animals, Card Game, Expansion for Base-game, Humor, Negotiation","Dice Rolling, Hand Management, Take That, Trading","Animals: Rabbits, Game: Killer Bunnies, Theme: Anthropomorphic Animals",2003,6.4
Jumpin' Java,Add a Brief Description,Don Green (I),,"Front Porch Classics, Fundex, Gigamic",2.0,2.0,10.0,10.0,10.0,8.0,1.08,84,45,Abstract,Abstract Strategy,,"Food & Drink: Coffee, Players: Two Player Only Games",2003,4.8
Simply Suspects,Add a Brief Description,William Stephenson,,"Damm / Egmont, Spy Alley Partners LLP",2.0,6.0,15.0,15.0,15.0,8.0,1.31,152,55,Uncategorized,"Bluffing, Deduction","Player Elimination, Roll / Spin and Move",,2003,5.6
Spearhead,Add a Brief Description,Arty Conliffe,,Quantum Printing,2.0,6.0,120.0,120.0,120.0,12.0,2.92,86,30,Wargames,"Miniatures, Wargame, World War II","Dice Rolling, Simulation, Simultaneous Action Selection",,1995,6.7
Hannibal: Rome and Carthage in The Second Punic War 219-202 B.C.,Good recreation of 2nd Punic War. With area moves & strategy cards ahead of its time.,Glenn E. Kidd,,Aulic Council Publishing Co.,2.0,2.0,,,,12.0,2.5,39,24,Wargames,"Ancient, Wargame","Area Movement, Dice Rolling","Ancient: Carthage, Ancient: Rome, Components: Map (Continental / National scale), History: Punic Wars, Players: Two Player Only Games, Players: Wargames with Rules Supporting Only Two…",1983,6.8
Mayhem,Add a Brief Description,"Benjamin Baraga, Bill Stilson",,Crystal Spider,2.0,6.0,1.0,1.0,1.0,10.0,,1,0,Uncategorized,"Expansion for Base-game, Racing, Science Fiction",,,2004,7.0
1 on 1 Adventure Gamebooks: The King Takes a Dare,Add a Brief Description,James M. Ward,,Tactical Studies Rules (TSR),2.0,2.0,,,,8.0,2.0,9,7,Uncategorized,"Adventure, Comic Book / Strip",Variable Player Powers,"Admin: Better Description Needed!, Players: Two Player Only Games, Series: 1 on 1 Adventure Gamebooks",1987,6.1
Don't Quote Me,"The Game of Skill, Knowledge & Really, Really Good Guesses.",Don Reid,,Wiggles 3D,2.0,5.0,60.0,60.0,60.0,14.0,1.0,38,19,Uncategorized,"Party Game, Trivia",,"Containers: Unique Shape, Game: Don't Quote Me",2003,5.5
Minotaur Lords,Add a Brief Description,Reiner Knizia,"Thomas Denmark, John Goodenough, Roberto Marchesi, John Moriarty + 2 more",Fantasy Flight Games,2.0,2.0,30.0,30.0,30.0,12.0,2.08,617,261,Strategy,"Card Game, Fantasy, Fighting","Area Majority / Influence, Hand Management, Variable Player Powers","Creatures: Minotaurs, Players: Two Player Only Games, Series: Fantasy Flight Silver Line",2004,5.9
"Super Mario Bros. ""The Great Ladder Race Game""",Add a Brief Description,(Uncredited),,Tiger Games,2.0,2.0,5.0,5.0,5.0,,1.0,5,1,Children's,"Action / Dexterity, Children's Game, Racing, Real-time, Video Game Theme","Hand Management, Simultaneous Action Selection","Components: 3-Dimensional (3D), Players: Two Player Only Games, Video Game Theme: Nintendo, Video Game Theme: Super Mario Bros.",1989,6.9
1 on 1 Adventure Gamebooks: The Amber Sword of World's End,Add a Brief Description,"Michael A. Powell, Michael Price",,Tactical Studies Rules (TSR),2.0,2.0,,,,8.0,2.0,11,4,Uncategorized,Fantasy,,"Admin: Better Description Needed!, Players: Two Player Only Games, Series: 1 on 1 Adventure Gamebooks",1986,6.0
Tumbling Tower,Add a Brief Description,(Uncredited),,"(Unknown), Cardinal, Monkey Pod Games, Plan Toys + 2 more",1.0,6.0,10.0,10.0,10.0,5.0,1.09,212,75,Uncategorized,"Action / Dexterity, Puzzle",Stacking and Balancing,Mechanism: Tower Stacking,1999,5.1
Jigsaw Mystery Pack,Add a Brief Description,Jim Deacove,,Family Pastimes,1.0,36.0,,,,7.0,,1,4,Uncategorized,"Card Game, Deduction, Murder/Mystery",Cooperative Game,,2003,4.5
International Insult,Add a Brief Description,"Peter Eric Hendrickson, Reynold Hendrickson",,Lost Horizons,3.0,6.0,,,,12.0,1.0,5,5,Uncategorized,"Card Game, Negotiation, Political","Dice Rolling, Hand Management, Set Collection",Admin: Better Description Needed!,1992,4.6
Himalaya,Add a Brief Description,Charles Wilkins,,Wilkins & Associates,2.0,5.0,,,,,1.0,19,16,Uncategorized,"Adventure, Card Game, Racing",Open Drafting,"Admin: Better Description Needed!, Mountain: Himalayas, Sports: Mountain Climbing",1992,3.9
ZByte,Add a Brief Description,H. A. Layer,,"(Self-Published), ZByte Games",,,,,,10.0,,1,3,Uncategorized,"Card Game, Game System",,,1993,5.5
Vimy Ridge,Add a Brief Description,Kerry Anderson,,"Microgame Design Group, Pacific Rim Publishing",2.0,2.0,,,,12.0,2.5,20,17,Wargames,"Wargame, World War I","Dice Rolling, Hexagon Grid","Cities: Arras (France), Country: France, Players: Two Player Only Games",2000,6.6
Inka,Add a Brief Description,Johann Rüttinger,Johann Rüttinger,Noris Spiele,2.0,2.0,30.0,30.0,30.0,8.0,,4,3,Abstract,Abstract Strategy,"Point to Point Movement, Rock-Paper-Scissors","Components: 7 x 7 Grids, Players: Two Player Only Games",1984,5.3
The Game of Things,Can you identify which of your friends said which hilarious answer?,"Tom Quinn, Ted Quinn, Mark Sherry",,"Giochi Preziosi, Hasbro, Parker Brothers, Patch Products + 2 more",4.0,15.0,45.0,45.0,45.0,14.0,1.21,2400,595,Party,"Deduction, Humor, Memory, Party Game","Memory, Paper-and-Pencil",,2002,6.1
Tokar's Arcana,Add a Brief Description,"Anthony Gill, Tabitha Gill",,"(Web published), White Mask Productions",2.0,2.0,30.0,30.0,30.0,12.0,3.0,9,4,Abstract,"Abstract Strategy, Fantasy, Print & Play",Variable Player Powers,"Components: 8 x 8 Grids, Players: Two Player Only Games",1998,6.4
Walking with Dinosaurs Card Game,Add a Brief Description,Gary Wyatt,,Green Board Game Co.,2.0,4.0,1.0,1.0,1.0,,,1,0,Uncategorized,"Educational, Movies / TV / Radio theme, Prehistoric, Trivia",,Animals: Dinosaurs,2000,4.0
Anatomix,Add a Brief Description,Gary Wyatt,,Green Board Game Co.,2.0,4.0,30.0,30.0,30.0,5.0,,2,3,Uncategorized,"Educational, Trivia",,,1997,2.5
Walking with Prehistoric Beasts,Add a Brief Description,Gary Wyatt,,Green Board Game Co.,2.0,4.0,45.0,45.0,45.0,7.0,1.0,8,7,Uncategorized,"Adventure, Educational",,,2001,4.1
Walking with Dinosaurs,Add a Brief Description,Gary Wyatt,,Green Board Game Co.,2.0,4.0,45.0,45.0,45.0,7.0,1.0,9,6,Uncategorized,"Adventure, Educational, Environmental, Movies / TV / Radio theme",,Animals: Dinosaurs,2000,5.6
Deckmatch: The Unofficial Quake 3 Card Game,Add a Brief Description,(Uncredited),,(Looking for a publisher),2.0,2.0,10.0,10.0,10.0,10.0,,3,1,Uncategorized,"Card Game, Fighting, Science Fiction, Video Game Theme","Campaign / Battle Card Driven, Hand Management",Players: Two Player Only Games,2001,5.8
Quintet,Add a Brief Description,Robert Altman,,"L. P. Septímio, Origem",5.0,5.0,,,,,,1,2,Abstract,"Abstract Strategy, Movies / TV / Radio theme",Dice Rolling,,1979,5.0
Papperlapapp,Add a Brief Description,Anja Wrede,"Thies Schwarz, Katharina Wieker",HABA,1.0,6.0,15.0,15.0,15.0,3.0,2.0,9,3,Children's,Children's Game,"Real-Time, Solo / Solitaire Game",,2001,5.4
The American Civil War,"Leaders, forts, attrition of troops and naval activity are all present.",Jim Dunnigan,Redmond A. Simonsen,"SPI (Simulations Publications, Inc.)",2.0,2.0,240.0,480.0,360.0,12.0,2.76,139,150,Wargames,"American Civil War, Civil War, Post-Napoleonic, Wargame","Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Scenario / Mission / Campaign Game, + 2 more","Components: Map (Continental / National scale), Continents: North America, Country: USA, Magazine: Strategy & Tactics, Players: Two Player Only Games, Players: Wargames with Rules Supporting Only Two…",1974,6.0
Master Thieves,Can you find the gems as the box is twisted and turned?,Czarnè,Czarnè,"LudoArt Verlag, Rio Grande Games, Zoch Verlag",2.0,8.0,60.0,60.0,60.0,10.0,2.34,768,258,Party,"Deduction, Memory, Party Game","Memory, Simultaneous Action Selection, Variable Player Powers",Components: Gems/Crystals,2004,6.6
Director's Cut 2,Add a Brief Description,(Uncredited),,Northern Games Co. Ltd.,2.0,6.0,1.0,1.0,1.0,,,8,4,Uncategorized,"Movies / TV / Radio theme, Trivia",Roll / Spin and Move,Trivia: Movies,2001,5.4
,Add a Brief Description,Pepe Pineda,Isidre Monés,"CEFA (Celulosa Fabril S. A.), Ruibal Hermanos S.A.",2.0,4.0,30.0,30.0,30.0,,1.0,42,9,Uncategorized,"Adventure, Exploration, Fantasy",Roll / Spin and Move,Components: 3-Dimensional (3D),,5.4
The Star Trek Make-A-Game Book,"Save the USS ENTERPRISE from a Klingon attack in this ""punch out and play"" game.","Bruce Nash, Greg Nash",,Wanderer Books,2.0,4.0,,,,,,3,1,Uncategorized,"Movies / TV / Radio theme, Science Fiction",Roll / Spin and Move,TV Shows: Star Trek (various),1979,1.3
Bells of War: Conquest Series,Add a Brief Description,"Remi Duval, Marc Fournier, Philippe Lamontagne",,Silly Space Corporation,2.0,7.0,1500.0,1500.0,1500.0,12.0,5.0,31,14,Wargames,"Economic, Wargame, World War II","Area-Impulse, Dice Rolling",,1997,5.8
21 Letters,Add a Brief Description,(Uncredited),,Kontrell Industries,1.0,1.0,,,,,,1,0,Uncategorized,"Card Game, Word Game",,"Components: Sand Timers, Word Games: Spelling / Letters",1973,6.0
Kwa-Dō,Add a Brief Description,(Uncredited),Virginia Seeger,"(Public Domain), Renroc Inc., U.S. Games Systems, Inc.",2.0,6.0,30.0,30.0,30.0,8.0,1.0,17,20,Uncategorized,Card Game,Set Collection,Traditional Games: Hanafuda,1959,5.9
ShanJari,Simple enough for children. Complex enough for any strategy warrior!,Kevin Brougher,,"FUNaddicts Games, Missing Piece Press",2.0,4.0,30.0,30.0,30.0,5.0,2.0,15,8,Abstract,Abstract Strategy,"Pattern Building, Pattern Recognition",,2003,5.6
Boom Box,Add a Brief Description,"Roberto Corbelli, Silvano Sorrentino",,"(Web published), DV Games",2.0,2.0,10.0,10.0,10.0,6.0,1.0,6,4,Uncategorized,"Card Game, Print & Play, Real-time",,Players: Two Player Only Games,2002,5.7
Freestyle,Add a Brief Description,Silvano Sorrentino,,"(Self-Published), (Web published), DV Games",2.0,8.0,,,,8.0,1.0,8,4,Uncategorized,"Dice, Print & Play",Dice Rolling,,2002,6.2
CromoGnomo,Add a Brief Description,"Andrea Angiolino, Roberto Cestaro, Emiliano Liverani, Silvano Sorrentino",,"(Web published), DV Games",4.0,4.0,,,,8.0,1.5,5,7,Uncategorized,"Card Game, Print & Play",Open Drafting,,2003,6.2
The Artifact,Add a Brief Description,"Roberto Corbelli, Alessandro Mongelli",,"(Web published), DV Games",4.0,4.0,30.0,30.0,30.0,8.0,1.0,2,4,Uncategorized,"Adventure, Dice, Fantasy, Print & Play","Dice Rolling, Roll / Spin and Move",,2002,6.0
Swärje,Add a Brief Description,Anders Fager,Patrik Hultén,The Card Cabinet,4.0,6.0,90.0,90.0,90.0,13.0,1.5,99,34,Uncategorized,"Card Game, Humor, Political","Team-Based Game, Voting",Country: Sweden,2004,5.5
,Add a Brief Description,Silvano Sorrentino,,"(Web published), DV Games",2.0,2.0,,,,5.0,,1,3,Abstract,"Abstract Strategy, Print & Play",,"Components: 4 x 4 Grids, Players: Two Player Only Games",,5.6
Smugglers of the Galaxy,Add a Brief Description,"Nathan Abrashoff, Daniel Strain",,Playus Maximus,2.0,6.0,120.0,120.0,120.0,12.0,2.48,164,86,Uncategorized,"Adventure, Economic, Pirates, Science Fiction, Space Exploration","Commodity Speculation, Hexagon Grid, Pick-up and Deliver, Trading, Variable Player Powers",Theme: Smuggling,2004,5.6
12 O'Clock High Card Game,Score the most squadrons to win the title of Wing Commander!,(Uncredited),,Milton Bradley,3.0,6.0,1.0,1.0,1.0,7.0,,12,10,Uncategorized,"Card Game, Movies / TV / Radio theme, World War II","Hand Management, Set Collection, Trading",,1965,4.4
"April's Harvest: The Battle of Shiloh, April 6 & 7, 1862",Add a Brief Description,"Dean Essig, Alan Wambold","Dean Essig, Thure de Thulstrup",The Gamers,1.0,2.0,240.0,1200.0,720.0,12.0,3.37,165,100,Wargames,"American Civil War, Wargame",Hexagon Grid,"Digital Implementations: VASSAL, Players: Two Player Only Games, Series: Civil War, Brigade (The Gamers), States: Tennessee",1995,7.1
Word Spin,Add a Brief Description,(Uncredited),,"Exclusive Toy Products, Inc., Geospace Products Co., Inc.",1.0,8.0,20.0,20.0,20.0,,2.0,20,11,Uncategorized,Word Game,,,1996,3.9
Battle Rider,Add a Brief Description,Frank Chadwick,Kirk Wescom,Game Designers' Workshop (GDW Games),2.0,2.0,120.0,120.0,120.0,12.0,2.88,32,21,Wargames,"Science Fiction, Wargame","Dice Rolling, Grid Movement, Hexagon Grid, Secret Unit Deployment","Players: Two Player Only Games, Setting: Traveller Universe, Versions & Editions: Board Game Versions of…",1994,6.0
Slime Monster Game,Add a Brief Description,"Jeffrey Breslow, Erick Erickson",,"Mattel, Inc.",2.0,4.0,,,,5.0,1.0,23,17,Uncategorized,"Children's Game, Horror, Humor",Roll / Spin and Move,Creatures: Monsters,1977,5.6
Crash Canyon,Add a Brief Description,Jim Keifer,,Milton Bradley,2.0,4.0,,,,7.0,1.44,72,40,Uncategorized,"Children's Game, Racing",Roll / Spin and Move,"Components: 3-Dimensional (3D), Sports: Auto Racing, Theme: Trucks",1989,6.3
Pot Luck,Add a Brief Description,(Uncredited),,Kapcar Productions,2.0,6.0,,,,18.0,1.0,3,4,Uncategorized,"Economic, Humor",Roll / Spin and Move,,1979,4.0
Board and Table Games from Many Civilizations,Book collecting dozens of traditional board games dating back to ancient times.,R. C. Bell,"R. C. Bell, Charles Joshua Chaplin","Constable & Co. Ltd., Dover Publications, General Publishing Co. Ltd., Oxford University Press",,,,,,12.0,2.33,36,28,Uncategorized,"Book, Educational",,,1960,7.5
Fleet Action,Add a Brief Description,Robert N. Glass,,Agents of Gaming,2.0,4.0,60.0,60.0,60.0,10.0,2.8,21,8,Wargames,"Book, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame",Hexagon Grid,,2000,5.8
Dice Games Properly Explained,Add a Brief Description,Reiner Knizia,,"Blue Terrier Press, Elliot Right Way Books, Hugendubel Verlag",,,5.0,25.0,15.0,8.0,1.83,138,94,"Abstract,  Family","Book, Dice",Dice Rolling,,1999,6.8
Vallée de la mort,Add a Brief Description,Paul Rohrbaugh,,Microgame Design Group,2.0,2.0,,,,12.0,2.5,3,7,Wargames,"Vietnam War, Wargame",,"Continents: Asia, Country: Vietnam, Players: Two Player Only Games",2000,6.8
,Add a Brief Description,Gary Wyatt,,Green Board Game Co.,2.0,2.0,15.0,15.0,15.0,4.0,,2,1,Uncategorized,"Card Game, Children's Game, Educational, Racing","Pattern Recognition, Set Collection, Trading",Players: Two Player Only Games,,4.5
Times Table Snap,Add a Brief Description,Gary Wyatt,,Green Board Game Co.,2.0,2.0,10.0,10.0,10.0,,,1,0,Uncategorized,"Card Game, Educational, Math",,"Players: Two Player Only Games, Series: Educational Snap and Pairs (Green Board…",2002,3.0
Fraction Action,Add a Brief Description,Gary Wyatt,,"Game Geste, Green Board Game Co.",2.0,2.0,10.0,60.0,35.0,,1.0,3,2,Uncategorized,"Card Game, Educational, Math",Trick-taking,Players: Two Player Only Games,2003,4.3
Four Function Snap,Add a Brief Description,Gary Wyatt,,Green Board Game Co.,2.0,2.0,10.0,10.0,10.0,,,4,3,Uncategorized,"Card Game, Educational, Math",,"Players: Two Player Only Games, Series: Educational Snap and Pairs (Green Board…",1996,4.8
Like It or Lump It,Party shenanigans! Rate a random assortment of items from most to least favored.,(Uncredited),(Uncredited),Gabba Games,3.0,8.0,45.0,45.0,45.0,,,7,6,Uncategorized,Party Game,,,2003,7.5
Arena,Add a Brief Description,Silvano Sorrentino,Jason Newell,"(Web published), DV Games",2.0,2.0,5.0,5.0,5.0,8.0,1.0,5,4,Uncategorized,"Action / Dexterity, Print & Play",,Players: Two Player Only Games,2003,3.7
Landwehr 1438,Add a Brief Description,Joachim Zischke,,Joachim Zischke | terra authentica,2.0,4.0,45.0,45.0,45.0,11.0,,5,1,Uncategorized,"Abstract Strategy, Medieval",Tile Placement,Components: 9 x 9 Grids,2004,5.1
Pounce,Add a Brief Description,(Uncredited),,"American Greetings Corp., Leisure Life",2.0,2.0,,,,8.0,,6,6,Abstract,Abstract Strategy,Grid Movement,"Animals: Tigers, Components: 8 x 8 Grids, Players: Two Player Only Games",1972,5.5
Fortune's Colony,Add a Brief Description,P. D. Magnus,P. D. Magnus,"(Web published), MicroTactix",2.0,4.0,15.0,15.0,15.0,8.0,2.0,10,6,Uncategorized,"Action / Dexterity, Dice, Humor, Print & Play, Science Fiction, Space Exploration",Dice Rolling,,2003,5.5
"Borodino: Battle of the Moskova, 1812",Add a Brief Description,Richard H. Berg,"Rodger B. MacGowan, Mark Simonitch",GMT Games,1.0,2.0,120.0,120.0,120.0,12.0,2.95,165,99,Wargames,"Napoleonic, Wargame","Chit-Pull System, Dice Rolling, Hexagon Grid, Ratio / Combat Results Table","Cities: Borodino (Russia), Country: Russia, Digital Implementations: VASSAL, Series: Triumph & Glory",2004,6.7
All-in-the-Dice Baseball,Add a Brief Description,(Uncredited),,"All-In-The-Cards Football, Inc.",1.0,2.0,10.0,10.0,10.0,12.0,1.0,5,2,Uncategorized,Sports,Dice Rolling,Sports: Baseball,1988,6.4
Bridgehead,Add a Brief Description,(Uncredited),,Gamecraft Ltd.,2.0,2.0,30.0,30.0,30.0,10.0,,4,2,Abstract,Abstract Strategy,Pattern Building,"Players: Two Player Only Games, Series: Pocket War Games (Gamecraft)",1980,4.5
ConHex,Connection game where players fight for the right to place the pieces that connect.,Michail Antonow,Néstor Romeral Andrés,"3-Hirn-Verlag, Clemens Gerhards, nestorgames",2.0,2.0,30.0,30.0,30.0,10.0,2.8,370,148,Abstract,Abstract Strategy,"Area Majority / Influence, Connections, Pattern Building, Tile Placement","Category: Combinatorial, Components: Marbles, Components: Wooden pieces & boards, Digital Implementations: igGameCenter, Digital Implementations: Little Golem, Digital Implementations: Yucata, + 2 more",2002,6.8
Girl Power,Add a Brief Description,(Uncredited),,Decipher,2.0,6.0,30.0,30.0,30.0,8.0,,1,4,Uncategorized,"Negotiation, Racing",Roll / Spin and Move,,1998,5.0
