name,description,designer,artist,publisher,min_players,max_players,min_playtime,max_playtime,playing_time,min_age,complexity_rating,user_ratings,user_comments,type,category,mechanism,family,year,average_rating
The Doctor Lucky Ambivalence Pack,Add a Brief Description,James Ernest,,Cheapass Games,3.0,7.0,45.0,45.0,45.0,12.0,1.6,64,40,Uncategorized,"Bluffing, Expansion for Base-game, Murder/Mystery",,Game: Doctor Lucky,2005,6.5
Big Damn Armies,Add a Brief Description,Paul Lidberg,,Team Frog Studios,2.0,2.0,,,,8.0,,3,1,Wargames,"Fantasy, Miniatures, Wargame","Paper-and-Pencil, Simulation",Players: Two Player Only Games,1999,5.5
Big Damn Space Battles,Add a Brief Description,Paul Lidberg,,Team Frog Studios,2.0,2.0,,,,12.0,,1,2,Wargames,"Science Fiction, Wargame","Hexagon Grid, Paper-and-Pencil, Simulation",Players: Two Player Only Games,1998,5.0
Splatter: The food fight game,Add a Brief Description,Patrick Dolan,,Those Darn Games!,2.0,6.0,45.0,45.0,45.0,10.0,,1,1,Uncategorized,"Card Game, Fighting","Hand Management, Open Drafting",Theme: Food / Cooking,2000,5.0
Bild im Bild,Add a Brief Description,Jürgen Tesch,Susanne Rüber,Prestel Verlag,2.0,6.0,,,,6.0,,1,3,Uncategorized,"American West, Memory",Memory,Theme: Art,2001,4.0
Dodeccamente,Add a Brief Description,Don Deppeller,,"Dodeccamentia International, Kadon Enterprises",2.0,6.0,30.0,30.0,30.0,,,2,2,Abstract,"Abstract Strategy, Dice",Roll / Spin and Move,Traditional Games: Backgammon,1989,7.5
Sketchword,Add a Brief Description,Forrest-Pruzan Creative,,R&R Games,3.0,3.0,,,,10.0,1.67,26,15,Uncategorized,"Card Game, Party Game, Word Game",Paper-and-Pencil,Mechanism: Drawing,2006,5.9
World Wise European Edition,Add a Brief Description,(Uncredited),,"Globular Innovations, Inc.",2.0,8.0,15.0,15.0,15.0,,1.0,3,0,Uncategorized,"Card Game, Educational",Hand Management,Continents: Europe,2000,4.7
Schnapp zu!,Add a Brief Description,Susanne Armbruster,Sabine Lohf,HABA,2.0,4.0,15.0,15.0,15.0,4.0,,10,6,Uncategorized,"Animals, Bluffing, Children's Game",Rock-Paper-Scissors,Animals: Fish / Fishes,2002,6.3
Voidstriker,Add a Brief Description,Charles Oines,Charles Oines,Nightshift Games,1.0,1.0,,,,,4.0,1,0,Wargames,"Miniatures, Science Fiction, Wargame","Paper-and-Pencil, Simulation",,1993,7.0
Fields of Honor: World War II,Add a Brief Description,"Shane Lacy Hensley, Paul ""Wiggy"" Wade-Williams",The Forge,Pinnacle Entertainment Group,2.0,4.0,60.0,60.0,60.0,12.0,,13,6,Wargames,"Miniatures, Wargame, World War II","Campaign / Battle Card Driven, Dice Rolling, Hand Management",,2005,7.2
Sherwood,Add a Brief Description,Vlaada Chvátil,David Cochard,"Hofyland community, Tilsit, Zvezda",2.0,4.0,60.0,60.0,60.0,9.0,2.27,187,53,Uncategorized,"Bluffing, Medieval, Political, Territory Building",Auction/Bidding,Folk Tales & Fairy Tales: Robin Hood,2005,6.3
Sator,Add a Brief Description,Oriol Comas i Coma,,"(Web published), Mèl·loro Rosso",2.0,2.0,15.0,15.0,15.0,10.0,1.25,11,7,Abstract,"Abstract Strategy, Print & Play",,"Components: 5 x 5 Grids, Players: Two Player Only Games",2005,6.1
Die Koala Brüder: Auf Geht's Nach Haus!,Add a Brief Description,"Hajo Bücken, Dirk Hanneforth",playtime,Schmidt Spiele,2.0,4.0,10.0,10.0,10.0,5.0,1.0,1,2,Uncategorized,"Children's Game, Deduction, Memory, Movies / TV / Radio theme","Memory, Roll / Spin and Move","Animals: Koalas, TV Shows: The Koala Brothers",2004,10.0
Walk the Plank,Add a Brief Description,(Uncredited),,Orchard Toys,2.0,4.0,10.0,10.0,10.0,4.0,1.0,9,7,Uncategorized,"Children's Game, Pirates, Racing",Dice Rolling,,2002,4.2
Mont Saint Michel,Add a Brief Description,"Kathi Kappler, Johann Rüttinger",Rolf Vogt,Drei Magier Spiele,2.0,4.0,50.0,60.0,55.0,10.0,1.5,78,16,Uncategorized,"Children's Game, Deduction",,"Cities: Mont Saint Michel (France), Country: France, Region: Normandy (France)",2006,4.6
Word Master,Add a Brief Description,James Lyon,,"Barnes & Noble, Marabout",1.0,4.0,,,,12.0,,9,2,Uncategorized,Word Game,"Dice Rolling, Tile Placement",,2005,5.7
Tug Boat,Add a Brief Description,Jeffrey Breslow,,Parker Brothers,2.0,2.0,,,,7.0,,4,1,Children's,"Action / Dexterity, Children's Game, Electronic, Nautical, Transportation",,"Components: 3-Dimensional (3D), Components: Marbles, Players: Two Player Only Games",1974,7.0
Cranium: Hullabaloo DVD Game,Add a Brief Description,,,"Cranium, Inc.",1.0,6.0,30.0,30.0,30.0,4.0,1.0,23,18,Children's,"Action / Dexterity, Children's Game, Music",,"Components: DVDs, Game: Cranium",2006,4.6
Peak Experience: The Climbing Game,Add a Brief Description,(Uncredited),,Armchair Adventures,1.0,12.0,,,,,1.0,4,2,Uncategorized,"Adventure, Trivia","Point to Point Movement, Team-Based Game",Sports: Mountain Climbing,1987,5.8
Cirkle 2,Add a Brief Description,Patrick Laterrot,,1-2-3-Games Éditions,2.0,2.0,60.0,60.0,60.0,8.0,2.67,11,9,Abstract,Abstract Strategy,Point to Point Movement,"Components: 8 x 11 Grids, Players: Two Player Only Games, Series: Cirkle",2003,6.9
Mentalogy,Add a Brief Description,"Pat Howe, Pat Kinsley",Steve Simpson,"F.X. Schmid, Magictaxi International",2.0,4.0,45.0,45.0,45.0,4.0,1.33,13,9,Uncategorized,"Children's Game, Memory","Memory, Roll / Spin and Move",,2003,5.2
Get Up and Go,Add a Brief Description,Mark Hauser,Clive Scruton,Ravensburger,2.0,6.0,15.0,15.0,15.0,4.0,1.5,3,1,Children's,"Action / Dexterity, Children's Game",Acting,,2000,4.3
Crossings,A fast-paced battle where pieces on the board surge forward in a group.,Robert Abbott,,"Dover Publications, dtv (Deutscher Taschenbuch Verlag), Hugendubel Verlag, Hutchinson + 2 more",2.0,2.0,20.0,20.0,20.0,6.0,2.75,11,11,Abstract,Abstract Strategy,Point to Point Movement,"Components: 8 x 8 Grids, Players: Two Player Only Games, Series: Gamut of Games (Sid Sackson)",1969,6.5
,Add a Brief Description,(Uncredited),,Parker Brothers,2.0,6.0,60.0,60.0,60.0,8.0,2.67,8,2,Uncategorized,"Economic, Negotiation","Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading",Series: Monopoly-Like,,4.0
UNO H2O Splash,Add a Brief Description,(Uncredited),,"Mattel, Inc.",2.0,10.0,30.0,30.0,30.0,7.0,1.5,118,25,Uncategorized,"Card Game, Children's Game","Hand Management, Pattern Recognition","Components: Transparent Elements, Game: UNO",2005,5.9
The Neighbours Game,Add a Brief Description,(Uncredited),,Crown & Andrews Ltd.,2.0,8.0,30.0,30.0,30.0,9.0,1.25,30,10,Uncategorized,Movies / TV / Radio theme,Storytelling,,1988,4.4
Air-Attack,Add a Brief Description,Nathan Reinherz,,Corey Game Co.,2.0,2.0,,,,10.0,,1,2,Wargames,"Aviation / Flight, Wargame, World War II",,Players: Two Player Only Games,1943,7.0
Axis & Allies: A & A Accessories,Add a Brief Description,(Uncredited),,Table Tactics,2.0,5.0,180.0,180.0,180.0,14.0,2.0,20,16,Wargames,"Expansion for Base-game, Miniatures, Wargame, World War II","Area Movement, Dice Rolling","Components: Miniatures, Game: Axis & Allies (Avalon Hill)",1995,6.4
Charmed: The Source,Add a Brief Description,(Uncredited),,"Clash of Arms Games, Tilsit",2.0,4.0,60.0,60.0,60.0,11.0,,9,5,Uncategorized,Movies / TV / Radio theme,Roll / Spin and Move,TV Shows: Charmed,2003,4.3
The Abounding River,Add a Brief Description,"Matthew Engelhart, Terces Engelhart, Frank Riccio",,"Temple Games, Inc.",2.0,6.0,,,,12.0,1.0,5,4,Uncategorized,Religious,Hand Management,,2004,4.5
Los Mampfos,Add a Brief Description,"Rüdiger Dorn, Maja Dorn",Gabriela Silveira,"Gigamic, Korea Boardgames Co., Ltd., Piatnik, Zoch Verlag",2.0,5.0,20.0,20.0,20.0,6.0,1.24,394,178,"Children's,  Family","Animals, Children's Game, Memory",Memory,"Animals: Donkeys, Theme: Excrements / Feces / Poop / Urine",2006,6.2
Niagara: The Spirits of Niagara,Get help from animal spirits who live near the falls.,Thomas Liesching,Victor Boden,"Rio Grande Games, Zoch Verlag",3.0,6.0,45.0,45.0,45.0,8.0,2.12,864,325,Family,"Adventure, Expansion for Base-game, Exploration, Nautical","Set Collection, Simultaneous Action Selection","Creatures: Ghosts, Rivers: Niagara",2006,6.8
Bärenbande,Add a Brief Description,Ladislav Mares,"Joachim Krause, Walter Pepperle",Ravensburger,2.0,4.0,15.0,15.0,15.0,4.0,,8,3,Children's,"Animals, Children's Game, Dice",Dice Rolling,Animals: Bears,2005,5.3
Arepo,Add a Brief Description,Oriol Comas i Coma,,(Web published),2.0,2.0,15.0,15.0,15.0,8.0,,3,1,Abstract,Abstract Strategy,,"Components: 5 x 5 Grids, Players: Two Player Only Games",2005,6.3
Battle for Stalingrad Micro Game,Add a Brief Description,Ryan S. Johnson,,Guild of Blades,2.0,2.0,,,,12.0,,2,3,Wargames,"Print & Play, Wargame, World War II","Area Movement, Dice Rolling","Cities: Volgograd (Russia), Country: Russia, Players: Two Player Only Games",2002,6.0
Figaro,Add a Brief Description,Reiner Knizia,"Daniele Barletta, Roberta Barletta, Didier Guiserix","ABACUSSPIELE, DV Games, Mayfair Games, Tilsit",3.0,6.0,30.0,30.0,30.0,8.0,1.1,364,153,Family,Card Game,,Admin: Better Description Needed!,2006,5.3
Bedlam,Add a Brief Description,Michael T. Scully,,Baron/Scott,2.0,2.0,,,,18.0,4.0,1,0,Uncategorized,"Action / Dexterity, Humor, Mature / Adult",,"Game: Twister, Players: Two Player Only Games",1987,8.0
Three Musketeers,Add a Brief Description,Haar Hoolim,,"Dover Publications, dtv (Deutscher Taschenbuch Verlag), The Game Crafter, LLC, Hugendubel Verlag + 4 more",2.0,2.0,10.0,10.0,10.0,,1.67,37,26,Abstract,Abstract Strategy,Point to Point Movement,"Authors: Alexandre Dumas, Books: The Three Musketeers, Category: Combinatorial, Components: 5 x 5 Grids, Digital Implementations: igGameCenter, Mechanism: Hunt, + 2 more",1969,5.9
Pingu på skattjakt,Add a Brief Description,(Uncredited),Jerker Eriksson,Användbart Litet Företag,2.0,4.0,10.0,15.0,12.5,4.0,1.0,10,5,Uncategorized,"Bluffing, Children's Game, Memory","Dice Rolling, Memory",Animals: Penguins,2005,3.7
,Add a Brief Description,(Uncredited),,Cook Communications Ministries,2.0,6.0,45.0,45.0,45.0,10.0,,2,1,Uncategorized,"Religious, Trivia",Pattern Building,"Religious: The Bible, Traditional Games: Categories / Guggenheim",,2.0
Bible Charades,Add a Brief Description,(Uncredited),,Cook Communications Ministries,2.0,4.0,45.0,45.0,45.0,10.0,1.0,9,5,Uncategorized,Religious,Acting,Traditional Games: Charades,2000,5.4
,Add a Brief Description,(Uncredited),,Cook Communications Ministries,2.0,4.0,15.0,15.0,15.0,6.0,,2,2,Uncategorized,Religious,Roll / Spin and Move,,,2.3
"Zobmondo!! Would you rather...? Twisted, sick and wrong. Late night.",Add a Brief Description,Randall Horn,,Zobmondo!! Entertainment LLC,3.0,3.0,30.0,30.0,30.0,12.0,1.0,50,28,Uncategorized,Party Game,Voting,"Components: Sand Timers, Game: Would You Rather...?",2005,4.6
"Monkey, Ninja, Pirate, Robot Deluxe",Add a Brief Description,Chad Underkoffler,,Atomic Sock Monkey Press,2.0,8.0,30.0,30.0,30.0,8.0,1.0,5,2,Uncategorized,"Fighting, Humor, Pirates",Variable Player Powers,"Animals: Apes / Monkeys, Theme: Ninjas",2003,6.5
ZIN,Add a Brief Description,Frans Vrijmoed,,Vrijmoed B.V.,2.0,4.0,,,,10.0,,1,0,Uncategorized,Abstract Strategy,Tile Placement,Components: 7 x 7 Grids,1983,6.0
Bible Characters,Add a Brief Description,Nellie T. Magee,,Judson Press,2.0,8.0,30.0,30.0,30.0,5.0,,2,0,Uncategorized,"Card Game, Memory, Religious, Trivia","Acting, Memory",,1930,3.0
Up The ...... Corporation,Add a Brief Description,"Cindy Cook, Cheri Norgaard",,"Glass Ceiling Productions, LLC.",2.0,8.0,,,,12.0,,9,4,Uncategorized,"Card Game, Party Game","Events, Three Dimensional Movement",Components: 3-Dimensional (3D),2005,4.2
Riistavisa,Add a Brief Description,(Uncredited),,Datanikkari Oy,,,,,,,,2,1,Uncategorized,Trivia,Roll / Spin and Move,,2005,4.3
Le Secret de Grimbergen,Get your monks together in one room secretly in this lightly clue like game.,Sjaak Griffioen,,TFL Spellen,2.0,5.0,,,,18.0,1.5,17,6,Uncategorized,"Deduction, Medieval, Puzzle",Roll / Spin and Move,Food & Drink: Beer,2000,4.7
The Black Heritage Trivia Game,Add a Brief Description,(Uncredited),,"Geebee Marketing, Inc., Pressman Toy Corp.",2.0,4.0,,,,,,2,4,Uncategorized,"Educational, Trivia",,"Series: Black Heritage (Pressman), Theme: African Americans",1999,6.0
Friendzee: Close Connections Edition,Add a Brief Description,(Uncredited),(Uncredited),Group Publishing,2.0,10.0,,,,,,3,0,Uncategorized,"Educational, Party Game, Religious","Acting, Dice Rolling, Roll / Spin and Move, Storytelling",,2006,7.3
XIG 4E: Fire Pathway,"Use Earth, Water, Fire and Air to complete your elemental pathway first.","Tim Huesken, Tor Nawrot, Greg Scott",,GT² Fun & Games,2.0,4.0,60.0,60.0,60.0,,,8,6,Customizable,"Card Game, Collectible Components, Expansion for Base-game, Puzzle",Tile Placement,,2005,4.6
The Battle of the Bulge: Panzers in the Snow,Add a Brief Description,Yasushi Nakaguro,,"Kokusai-Tsushin Co., Ltd. (国際通信社), Sho-Kikaku",1.0,2.0,360.0,360.0,360.0,12.0,2.0,6,2,Wargames,"Wargame, World War II","Dice Rolling, Hexagon Grid","History: World War II (Battle of the Bulge), Series: SS (Sho-Kikaku)",1990,5.7
Mastergoal,Add a Brief Description,Alberto Bogliaccini,,Goalmind S.A.,2.0,2.0,30.0,30.0,30.0,9.0,2.75,33,12,Uncategorized,Sports,"Point to Point Movement, Simulation","Components: 11 x 13 Grids, Players: Two Player Only Games, Sports: Football / Soccer",1992,6.7
Dicecar,Add a Brief Description,(Uncredited),,Table Top Racing,2.0,20.0,120.0,120.0,120.0,,,1,2,Uncategorized,Racing,Dice Rolling,Sports: Auto Racing,1997,2.0
Family Guy Trivia Game,Add a Brief Description,(Uncredited),,Cardinal,2.0,10.0,60.0,60.0,60.0,13.0,1.0,44,14,Uncategorized,"Movies / TV / Radio theme, Trivia","Cooperative Game, Roll / Spin and Move",TV Shows: Family Guy,2005,4.1
Don't Touch That Dial,Add a Brief Description,Ted Torgerson,,(Web published),3.0,4.0,90.0,90.0,90.0,10.0,2.5,5,6,Uncategorized,"Economic, Movies / TV / Radio theme, Print & Play","Auction/Bidding, Hand Management","Components: Meeples (Blue), Components: Meeples (Green), Components: Meeples (Red), Components: Meeples (Yellow)",2006,6.3
Blue Moon City,Rebuild the city and call dragons to maximize your contribution to the tower.,Reiner Knizia,"Daren Bader, Scott Fischer, Nicolas Fructus, Lars Grant-West + 6 more","CMON Global Limited, KOSMOS + 9 more",2.0,4.0,30.0,50.0,40.0,14.0,2.29,8500,2500,"Family,  Strategy","City Building, Fantasy","Area Majority / Influence, Grid Movement, Hand Management, Modular Board, Set Collection","Creatures: Dragons, Digital Implementations: VASSAL, Game: Blue Moon",2006,7.0
,Add a Brief Description,(Uncredited),,Cook Communications Ministries,2.0,4.0,15.0,15.0,15.0,,1.0,1,1,Uncategorized,Religious,Set Collection,,,1.0
Kid's Bible Challenge,Add a Brief Description,(Uncredited),(Uncredited),Cook Communications Ministries,2.0,4.0,,,,6.0,,1,2,Uncategorized,"Religious, Trivia",Roll / Spin and Move,,2002,1.0
Family Derby,Add a Brief Description,(Uncredited),,Family Derby Game Co.,2.0,6.0,,,,10.0,,1,0,Uncategorized,"Racing, Sports","Betting and Bluffing, Point to Point Movement, Simulation",Sports: Horse Racing,1984,6.0
Vanished Planet: Racial Advantage Expansion,Add a Brief Description,"Samuel Blanchard, Craig Oliver",,Vanished Planet Games,1.0,6.0,60.0,60.0,60.0,8.0,2.3,68,47,Uncategorized,"Economic, Expansion for Base-game, Exploration, Print & Play, Science Fiction, Space Exploration",Cooperative Game,,2005,6.6
Augsburg 1520,Outbid your opponents to increase your wealth and social status.,Karsten Hartwig,Czarnè,"alea, Ravensburger, Rio Grande Games",2.0,5.0,25.0,75.0,50.0,12.0,2.67,1300,510,Strategy,"Economic, Medieval",Auction/Bidding,"Cities: Augsburg (Bavaria, Germany), Series: Alea Medium Box",2006,6.4
Anker auf!,Add a Brief Description,"Ingrid Bachman, Reimund Petersen",,DSV-Verlag GmbH,2.0,6.0,,,,10.0,,1,1,Uncategorized,"Dice, Racing, Sports",Roll / Spin and Move,Sports: Sailing,1991,5.0
Masterquiz,Add a Brief Description,(Uncredited),,Waddingtons,2.0,2.0,,,,,4.0,7,4,Uncategorized,Trivia,,Players: Two Player Only Games,1984,4.8
Math Magic 2,Add a Brief Description,Jimmy Yeoh,,Magic Gamewerks Sdn Bhd,2.0,4.0,60.0,60.0,60.0,9.0,,3,1,Uncategorized,"Educational, Math, Number",Tile Placement,Components: 14 x 14 Grids,2003,7.0
,Add a Brief Description,(Uncredited),,Carson-Dellosa Publishing,1.0,4.0,,,,3.0,,1,1,Uncategorized,"Animals, Children's Game, Memory","Memory, Set Collection",Animals: Elephants,,2.0
,Add a Brief Description,(Uncredited),,Positive Games Limited,1.0,4.0,45.0,45.0,45.0,,,2,1,Uncategorized,"Educational, Math","Chit-Pull System, Tile Placement",,,5.5
,Add a Brief Description,(Uncredited),,Carson-Dellosa Publishing,1.0,1.0,10.0,10.0,10.0,3.0,,2,0,Uncategorized,"Card Game, Children's Game, Deduction, Educational",Set Collection,Players: Games with Solitaire Rules,,3.5
Le Vol de l'Aigle,Double-blind multiplayer game of Napoleonic's battles between 1806-1809.,Didier Rouy,,Pratzen Editions,3.0,10.0,600.0,600.0,600.0,12.0,2.92,47,23,Wargames,"Napoleonic, Wargame","Dice Rolling, Paper-and-Pencil, Secret Unit Deployment, Simulation, Simultaneous Action Selection",Series: Le Vol de l'Aigle (Pratzen Editions),2005,7.7
Double Tangoes,Add a Brief Description,(Uncredited),,Rex Games,1.0,2.0,30.0,30.0,30.0,,,10,3,Uncategorized,"Puzzle, Real-time",Pattern Building,"Components: Tangrams, Game: Tangoes",2001,5.5
Magna Force,Add a Brief Description,Akoka Nissim,,"Discovery Toys, Kod Kod, Regev Games",2.0,4.0,15.0,15.0,15.0,4.0,1.0,14,7,Uncategorized,"Action / Dexterity, Children's Game",Stacking and Balancing,Components: 3-Dimensional (3D),1999,4.6
Pitwits,Add a Brief Description,Roger Heyworth,,Gibsons,3.0,6.0,45.0,45.0,45.0,12.0,,6,2,Uncategorized,"Party Game, Trivia, Word Game",,,1990,6.0
Kampen om Rai,Add a Brief Description,Matthijs Holter,,Damm / Egmont,2.0,2.0,60.0,60.0,60.0,9.0,2.0,4,1,Wargames,"Fantasy, Novel-based, Wargame","Dice Rolling, Modular Board, Secret Unit Deployment",Players: Two Player Only Games,2005,5.8
Leonardo da Vinci,Add a Brief Description,"Acchittocca, Flaminia Brasini, Virginio Gigli, Stefano Luperto, Antonio Tinto","Stefano de Fazi, Mike Doyle (I)",DV Games + 5 more,2.0,5.0,90.0,90.0,90.0,12.0,3.18,3400,1300,Strategy,"Industry / Manufacturing, Renaissance","Area Majority / Influence, Auction/Bidding, Contracts, Hand Management, Worker Placement","Cities: Florence (Tuscany, Italy), Components: Wooden pieces & boards, Country: Italy, Historical Figures: Leonardo da Vinci, Occupation: Engineer, Occupation: Researcher / Scientist, + 3 more",2006,6.7
