name,description,designer,artist,publisher,min_players,max_players,min_playtime,max_playtime,playing_time,min_age,complexity_rating,user_ratings,user_comments,type,category,mechanism,family,year,average_rating
¡Adiós Calavera!: The Three Player Expansion,Add a Brief Description,Martin Schlegel,Christian Opperer,Mücke Spiele,3.0,3.0,30.0,60.0,45.0,8.0,,5,3,Uncategorized,"Abstract Strategy, Expansion for Base-game","Action Queue, Point to Point Movement",Players: Expansions Changing Player Count,2018,8.1
Agents of Mayhem: Firing Squad,Add a Brief Description,Gunter Eickert,Jarek Nocoń,"Academy Games, Inc.",1.0,6.0,,,,,,12,7,Uncategorized,"Expansion for Base-game, Miniatures, Video Game Theme","Action Points, Variable Player Powers",Crowdfunding: Kickstarter,2019,7.0
,Add a Brief Description,Gunter Eickert,Jarek Nocoń,"Academy Games, Inc.",1.0,6.0,,,,,4.0,3,4,Uncategorized,"Expansion for Base-game, Video Game Theme",Cooperative Game,"Players: Expansions Adding Cooperative Play, Players: Expansions Adding Solo Play, Players: Expansions Changing Player Count",,4.0
Compendium: The Overlord – Tome III (fan expansion for Mythic Battles: Pantheon),Add a Brief Description,,,Monolith Board Games,2.0,4.0,,,,,,29,7,Uncategorized,"Adventure, Expansion for Base-game, Fan Expansion, Fantasy, Fighting, Novel-based","Action Points, Area Movement, Dice Rolling, Player Elimination, Team-Based Game, + 2 more",,2018,7.9
,Add a Brief Description,Miguel Ribeiro (I),,(Self-Published),2.0,4.0,30.0,100.0,65.0,10.0,3.0,4,1,Uncategorized,"Fantasy, Medieval, Wargame","Area Majority / Influence, Area Movement, Dice Rolling",Admin: Upcoming Releases,,8.0
Galaxies,Add a Brief Description,Maxime Tardif,,Sphere Games,2.0,4.0,15.0,30.0,22.5,8.0,,10,4,Uncategorized,"Abstract Strategy, Exploration, Space Exploration","Pattern Building, Set Collection, Tile Placement",,2019,7.3
Narabi,"Put cards in order from 0-8, but beware each card comes with a hidden rule.",Daniel Fehr,Konstantin Zheludev,Lifestyle Boardgames Ltd + 8 more,3.0,5.0,15.0,15.0,15.0,10.0,1.29,431,117,Uncategorized,"Card Game, Deduction","Communication Limits, Cooperative Game, Pattern Building",Digital Implementations: Board Game Arena,2018,6.0
Picnic,Add a Brief Description,Martin Nedergaard Andersen,Marc Mones,Devir,2.0,6.0,15.0,15.0,15.0,8.0,1.0,96,24,Uncategorized,"Card Game, Party Game, Real-time",Pattern Recognition,,2018,5.3
INSURED,Add a Brief Description,Roger Elias,Roger Elias,RES Design,3.0,8.0,20.0,60.0,40.0,10.0,1.5,23,15,Uncategorized,"Math, Science Fiction","Memory, Player Elimination, Push Your Luck, Take That, Variable Player Powers",Crowdfunding: Kickstarter,2018,7.9
Dogs & Homes,Add a Brief Description,Beatrix Bohony,Beatrix Bohony,Marbushka,2.0,4.0,20.0,20.0,20.0,5.0,,7,1,Uncategorized,"Animals, Children's Game, Memory",Memory,Animals: Dogs,2018,7.4
El Tesorero,Add a Brief Description,Guantini Manoplof,Miguel Rejas,Crazy Pawn Games,2.0,5.0,15.0,30.0,22.5,14.0,,16,3,Uncategorized,"Card Game, Humor, Political",Set Collection,"Country: Spain, Theme: Spanish Political Games",2018,6.9
Agents of Mayhem: Johnny Gat is Back,Add a Brief Description,Gunter Eickert,Jarek Nocoń,"Academy Games, Inc.",1.0,6.0,,,,,,9,2,Uncategorized,"Expansion for Base-game, Miniatures, Video Game Theme",Variable Player Powers,,2018,7.5
Pocket Ops: The Hypnotist,Add a Brief Description,Brandon Beran,Josh Cappel,Grand Gamers Guild,2.0,2.0,20.0,20.0,20.0,8.0,,3,3,Uncategorized,"Abstract Strategy, Deduction, Expansion for Base-game, Spies/Secret Agents",Pattern Building,Players: Two Player Only Games,2018,8.5
Menara: The Golden Columns of Menara,A pair of golden columns appear to either save or doom your reconstruction.,Oliver Richtberg,Sébastien Caiveau,Zoch Verlag,1.0,4.0,10.0,60.0,35.0,8.0,,29,10,Uncategorized,"Expansion for Base-game, + 2 more","Cooperative Game, Pattern Building","Components: 3-Dimensional (3D), Mechanism: Tower Stacking",2018,7.3
Cards Against Humanity: Gen Con 2018 Pack,Add a Brief Description,,,Cards Against Humanity LLC,4.0,30.0,30.0,30.0,30.0,17.0,,9,2,Uncategorized,"Expansion for Base-game, + 2 more","Hand Management, Simultaneous Action Selection",Game: Cards Against Humanity (Official),2018,5.0
LFG Storytime with Dick,Add a Brief Description,"Ryan Costello, Jr.",,Blind Ferret Entertainment,2.0,8.0,30.0,30.0,30.0,13.0,,2,2,Uncategorized,"Comic Book / Strip, Party Game, Word Game","Dice Rolling, Hand Management, Push Your Luck, Storytelling",,2018,4.5
Sound Jack!,Add a Brief Description,,,HUCH!,2.0,5.0,,,,8.0,,11,6,Uncategorized,Trivia,,Components: Sound games,2018,6.8
Power Surge: Cyber Security Academy – The Card Game,Add a Brief Description,Aleksandar Saranac,Maja Majkic,(Web published),1.0,2.0,15.0,30.0,22.5,14.0,2.5,12,9,Uncategorized,"Card Game, Print & Play, Spies/Secret Agents","Cooperative Game, Deck, Bag, and Pool Building",Contests: Solitaire Print & Play,2018,8.0
Monopoly: My National Parks Edition,A customizable game of Monopoly with a US National Parks theme.,,,The Op,2.0,6.0,60.0,180.0,120.0,8.0,1.0,6,1,Uncategorized,"Economic, Negotiation","Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading",Theme: US National Parks,2008,5.5
3x8,Add a Brief Description,"Christian Fiore, Knut Happel",Fiore GmbH,AMIGO,2.0,4.0,30.0,30.0,30.0,8.0,1.2,107,26,Family,Card Game,Pattern Building,,2018,5.8
X-Code,Defeat the hackers by passing cards before the time runs out!,Kasper Lapp,Barbara Spelger,AMIGO,2.0,8.0,15.0,15.0,15.0,10.0,1.0,193,66,Uncategorized,"Card Game, Real-time, Science Fiction","Cooperative Game, Hand Management, Real-Time, Set Collection",,2018,6.2
Storiez,Add a Brief Description,Jürgen Heel,Jan Bintakis,"999 Games, AMIGO",2.0,5.0,15.0,15.0,15.0,8.0,,35,9,Uncategorized,Card Game,"Cooperative Game, Memory, Storytelling",Components: Sand Timers,2018,6.1
GKR: Heavy Hitters – Sweet & Salty Factions Expansion,Add a Brief Description,"Matt Hyra, Shem Phillips","Leri Greer, Christian Pearce, Paul M Tobin","Cryptozoic Entertainment, Weta Workshop",1.0,4.0,60.0,120.0,90.0,12.0,3.0,72,15,Uncategorized,"Expansion for Base-game, Miniatures, Modern Warfare, Science Fiction, Wargame","Action Queue, Area Majority / Influence, Deck, Bag, and Pool Building, Grid Movement, Hand Management, Take That",,2018,8.2
Tales & Games: Lost in the Woods,Get out of the forest before the ogre gets you!,"Bruno Faidutti, Anja Wrede",Frédéric Pillot,"Asmodee, Purple Brain Creations",2.0,5.0,20.0,20.0,20.0,6.0,1.0,47,14,Uncategorized,"Children's Game, Fantasy","Memory, Pattern Recognition","Containers: Book-like, Creatures: Monsters, Series: Tales & Games (Purple Brain Creations), Theme: Trees and Forests",2018,6.2
Karate Tomate,Enter an extraordinary culinary martial arts tournament.,Reiner Knizia,"Paul Balykin, Dominik Hüfner",AMIGO,3.0,10.0,20.0,20.0,20.0,8.0,1.25,196,56,Family,"Card Game, Humor",Set Collection,,2018,6.2
Götterdämmerung,Add a Brief Description,"Dr. Hans Joachim Höh, Christof Schilling",Paul Balykin,AMIGO,7.0,15.0,45.0,45.0,45.0,12.0,1.8,88,25,Uncategorized,"Card Game, Deduction, Dice","Variable Player Powers, Voting",,2018,6.7
Lifestyle,Add a Brief Description,,Aki Röll,AMIGO,2.0,5.0,45.0,45.0,45.0,10.0,1.0,70,15,Uncategorized,Card Game,,,2018,5.6
BiberClan,Add a Brief Description,Jörg von Rüden,Björn Pertoft,"999 Games, Albi, AMIGO",2.0,6.0,20.0,20.0,20.0,7.0,1.0,155,24,Uncategorized,Card Game,Set Collection,Animals: Beavers,2018,6.1
Passing Through Petra,Merchants race to gain influence by timing traders and the settlements they create.,J. Alex Kevern,Janos Orban,Renegade Game Studios,2.0,4.0,60.0,60.0,60.0,14.0,2.64,548,159,Uncategorized,"Ancient, Economic","Open Drafting, Resource to Move, Set Collection, Worker Placement","Country: Jordan, Theme: Deserts",2018,6.7
Speed Cups⁶,Add a Brief Description,Haim Shafir,"Yaniv Shimoni, Barbara Spelger","AMIGO, Mercurio, SuperHeated Neurons",2.0,6.0,15.0,15.0,15.0,6.0,1.0,105,18,Uncategorized,Action / Dexterity,,,2018,6.4
Maiden's Quest: Unicorn Savior Promo Card,Add a Brief Description,"Kenneth C. Shannon, III",,WizKids (I),1.0,5.0,10.0,30.0,20.0,14.0,,9,15,Uncategorized,"Card Game, Expansion for Base-game, Fantasy, Medieval",Hand Management,,2018,7.2
GoodCritters: Royal Dice Promo Card,Add a Brief Description,Fabian Zimmermann,,"Arcane Wonders, sternenschimmermeer",4.0,8.0,30.0,45.0,37.5,12.0,,14,9,Uncategorized,"Bluffing, Expansion for Base-game, Negotiation","Simultaneous Action Selection, Voting","Series: Dice Tower Essentials, Theme: Anthropomorphic Animals",2018,7.4
Batman: The Animated Series – Gotham City Under Siege: Devious Plot Promo Card,Add a Brief Description,"Michael Guigliano, Richard Launius",,IDW Games,1.0,5.0,45.0,60.0,52.5,14.0,,3,1,Uncategorized,"Comic Book / Strip, Dice, Expansion for Base-game, Fighting, Miniatures, Movies / TV / Radio theme","Cooperative Game, Dice Rolling, Hand Management, Point to Point Movement, Variable Player Powers","Comic Books: Batman, Comic Books: DC Universe, Components: Miniatures, Theme: Superheroes, TV Shows: Batman – The Animated Series",2018,8.7
Folklore: The Affliction – Shield-Maiden Promo Card,Add a Brief Description,,,Greenbrier Games,1.0,5.0,90.0,120.0,105.0,14.0,,19,8,Uncategorized,"Adventure, Expansion for Base-game, Horror, Miniatures","Action Points, Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Variable Player Powers","Game: Folklore – The Affliction, Promotional: Promo Cards",2018,7.3
Folklore: The Affliction – Acrobat Promo Card,Add a Brief Description,,,Greenbrier Games,1.0,5.0,90.0,120.0,105.0,14.0,,17,9,Uncategorized,"Adventure, Expansion for Base-game, Horror, Miniatures","Action Points, Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Variable Player Powers","Game: Folklore – The Affliction, Promotional: Promo Cards",2018,7.1
Folklore: The Affliction – Huntress Promo Card,Add a Brief Description,,,Greenbrier Games,1.0,5.0,90.0,120.0,105.0,14.0,,17,11,Uncategorized,"Adventure, Expansion for Base-game, Horror, Miniatures","Action Points, Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Variable Player Powers","Game: Folklore – The Affliction, Promotional: Promo Cards",2018,7.4
Folklore: The Affliction – Soothsayer Promo Card,Add a Brief Description,,,Greenbrier Games,1.0,5.0,90.0,120.0,105.0,14.0,,16,10,Uncategorized,"Adventure, Expansion for Base-game, Horror, Miniatures","Action Points, Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Variable Player Powers","Game: Folklore – The Affliction, Promotional: Promo Cards",2018,7.5
The Towers of Arkhanos,Add a Brief Description,"Daniel Alves, Eurico Cunha Neto","Marcelo Bastos, Eduardo Cavalcante, Rodrigo Ramos",Creative Games Studio LLC + 2 more,2.0,4.0,20.0,30.0,25.0,14.0,1.44,693,197,Uncategorized,"Dice, Fantasy","Area Majority / Influence, Dice Rolling, Open Drafting, Worker Placement","Components: 3-Dimensional (3D), Crowdfunding: Kickstarter, Mechanism: Dice Drafting, Players: Games with expansions that add solo play",2019,6.7
Rally 'Round the Flag: Battles of Perryville and Stones River,Add a Brief Description,Sean Chick,Shayne Logan,Compass Games,1.0,2.0,60.0,240.0,150.0,,2.75,11,19,Wargames,"American Civil War, Civil War, Post-Napoleonic, Wargame","Action Points, Dice Rolling, Grid Movement, Hexagon Grid, Simulation","Cities: Murfreesboro (TN, USA), Country: USA, Magazine: Paper Wars, Players: Two Player Only Games, Players: Wargames with Rules Supporting Only Two…, Series: Rally 'Round the Flag! (Sean Chick)",2021,7.2
Igen?,Add a Brief Description,Győri Zoltán Gábor,"Domonkos Bence, Miklós Tuska",Gém Klub Kft.,2.0,6.0,30.0,60.0,45.0,9.0,1.0,257,38,Uncategorized,Party Game,Voting,,2018,6.2
Trappist One,Add a Brief Description,Óscar Arévalo,"Víctor Pérez Corbella, Jaime González García",Gen-X Games,2.0,4.0,45.0,60.0,52.5,12.0,2.88,66,19,Uncategorized,"Card Game, Science Fiction, Space Exploration","Hand Management, Open Drafting, Set Collection",,2018,6.4
Brook City: Waybright & Salinas Promo Card,Add a Brief Description,"Brady Sadler, Adam Sadler",,Blacklist Games,1.0,4.0,45.0,120.0,82.5,13.0,,2,6,Uncategorized,"Adventure, Expansion for Base-game, Miniatures, Murder/Mystery","Cooperative Game, Dice Rolling, Variable Player Powers","Crowdfunding: Kickstarter, Promotional: Man vs. Meeple, Season 2, Promotional: Promo Cards",2018,6.0
Vikings Gone Wild: Masters of Elements – Man vs Meeple Promo Card,Add a Brief Description,Julien Vergonjeanne,,Lucky Duck Games,2.0,4.0,45.0,90.0,67.5,10.0,,2,3,Uncategorized,"Card Game, City Building, Expansion for Base-game, Fantasy, Humor, + 3 more","Deck, Bag, and Pool Building, Hand Management","Admin: Better Description Needed!, Crowdfunding: Kickstarter, Promotional: Man vs. Meeple, Promotional: Man vs. Meeple, Season 2",2018,7.5
Monster Lands: Jerdav Promo Card,Add a Brief Description,"Víctor Fernández, Gorka Mata, Sergi Solé Pascual, Daniel Schloesser",Enrique Fernández Peláez,Second Gate Games,1.0,4.0,60.0,120.0,90.0,12.0,,13,9,Uncategorized,"Adventure, Card Game, Dice, Expansion for Base-game, Fantasy, Fighting","Dice Rolling, Worker Placement","Crowdfunding: Kickstarter, Promotional: Man vs. Meeple, Season 2",2018,7.1
Don't Mess with Cthulhu: Double Agent,Add a Brief Description,佐藤 雄介 (Yusuke Sato),,Indie Boards & Cards,4.0,6.0,1.0,30.0,15.5,10.0,,3,5,Uncategorized,"Bluffing, Card Game, Deduction, Expansion for Base-game, Horror, + 2 more",Team-Based Game,"Crowdfunding: Kickstarter, Promotional: Man vs. Meeple, Season 2, Theme: Cthulhu Mythos",2018,7.3
Too Many Bones: Drakkenbright Duo,Add a Brief Description,,,Chip Theory Games,1.0,4.0,60.0,120.0,90.0,12.0,,42,18,Uncategorized,"Adventure, Dice, Expansion for Base-game, Fantasy","Cooperative Game, Deck, Bag, and Pool Building, Dice Rolling, Hand Management, Role Playing, Variable Player Powers","Admin: Better Description Needed!, Crowdfunding: Kickstarter, Game: Too Many Bones, Promotional: Man vs. Meeple, Season 2",2018,8.0
Ruthless: Sextant Promo Card,Add a Brief Description,Roland MacDonald,Roland MacDonald,Board Game Circus,2.0,4.0,40.0,60.0,50.0,10.0,,4,4,Uncategorized,"Card Game, Expansion for Base-game, Pirates","Deck, Bag, and Pool Building, Hand Management, Open Drafting, Set Collection",,2018,8.3
Ruthless: Meerjungfrauenhorn Promo Card,Add a Brief Description,Roland MacDonald,Roland MacDonald,Board Game Circus,2.0,4.0,40.0,60.0,50.0,10.0,,4,2,Uncategorized,"Card Game, Expansion for Base-game, Pirates","Deck, Bag, and Pool Building, Hand Management, Open Drafting, Set Collection",,2018,7.8
The Metagame: Deep Cuts Booster Pack,Add a Brief Description,,,"Buffalo Games, Local No. 12",2.0,50.0,10.0,10.0,10.0,17.0,,2,1,Uncategorized,"Card Game, Expansion for Base-game, Party Game",,Crowdfunding: Kickstarter,2018,7.5
Deadpool vs The World: Mini,Add a Brief Description,Casey Sershon,,The Op,3.0,5.0,,,,17.0,,6,11,Uncategorized,"Card Game, Humor, Party Game",Voting,Comic Books: Marvel Universe,2018,4.7
Murder at Devil Pines,Paranormal Investigators scheme to prevent the monsters release!,Zzarchov Kowolski,Alex Mayo,NeoClassical Games,3.0,4.0,20.0,20.0,20.0,10.0,1.5,4,0,Uncategorized,"Bluffing, Deduction, Memory","Dice Rolling, Memory, Player Elimination",Crowdfunding: Kickstarter,2018,5.3
Siege Pong: The Party Game for Gamers,Add a Brief Description,Woodruff Boero,Samuel Chen,(Self-Published),2.0,6.0,15.0,45.0,30.0,18.0,,4,1,Uncategorized,"Abstract Strategy, Action / Dexterity, Fantasy, Medieval, Party Game","Action Queue, Area Movement, Cooperative Game, Deck, Bag, and Pool Building, Take That","Admin: Upcoming Releases, Crowdfunding: Kickstarter",2018,7.1
,Add a Brief Description,,,Galt Toys,2.0,5.0,2.0,5.0,3.5,4.0,,1,0,Uncategorized,Children's Game,,,,10.0
Turncoat,Add a Brief Description,Scott Huntington,,(Web published),2.0,4.0,,,,,,1,0,Uncategorized,"Bluffing, Card Game, Deduction, Party Game, Spies/Secret Agents",Simultaneous Action Selection,Game: Werewolf / Mafia,2013,7.0
Between Two Castles of Mad King Ludwig,Help your 2 neighboring players build the wackiest—but highest scoring—castles.,"Matthew O'Malley, Ben Rosset","Laura Bevon, Agnieszka Dabrowiecka, Bartłomiej Kordowski + 1 more",Stonemaier Games + 11 more,2.0,7.0,45.0,60.0,52.5,10.0,2.18,6200,1100,"Family,  Strategy","Negotiation, Post-Napoleonic","Highest-Lowest Scoring, Neighbor Scope, Open Drafting, Set Collection, Simultaneous Action Selection, + 3 more","Components: Game Trayz Inside, Digital Implementations: Steam, Digital Implementations: Tabletopia, Game: Between Two Castles of Mad King Ludwig, Game: Castles of Mad King Ludwig, Theme: Construction",2018,7.2
Dice Forge: Rebellion,Adventure in the Labyrinth of the Goddess or vie for power in Revolt of the Titans.,Régis Bonnessée,Biboun,Libellud + 2 more,2.0,4.0,40.0,40.0,40.0,10.0,2.48,1500,335,Uncategorized,"Ancient, Dice, Expansion for Base-game, Fantasy","Deck, Bag, and Pool Building, Dice Rolling, Open Drafting","Digital Implementations: Board Game Arena, Game: Dice Forge",2019,7.6
Majolica,Add a Brief Description,Yu Wang,Quinn Wu,Blue Magpie Games,1.0,4.0,40.0,40.0,40.0,10.0,2.83,419,103,"Abstract,  Family",Abstract Strategy,Pattern Building,"Components: Game Trayz Inside, Crowdfunding: Zeczec",2018,6.9
District 9: The Boardgame,Claim more tech than your opponent fractions while the events of the movie unfold.,"Chris Cervantes, Adam Poirier, Rob Stoddard","Leri Greer, Gary Hunt, Christian Pearce",Weta Workshop,2.0,4.0,90.0,180.0,135.0,10.0,3.0,63,39,Uncategorized,"Miniatures, Movies / TV / Radio theme, Science Fiction","Action Points, Area Movement, Campaign / Battle Card Driven, Hand Management, Modular Board, + 2 more","Components: Miniatures, Creatures: Aliens / Extraterrestrials, Crowdfunding: Kickstarter",2021,7.1
Voyage Home: An Odyssey,Add a Brief Description,Matt R Armstrong,"Miki Montllo, Brad Sanders",Manticore Entertainment Pty Ltd,2.0,6.0,60.0,150.0,105.0,10.0,3.0,14,9,Uncategorized,"Adventure, Mythology","Dice Rolling, Grid Movement, Open Drafting, Player Elimination","Admin: Upcoming Releases, Crowdfunding: Kickstarter, Mythology: Greek",2019,6.9
Gizmos: Lost Designs Promo Set,Add a Brief Description,Phil Walker-Harding,"Hannah Cardoso, Júlia Ferrari, Giovanna BC Guimarães, Mathieu Harlaut, Saeed Jalabi","BoardM Factory, CMON Global Limited",2.0,4.0,40.0,50.0,45.0,14.0,2.0,51,25,Uncategorized,"Card Game, Expansion for Base-game, Science Fiction",Open Drafting,"Game: Gizmos, Mechanism: Tableau Building",2018,7.3
Rick and Morty: Mix-up,Add a Brief Description,Óscar Arévalo,,Crazy Pawn Games,2.0,4.0,45.0,70.0,57.5,16.0,2.5,22,3,Uncategorized,"Adventure, Mature / Adult, Movies / TV / Radio theme, Science Fiction","Area Movement, Modular Board, Pick-up and Deliver, Set Collection, Take That",TV Shows: Rick and Morty,2018,7.0
