name,description,designer,artist,publisher,min_players,max_players,min_playtime,max_playtime,playing_time,min_age,complexity_rating,user_ratings,user_comments,type,category,mechanism,family,year,average_rating
Wings of Lightning,Add a Brief Description,E. Nate Kurth,,(Web published),1.0,1.0,4.0,4.0,4.0,12.0,2.5,6,13,Uncategorized,"Adventure, Book, Card Game, Fantasy, Print & Play","Push Your Luck, Variable Player Powers",Contests: Solitaire Print & Play,2012,6.5
Weapons of Zombie Destruction,Program your robot to be the best zombie-killing machine!,Stone Librande,,(Self-Published),2.0,4.0,60.0,60.0,60.0,,,2,3,Uncategorized,"Print & Play, Zombies","Deck, Bag, and Pool Building, Grid Movement, Simultaneous Action Selection, Variable Player Powers",,2008,7.5
Kumbu: Dubbelzijdig Kaartspel,Add a Brief Description,"Kees Meis, Dennis Merkx","Kees Meis, Dennis Merkx",Rielekst,2.0,8.0,10.0,10.0,10.0,5.0,1.2,38,18,Uncategorized,"Animals, Bluffing, Card Game, Memory",Memory,,2012,6.1
Poolette,Add a Brief Description,,,Sphinx,2.0,4.0,,,,,,2,1,Uncategorized,"Card Game, Sports","Hand Management, Set Collection",Sports: Football / Soccer,1935,3.5
Memory Challenge: Book Lovers Edition,Add a Brief Description,(Uncredited),(Uncredited),The Op,1.0,1.0,60.0,60.0,60.0,8.0,,5,5,Uncategorized,"Card Game, Educational, Memory","Memory, Variable Player Powers","Series: Memory Challenge (The Op), Theme: Books / Libraries",2012,6.0
Plantit,A game for Garden Lovers.,,,Geographia Ltd.,2.0,4.0,60.0,60.0,60.0,8.0,,1,0,Uncategorized,,"Dice Rolling, Set Collection",,1940,5.0
Allo... la France: Le Grand Jeu du Tėlėphone,Add a Brief Description,(Uncredited),,"Tandem Productions, Inc.",3.0,6.0,,,,8.0,,3,0,Uncategorized,"Card Game, Deduction, Number",,Country: France,1986,5.2
,Add a Brief Description,Victor Nguyen Johannesen,,(Self-Published),2.0,5.0,10.0,10.0,10.0,6.0,,1,0,Uncategorized,"Action / Dexterity, Children's Game, Party Game",,,,6.0
Monopoly: Krefeld,Add a Brief Description,,,Winning Moves Germany,2.0,8.0,60.0,60.0,60.0,10.0,,2,0,Uncategorized,"Economic, Negotiation","Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading","Country: Germany, Game: Monopoly (Official), Series: Monopoly-Like",2010,6.0
Monopoly: Wuppertal,Add a Brief Description,,,Winning Moves Germany,2.0,8.0,60.0,60.0,60.0,10.0,,2,0,Uncategorized,"Economic, Negotiation","Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading","Cities: Wuppertal (North Rhine-Westphalia,…, Country: Germany, Game: Monopoly (Official), Series: Monopoly-Like",2008,6.0
Monopoly: Franken,"The game of Monopoly set in the region of Franconia, Germany.",,,Winning Moves Germany,2.0,8.0,60.0,60.0,60.0,10.0,,3,1,Uncategorized,"Economic, Negotiation","Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading","Country: Germany, Region: Franconia (Germany), Series: Monopoly-Like",2011,6.0
Invasion of the Saucer People,Add a Brief Description,Lester Smith,,Popcorn Press,2.0,4.0,30.0,30.0,30.0,10.0,2.0,7,5,Uncategorized,"Card Game, Horror, Science Fiction","Cooperative Game, Hand Management",Creatures: Aliens / Extraterrestrials,2012,5.9
Vorpals,Add a Brief Description,Masato Uesugi,長谷川 登鯉 (Tori Hasegawa),"(Self-Published), I Was Game",2.0,5.0,30.0,30.0,30.0,12.0,2.0,76,17,Uncategorized,"Card Game, Fantasy","Hand Management, Open Drafting",,2010,7.1
Warhammer: The Game of Fantasy Battles (8th Edition),Add a Brief Description,"Alessio Cavatore, Robin Cruddace, Graham Davey, Andy Hoare + 5 more","John Blanche, Alex Boyd, Kevin Chin, Paul Dainton + 4 more",Games Workshop Ltd.,2.0,2.0,180.0,360.0,270.0,12.0,4.38,449,63,Wargames,"Book, Fantasy, Miniatures, Wargame","Dice Rolling, Modular Board, Variable Player Powers","Players: Two Player Only Games, Setting: Warhammer Fantasy Wargames",2010,7.4
Mighty Morphin Power Rangers: Finister Trivia Game,Add a Brief Description,Elliott Monroe,,Warrior Games,2.0,6.0,20.0,20.0,20.0,8.0,1.0,2,2,Uncategorized,"Movies / TV / Radio theme, Trivia",Memory,TV Shows: Power Rangers,2012,9.5
Shark Attacks!,Attract swimmers to your beach. But when the shark attacks: get them out ASAP!,Henning Poehl,Michael Holtschulte,"Sphinx Spieleverlag, Swan Panasia Co., Ltd.",2.0,6.0,20.0,20.0,20.0,10.0,1.0,127,30,Uncategorized,"Animals, Dice","Dice Rolling, Push Your Luck, Re-rolling and Locking","Animals: Sharks, Components: Dice with Icons, Theme: Beaches",2012,6.1
PAX: Nocturnus,Add a Brief Description,Bernd Eisenstein,Klemens Franz,Irongames,1.0,4.0,45.0,45.0,45.0,10.0,2.33,61,38,Uncategorized,"Ancient, Card Game, Expansion for Base-game","Area Majority / Influence, Hand Management, Open Drafting, Set Collection",Ancient: Rome,2012,7.2
Pergamemnon: Antebellum,Add a Brief Description,Bernd Eisenstein,Matthias Catrein,Irongames,2.0,7.0,60.0,60.0,60.0,12.0,2.0,30,18,Uncategorized,"Ancient, Expansion for Base-game, Fantasy, Fighting, Mythology","Deck, Bag, and Pool Building, Hand Management, Open Drafting, Variable Player Powers",Country: Greece,2012,6.2
Sons of the Great Elephant: The Anglo-Zulu War of 1879,Add a Brief Description,Lionel Liron,Lionel Liron,"(Looking for a publisher), White Dog Games",1.0,1.0,120.0,120.0,120.0,,,1,1,Wargames,"Post-Napoleonic, Wargame","Chit-Pull System, Point to Point Movement, Solo / Solitaire Game","History: Anglo-Zulu War, Players: Games with Solitaire Rules, Players: Wargames with Solitaire Rules",2013,10.0
,Add a Brief Description,Stephen Avery,Stephen Avery,(Looking for a publisher),2.0,4.0,30.0,30.0,30.0,12.0,1.0,16,9,Uncategorized,"Action / Dexterity, American West",,Admin: Unreleased Games,,7.8
The Church Game,Add a Brief Description,,,The Mothers' Union,3.0,3.0,,,,,,1,1,Uncategorized,"Card Game, Religious",Set Collection,,1930,4.0
Rombalette Tischkegelspiel,Add a Brief Description,,,"Otto Fischer, Vauen",1.0,1.0,30.0,30.0,30.0,6.0,,3,2,Uncategorized,"Action / Dexterity, Sports",,Sports: Bowling,1910,5.8
Lost Reich,Add a Brief Description,Tom Tullis,,"(Web published), Fat Dragon Games",2.0,2.0,,,,,,2,4,Uncategorized,"Miniatures, Print & Play, Science Fiction, Wargame",Dice Rolling,Crowdfunding: Kickstarter,2012,5.5
Stawvs,Collect colorful sets and claim the most territory in this beautiful abstract.,Russ Williams,,(Web published),2.0,4.0,25.0,25.0,25.0,8.0,,4,3,Uncategorized,Abstract Strategy,"Enclosure, Grid Movement, Set Collection","Category: Combinatorial, Components: 8 x 8 Grids, Components: Looney Pyramid Games",2011,6.9
Planet Pioneer,Add a Brief Description,,,"The Game Crafter, LLC",2.0,4.0,20.0,20.0,20.0,,,1,2,Uncategorized,"Card Game, Space Exploration, Territory Building","Enclosure, Open Drafting, Tile Placement",Crowdfunding: Kickstarter,2012,7.5
,Add a Brief Description,Michael Andresakis,"Vitaly S. Alexius, Pete Amachree, Michael Andresakis, Bastien Grivet + 13 more",(Looking for a publisher),2.0,4.0,30.0,30.0,30.0,12.0,2.0,4,9,Uncategorized,"Card Game, Deduction, Horror, Memory, Miniatures, Print & Play",,"Admin: Unreleased Games, Crowdfunding: Kickstarter, Crowdfunding: Spieleschmiede",,7.0
"3, 2, 1... START!",Add a Brief Description,Adam Kałuża,,Egmont Polska,2.0,5.0,20.0,20.0,20.0,8.0,2.5,19,5,Uncategorized,"Educational, Math, Racing, Sports","Hand Management, Modular Board",Sports: Auto Racing,2012,5.8
Clue,"Catch the culprit of a crime by identifying who did it, with what, and where.",Patrick Otley,(Uncredited),"Hasbro, Parker Spiele",2.0,6.0,40.0,40.0,40.0,8.0,1.45,2900,426,Family,"Bluffing, Deduction, Murder/Mystery","Dice Rolling, Roll / Spin and Move","Digital Implementations: Steam, Game: Cluedo / Clue (Parker Brothers, et al)",2012,5.9
Like: The Social Game,Add a Brief Description,"Marco Almini, Michele Pierangeli",Francesco Trivella,Cranio Creations,3.0,8.0,30.0,30.0,30.0,10.0,1.67,63,31,"Family,  Party","Card Game, Fighting, Humor, Negotiation, Party Game","Hand Management, Team-Based Game, Variable Player Powers",,2012,5.6
10 Tage durch Deutschland,Add a Brief Description,"Alan R. Moon, Aaron Weissblum",,Ravensburger,2.0,4.0,30.0,30.0,30.0,8.0,1.5,33,9,Uncategorized,"Educational, Exploration, Travel","Hand Management, Set Collection","Country: Germany, Series: 10 Days in ...",2012,6.3
Star Wars Labyrinth,Lead your spaceship and Darth Vader through tangled space to the right people to win!,Max J. Kobbert,"Kinetic, Martin Knoorp",Ravensburger,2.0,4.0,30.0,30.0,30.0,7.0,1.13,184,44,Uncategorized,"Maze, Movies / TV / Radio theme, Science Fiction",Modular Board,"Game: Labyrinth, Movies: Star Wars, Versions & Editions: Versions with IP after the…",2012,6.1
Start 11! The Board Game,Add a Brief Description,Reiner Knizia,,Ravensburger,2.0,4.0,30.0,30.0,30.0,8.0,1.22,83,21,Abstract,"Abstract Strategy, Card Game, Number","Hand Management, Pattern Building, Tile Placement",Game: Elfer raus!,2012,6.3
The Amazing Spider-Man Labyrinth,Add a Brief Description,Max J. Kobbert,,Ravensburger,2.0,4.0,30.0,30.0,30.0,7.0,,25,9,Uncategorized,"Comic Book / Strip, Exploration, Maze, Movies / TV / Radio theme","Area Movement, Modular Board","Comic Books: Marvel Universe, Comic Books: Spider-Man, Game: Labyrinth, Theme: Superheroes",2012,5.9
Lost Valley: The Yukon Goldrush 1896,Explore the valley and manage resources in the search for Yukon gold.,"Tobias Goslar, Roland Goslar, Johannes Goslar","Harald Lieske, Felix Scheinberger",Pandasaurus Games,2.0,6.0,45.0,60.0,52.5,10.0,2.88,636,291,Strategy,"American West, Exploration","Dice Rolling, Modular Board, Tile Placement","Category: Sandbox Without Win Condition, Components: Dice with Icons, Crowdfunding: Kickstarter",2014,6.7
Dark Village,Add a Brief Description,Samuel Robinson,Samuel Robinson,Jasbo Games,7.0,30.0,45.0,45.0,45.0,12.0,2.0,3,2,Uncategorized,"Card Game, Deduction, Horror, Party Game","Acting, Rock-Paper-Scissors, Role Playing, Storytelling",Game: Werewolf / Mafia,2011,7.9
En Pointe Toujours !: Guadalcanal,Add a Brief Description,"Amaury de Vandiere, Théophile Monnier, Nicolas Stratigos","Christophe Camilotte, Pascal Da Silva",Vae Victis,2.0,2.0,90.0,90.0,90.0,10.0,2.0,17,10,Wargames,"Expansion for Base-game, Wargame, World War II","Dice Rolling, Grid Movement, Hexagon Grid, Line of Sight, Movement Points, + 2 more","Country: Solomon Islands, History: World War II (Pacific), Magazine: Vae Victis, Players: Two Player Only Games, Series: En Pointe Toujours system (Vae Victis)",2012,6.7
Die turbulente Zeitreise,Add a Brief Description,Ulrich Blum,,Ravensburger,1.0,4.0,30.0,30.0,30.0,7.0,,4,3,Uncategorized,"Electronic, Trivia",Memory,"Series: Tiptoi (Ravensburger), Theme: Time Travel",2012,6.0
Das versunkene Logik-Land,Add a Brief Description,Ulrich Blum,,Ravensburger,1.0,4.0,30.0,30.0,30.0,5.0,,4,1,Uncategorized,Electronic,,Series: Tiptoi (Ravensburger),2012,5.1
Feed the Woozle,Add a Brief Description,Gina Manola,David Sheldon,Peaceable Kingdom,2.0,5.0,15.0,15.0,15.0,3.0,1.0,99,35,Children's,Children's Game,"Cooperative Game, Dice Rolling, Roll / Spin and Move",Series: Pre-School Skills Builder Games…,2012,5.4
Warhammer: Invasion – Battle for the Old World,"Epic questing in The Eternal War Cycle, the sixth linked expansion for WH: Invasion.",Eric M. Lang,,"Edge Entertainment, Fantasy Flight Games, Galakta, Heidelberger Spieleverlag, Stratelibri",2.0,2.0,45.0,45.0,45.0,13.0,3.0,49,16,Uncategorized,"Card Game, Expansion for Base-game, Fantasy, Fighting",Hand Management,"Collectible: Living Card Game (Fantasy Flight…, Game: Warhammer Invasion – Living Card Game, Players: Two Player Only Games, Setting: Warhammer Fantasy Card Games",2013,7.5
The Hobbit: An Unexpected Journey – Das Kartenspiel,Add a Brief Description,Reiner Knizia,,Ravensburger,2.0,4.0,30.0,30.0,30.0,8.0,1.33,41,15,Family,"Card Game, Fantasy, Movies / TV / Radio theme, Novel-based","Area Majority / Influence, Hand Management","Admin: Better Description Needed!, Authors: J.R.R. Tolkien",2012,5.5
Wettstreit im Hexenwald,Add a Brief Description,Ulrich Blum,,Ravensburger,2.0,4.0,50.0,50.0,50.0,7.0,2.0,15,5,Uncategorized,Electronic,"Memory, Pick-up and Deliver","Series: Tiptoi (Ravensburger), Theme: Witches",2012,6.2
Tom & Tina: Das Tal der Tempel,Add a Brief Description,"Heinrich Glumpler, Marco Teubner",Franz Vohwinkel,Ravensburger,1.0,3.0,,,,7.0,,7,1,Uncategorized,Electronic,,Series: Tiptoi (Ravensburger),2012,6.4
,Add a Brief Description,,,Naumann & Göbel Verlag,2.0,2.0,,,,6.0,,2,1,Uncategorized,"Card Game, Children's Game, Trivia",,,,3.5
Color Warz: Paint Brawl,Add a Brief Description,"Fabien Friess, Nicolas Tézé",Giuseppe Severino,FLUO Games,2.0,4.0,30.0,30.0,30.0,12.0,3.0,10,1,Uncategorized,"Miniatures, Territory Building","Area Majority / Influence, Area Movement, Variable Player Powers",Digital Implementations: VASSAL,2012,6.7
Reise durch Ägypten (fan expansion for Ticket to Ride),Add a Brief Description,Thomas Cerncic,,(Web published),2.0,5.0,,,,,,1,0,Uncategorized,"Expansion for Base-game, Fan Expansion, Transportation, Travel, Trivia","Hand Management, Network and Route Building, Open Drafting, Set Collection","Country: Egypt, Game: Ticket to Ride (fan expansions)",2005,1.0
Wild Wild West (fan expansion for Ticket to Ride),Add a Brief Description,"José Carlos de Diego Guerrero, Juanjo Roig",,(Web published),,,,,,,2.0,14,4,Uncategorized,"American West, Card Game, Expansion for Base-game, Fan Expansion, Print & Play, Trivia","Hand Management, Network and Route Building, Open Drafting, Set Collection","Game: Ticket to Ride (fan expansions), History: American Old West (Wild West)",2005,6.4
Dungeon Crawler Labyrinth,Add a Brief Description,Jey Legarie,Jey Legarie,"(Self-Published), Gifted Vision",2.0,6.0,60.0,60.0,60.0,10.0,,6,6,Uncategorized,"Collectible Components, Dice, Fantasy, Maze, Miniatures, + 2 more","Grid Movement, Point to Point Movement, Tile Placement",,2012,8.7
Cuba: Region Occidental (fan expansion for Ticket to Ride),Add a Brief Description,Juan Palacio,,Revista Tabula,2.0,5.0,,,,,3.0,10,6,Uncategorized,"Expansion for Base-game, Fan Expansion, Print & Play, Trains, Transportation, Travel","Hand Management, Network and Route Building, Open Drafting, Set Collection","Country: Cuba, Game: Ticket to Ride (fan expansions)",2005,6.4
Monopoly: Alan Turing Edition,Add a Brief Description,(Uncredited),(Uncredited),Winning Moves UK Ltd.,2.0,6.0,120.0,120.0,120.0,10.0,,10,1,Uncategorized,"Economic, Negotiation","Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading",Series: Monopoly-Like,2012,5.1
Chicago,Add a Brief Description,Ginichiro Suzuki,Takumi Suzuki,"Japon Brand, Show Enterprise",3.0,4.0,60.0,60.0,60.0,12.0,,9,5,Uncategorized,Mafia,Area Majority / Influence,"Cities: Chicago (Illinois, USA), History: Prohibition in the USA",2012,5.3
Even Steven,Add a Brief Description,Yoshihisa Itsubaki,,"Japon Brand, Saikikaku, テンデイズゲームズ(TendaysGames)",3.0,10.0,10.0,10.0,10.0,8.0,1.0,17,6,Uncategorized,"Party Game, Word Game","Simultaneous Action Selection, Voting",,2012,4.8
Pictorion,Add a Brief Description,,,"Hasbro, MB Spiele",2.0,4.0,,,,7.0,,1,1,Uncategorized,Movies / TV / Radio theme,"Pattern Recognition, Point to Point Movement",,2002,3.0
The Candy Shop War Card Game,Add a Brief Description,August Larson,Brandon Dorman,Shadow Mountain Publishing,2.0,2.0,30.0,30.0,30.0,8.0,,3,1,Uncategorized,"Card Game, Dice, Novel-based","Dice Rolling, Hand Management","Crowdfunding: Kickstarter, Players: Two Player Only Games",2013,7.7
Legend: The 1000 Miglia Action Game,Add a Brief Description,Carlo Amaddeo,Carlo Amaddeo,WBS Games,2.0,6.0,20.0,20.0,20.0,8.0,2.0,8,6,Uncategorized,"Children's Game, Racing, Sports","Dice Rolling, Modular Board, Variable Player Powers","Country: Italy, Sports: Auto Racing",2012,7.1
Viticulture: Arboriculture and Formaggio Expansions,Harvest new crops in this expansion now available as a print-and-play.,"Jamey Stegmaier, Alan Stone","David Montgomery, Beth Sobel","Print & Play Productions, Stonemaier Games",2.0,6.0,75.0,75.0,75.0,10.0,2.71,231,82,Uncategorized,"Expansion for Base-game, + 3 more","Hand Management, Worker Placement","Category: Print-on-Demand, Food & Drink: Cheese, Game: Viticulture, Theme: Food / Cooking, Theme: Trees and Forests",2013,7.4
Cirplexed!,Add a Brief Description,Susan McKinley Ross,,MindWare,2.0,6.0,,,,6.0,1.5,27,9,Uncategorized,Abstract Strategy,Pattern Building,,2012,5.3
"Dust Tactics: KV-3 Heavy Walker – ""Matrioshka / Babushka""",Add a Brief Description,,Paolo Parente,Fantasy Flight Games,2.0,4.0,,,,,,12,1,Uncategorized,"Miniatures, Science Fiction, World War II",,Game: Dust (Fantasy Flight Games),2012,8.5
"Dust Tactics: Axis Armored Transport – ""Prinzluther / Sturmprinz""",Add a Brief Description,,Paolo Parente,Fantasy Flight Games,2.0,4.0,,,,,3.0,15,2,Uncategorized,"Miniatures, Science Fiction, World War II",,Game: Dust (Fantasy Flight Games),2012,8.3
Paper Route,Add a Brief Description,Chevee Dodd,"D. T. Butchino, Marty Cobb, Chevee Dodd","(Web published), Chevee Dodd, LLC, The Game Crafter, LLC",2.0,2.0,15.0,15.0,15.0,6.0,,2,3,Uncategorized,"Card Game, Print & Play, Real-time, Video Game Theme",Pattern Building,Players: Two Player Only Games,2012,6.0
星杯传说: 跃动的幻之星尘,Add a Brief Description,,,上海一逸文化传播有限公司,4.0,6.0,30.0,30.0,30.0,16.0,4.0,16,1,Uncategorized,Fantasy,"Open Drafting, Team-Based Game, Variable Player Powers",,2012,7.9
Racing Dwarfs,Add a Brief Description,Fernando Lafuente,Néstor Romeral Andrés,nestorgames,2.0,4.0,30.0,30.0,30.0,8.0,3.0,9,5,"Abstract,  Family","Abstract Strategy, Puzzle, Racing","Pattern Building, Point to Point Movement, Tile Placement","Components: 7 x 7 Grids, Creatures: Dwarves & Gnomes",2012,7.3
Breitenfeld: Enter the Lion of the North,Add a Brief Description,Chris Perello,"Callie Cummins, Larry Hoffman, Lise Patterson, Joe Youst",Decision Games (I),2.0,2.0,,,,12.0,2.0,34,28,Wargames,"Pike and Shot, Wargame","Dice Rolling, Hexagon Grid","Cities: Leipzig (Saxony, Germany), Country: Germany, Country: Sweden, History: Holy Roman Empire, History: Thirty Years War, Players: Two Player Only Games, + 1 more",2012,6.7
Cirque du Monstre,Add a Brief Description,"Ryo Kawakami, Hitoshi Yasuda",,"Japon Brand, Kadokawa Shoten",3.0,5.0,40.0,40.0,40.0,12.0,1.5,6,3,Uncategorized,Fantasy,"Deck, Bag, and Pool Building",,2012,6.0
Pavia: Climax of the Italian Wars,Add a Brief Description,Chris Perello,"Larry Hoffman, Chris Perello, Joe Youst",Decision Games (I),2.0,2.0,,,,12.0,2.0,39,22,Wargames,"Pike and Shot, Wargame",Hexagon Grid,"Cities: Pavia (Italy), Country: France, History: The Italian Wars, Players: Two Player Only Games, Players: Wargames with Rules Supporting Only Two…, Series: Folio (Decision Games)",2012,6.1
Acre: The Third Crusade Opens,Add a Brief Description,Chris Perello,"Larry Hoffman, Joe Youst",Decision Games (I),2.0,2.0,,,,12.0,2.33,35,24,Wargames,"Medieval, Wargame","Dice Rolling, Hexagon Grid, Line of Sight, Simulation","Cities: Acre (Israel), Country: Israel, History: Crusades, Players: Two Player Only Games, Players: Wargames with Rules Supporting Only Two…, Series: Folio (Decision Games)",2012,6.5
Arsuf: Lionheart vs. Saladin,Add a Brief Description,Chris Perello,"Eugène Delacroix, Larry Hoffman, Joe Youst",Decision Games (I),2.0,2.0,,,,12.0,2.0,26,18,Wargames,"Medieval, Wargame","Dice Rolling, Hexagon Grid","History: Crusades, Players: Two Player Only Games, Series: Folio (Decision Games)",2012,7.0
"Pea Ridge: St Louis, then Huzzah!",Add a Brief Description,Chris Perello,Joe Youst,Decision Games (I),2.0,2.0,,,,12.0,3.0,15,16,Wargames,"American Civil War, Wargame",Hexagon Grid,"Players: Two Player Only Games, Series: Folio (Decision Games), Series: Musket & Saber Combat System (Decision…, States: Arkansas",2012,6.4
Loos: The Big Push,Add a Brief Description,Chris Perello,"Larry Hoffman, Joe Youst",Decision Games (I),2.0,2.0,90.0,90.0,90.0,12.0,2.11,43,26,Wargames,"Wargame, World War I",Hexagon Grid,"Players: Two Player Only Games, Series: Fire & Movement combat system (Decision…, Series: Folio (Decision Games)",2012,6.4
Simple Shogi,Add a Brief Description,Yoshihisa Itsubaki,,"Japon Brand, Saikikaku",2.0,2.0,10.0,10.0,10.0,8.0,,2,2,Uncategorized,"Abstract Strategy, Ancient",Grid Movement,"Components: 3 x 5 Grids, Players: Two Player Only Games, Traditional Games: Chess, Traditional Games: Shogi",2012,6.5
Pedregal: Santa Anna at Bay,Add a Brief Description,Chris Perello,Joe Youst,Decision Games (I),2.0,2.0,,,,12.0,2.5,13,15,Wargames,"Post-Napoleonic, Wargame",Hexagon Grid,"History: Mexican – American War, Players: Two Player Only Games, Series: Folio (Decision Games), Series: Musket & Saber Combat System (Decision…",2012,6.3
Pincers,Add a Brief Description,Madoka Kitao,,"Japon Brand, Nekomado, THE PILOT INK COMPANY, LIMITED",2.0,2.0,10.0,10.0,10.0,4.0,,2,6,Uncategorized,Abstract Strategy,Grid Movement,Players: Two Player Only Games,2012,6.0
Jushimatsu,Add a Brief Description,Madoka Kitao,"Hiroki Kaneko, Madoka Kitao","Japon Brand, Komado, minimalGames",2.0,2.0,5.0,5.0,5.0,4.0,1.0,28,13,Uncategorized,"Abstract Strategy, Animals, Number","Pattern Building, Tile Placement","Category: n in a row, Players: Two Player Only Games",2012,6.5
Let's Pumpkin,Add a Brief Description,Eugen Anghel,Eugen Anghel,Real Wallachian Games,2.0,6.0,30.0,30.0,30.0,8.0,,3,3,Uncategorized,"Humor, Miniatures, Party Game","Area Majority / Influence, Tile Placement",Crowdfunding: Kickstarter,2012,3.7
iKNOW,Add a Brief Description,,,"Albi, Reflexshop, Tactic",2.0,6.0,60.0,60.0,60.0,15.0,1.42,1200,166,Party,"Card Game, Party Game, Trivia",Betting and Bluffing,Game: iKnow,2012,6.4
Air King,Add a Brief Description,Oliver Sihiveer,Gints Rudzītis,"Brain Games, G3",2.0,4.0,30.0,30.0,30.0,8.0,1.35,165,35,Family,"Aviation / Flight, Bluffing, Card Game","Grid Movement, Hand Management",,2012,5.6
Construction Zone,Be the fastest at constructing new buildings.,Oliver Sihiveer,Gints Rudzītis,Brain Games,2.0,4.0,20.0,20.0,20.0,8.0,1.36,134,32,Uncategorized,"Card Game, City Building, Industry / Manufacturing","Hand Management, Set Collection",,2012,5.9
Military Modelling Guide to Solo Wargaming,Add a Brief Description,Stuart Asquith,,"Argus Books, Partizan Press",1.0,1.0,,,,,,4,1,Uncategorized,"Book, Miniatures, Wargame",Solo / Solitaire Game,Players: Solitaire Only Wargames,1988,6.8
Insulinde,Add a Brief Description,Kees Mandos,Kees Mandos,(Self-Published),2.0,4.0,180.0,180.0,180.0,10.0,3.0,1,1,Uncategorized,"Ancient, Civilization, Exploration, Travel","Dice Rolling, Point to Point Movement, Tile Placement",,1941,7.0
Mage Knight Board Game: The Lost Legion Expansion,Wolfhawk enters the fight against General Volkare and his Lost Legion.,Vlaada Chvátil,"J. Lonnee, Milan Vavroň",WizKids (I) + 3 more,1.0,5.0,240.0,240.0,240.0,14.0,4.22,3800,977,Strategy,"Adventure, Expansion for Base-game, Exploration, Fantasy, Fighting, Miniatures","Cooperative Game, Deck, Bag, and Pool Building, Dice Rolling, Grid Movement, Hand Management, + 4 more","Components: Clix, Players: Games with Solitaire Rules, Setting: Mage Knight",2012,8.8
