name,description,designer,artist,publisher,min_players,max_players,min_playtime,max_playtime,playing_time,min_age,complexity_rating,user_ratings,user_comments,type,category,mechanism,family,year,average_rating
てづま師 (Tezuma Master),Add a Brief Description,折口 日向 (Hinata Origuchi),舟岡 (Hunaoka),桜遊庵 (Ouyuuan),3.0,4.0,30.0,40.0,35.0,10.0,,24,13,Uncategorized,,Trick-taking,,2015,6.9
Ayakashi Soushi,Add a Brief Description,KD,KD,Moonisland Factory Inc.,3.0,5.0,15.0,30.0,22.5,5.0,,1,0,Uncategorized,,Tile Placement,,2015,2.0
,Add a Brief Description,,,Keller & Mayer,2.0,6.0,15.0,15.0,15.0,3.0,,2,2,Uncategorized,Children's Game,"Pattern Recognition, Roll / Spin and Move",,,5.0
Nemo's War (Second Edition),"Sail the Seven Seas as the hardened captain Nemo, fighting the Imperialist powers.",Chris Taylor (I),Ian O'Toole,Victory Point Games + 6 more,1.0,4.0,60.0,120.0,90.0,13.0,3.27,5100,1400,Thematic,"Adventure, Exploration, Nautical, Novel-based, Science Fiction, + 2 more","Action Points, Area Majority / Influence, Area Movement, Cooperative Game, Dice Rolling, + 4 more","Authors: Jules Verne, Books: 20,000 Leagues Under the Sea, Components: Gems/Crystals, Crowdfunding: Kickstarter, Digital Implementations: Tabletopia, Game: Nemo's War, + 4 more",2017,7.9
Labyrint,Add a Brief Description,Pål Keller Carlquist,Aleksi Michelsson,Peliko Oy,2.0,4.0,40.0,40.0,40.0,6.0,2.0,29,5,Uncategorized,"Children's Game, Movies / TV / Radio theme","Memory, Roll / Spin and Move, Speed Matching, Tile Placement",TV Shows: TV Game Shows,2015,4.8
Zombies and Survivors,Add a Brief Description,,,(Web published),2.0,2.0,,,,,,2,1,Uncategorized,"Horror, Miniatures, Wargame",Dice Rolling,"Players: Two Player Only Games, Players: Wargames with Rules Supporting Only Two…",2012,6.0
Age of Craft Expansion #2: Architecture Alliance,Add a Brief Description,Toryo Hojo,,Chicken Dice Games (チキンダイスゲームズ),2.0,4.0,40.0,60.0,50.0,10.0,3.0,5,0,Uncategorized,"City Building, Dice, Negotiation","Dice Rolling, Trading",Series: Age of ... (N2),2015,6.7
Star Wars: Rebellion,Strike from your hidden base as the Rebels—or find and destroy it as the Empire.,Corey Konieczka,"Matt Allsopp, David Ardila, Balaskas, Tiziano Baracchi + 41 more",Fantasy Flight Games + 9 more,2.0,4.0,180.0,240.0,210.0,14.0,3.75,31000,4700,Thematic,"Civil War, Miniatures, Movies / TV / Radio theme, Science Fiction, Space Exploration, Wargame","Area Majority / Influence, Area Movement, Area-Impulse, Card Play Conflict Resolution, Contracts, + 14 more","Category: Two Player Fighting Games, Components: Map (Interplanetary or Interstellar…, Components: Miniatures, Components: Standees, Movies: Star Wars",2016,8.4
5Crests,Add a Brief Description,Joe Gray,,Toi Creative,2.0,10.0,20.0,45.0,32.5,13.0,,4,2,Uncategorized,"Card Game, Collectible Components, Fighting, Mafia","Deck, Bag, and Pool Building, Player Elimination, Variable Player Powers","Admin: Better Description Needed!, Collectible: Collectible Card Games",2015,6.9
Nex,Add a Brief Description,João Pedro Neto,,(Unknown),2.0,2.0,,,,,,3,2,Uncategorized,Abstract Strategy,,"Digital Implementations: igGameCenter, Players: Two Player Only Games",2004,7.8
Covert,Complete missions by collecting intel and equipment across Europe via dice placement.,Kane Klenko,"Hokunin, Chris Ostrowski",Renegade Game Studios,2.0,4.0,45.0,90.0,67.5,13.0,3.0,1600,464,Strategy,"Card Game, Dice, Spies/Secret Agents","Action Queue, Dice Rolling, Hand Management, Point to Point Movement, Push Your Luck, + 4 more","Components: Multi-Use Cards, History: Cold War, Series: Madison Game Design Cabal",2016,7.1
Eternal War of the Candy Realms!,Add a Brief Description,Molly Michelle Friedrich,Molly Michelle Friedrich,(Self-Published),2.0,6.0,30.0,120.0,75.0,8.0,,1,0,Uncategorized,"Card Game, Children's Game",,"Admin: Unreleased Games, Crowdfunding: Indiegogo",2016,1.0
Fourth Grade Confidential,Add a Brief Description,George Jaros,"George Jaros, Neal Simon","(Looking for a publisher), (Self-Published)",3.0,5.0,15.0,15.0,15.0,10.0,,2,3,Uncategorized,"Bluffing, Card Game, Deduction, Print & Play","Hand Management, Memory",,2015,9.5
War for the White House,Add a Brief Description,"John T. Douglas, John Kaiser, III",,GPAC,2.0,4.0,5.0,15.0,10.0,6.0,,2,1,Uncategorized,Card Game,Set Collection,"Digital Implementations: Tabletopia, Political: Elections",2015,2.0
Shatra,Add a Brief Description,Saveliy Yakovlevich Pahayev,,(Unknown),2.0,4.0,15.0,90.0,52.5,10.0,4.0,2,1,Uncategorized,Abstract Strategy,,Components: 7 x 14 Grids,1960,8.5
Star Wars: Death Star Attack,Add a Brief Description,,,Cartamundi,2.0,4.0,10.0,15.0,12.5,7.0,,11,5,Uncategorized,"Card Game, Science Fiction",Trick-taking,"Movies: Star Wars, Promotional: Promo Board Games",2015,3.5
Die kleine Raupe Nimmersatt: 1 • 2 • 3 Stapelei,Add a Brief Description,,,Schmidt Spiele,2.0,4.0,10.0,10.0,10.0,4.0,,1,0,Uncategorized,"Action / Dexterity, Children's Game, Novel-based",,,2013,5.0
,Add a Brief Description,,,Print & Play Productions,2.0,2.0,5.0,10.0,7.5,7.0,,1,1,Uncategorized,"Card Game, Medieval","Deck, Bag, and Pool Building, Hand Management","Players: Two Player Only Games, Theme: Witches",,4.0
Hérois & Monstros,Add a Brief Description,"Rovalde Banchieri, Fabiano Saccol","Moy Shin Hung, Jason Juta, Kitt Lapena, Ramses Melendez + 4 more",Kalango Analógico,3.0,5.0,45.0,120.0,82.5,12.0,2.33,43,8,Uncategorized,"Card Game, Fantasy","Deck, Bag, and Pool Building","Category: Tower Defense, Creatures: Monsters",2015,6.7
Ogoola Karuta: 50 English Classics,Add a Brief Description,"Ola Feurst, Aya Hasegawa-Feurst, Ronny Karlgren","Niklas Hook, Gunnar Ivarsson, Tamura Shogundo",Olayaselection AB,2.0,8.0,10.0,60.0,35.0,10.0,,2,1,Uncategorized,"Action / Dexterity, Card Game, Party Game, Wargame","Action Queue, Cooperative Game, Open Drafting, Take That",Game: Ogoola Karuta,2012,9.5
RINPA,Add a Brief Description,IZAKA Makura,IZAKA Makura,10-Shiki Gameworks,3.0,5.0,20.0,20.0,20.0,8.0,,3,0,Uncategorized,Card Game,"Set Collection, Trick-taking",,2015,5.3
Malifaux Second Edition Starter Set,Add a Brief Description,"Mason Crawford, Aaron Darland, Justin Gibbs",,Wyrd Games,2.0,2.0,90.0,90.0,90.0,12.0,,13,3,Uncategorized,"Fantasy, Horror, Miniatures, Wargame","Action Points, Campaign / Battle Card Driven, Variable Player Powers","Players: Two Player Only Games, Theme: Steampunk",2015,8.0
Speedy Race: Disney Cars,Add a Brief Description,,,Schmidt Spiele,2.0,4.0,10.0,10.0,10.0,4.0,,2,1,Uncategorized,Children's Game,,"Brands: Disney, Sports: Auto Racing",2014,4.5
The Horus Heresy: Betrayal at Calth,Add a Brief Description,James M. Hewitt,,Games Workshop Ltd.,2.0,2.0,30.0,60.0,45.0,,2.55,225,96,"Thematic,  Wargames","Miniatures, Science Fiction, Wargame","Dice Rolling, Variable Player Powers","Fictional Events: Horus Heresy, Players: Two Player Only Games, Setting: Warhammer 40,000 Board Games",2015,7.5
Pathfinder Adventure Card Game: Mummy's Mask – Base Set,Level up your party in this card-and-dice fantasy campaign set in the desert.,"Chad Brown, Tanis O'Connor, Paul Peterson, Keith Richmond + 3 more","Jay Epperson, Tyler Jacobson",Paizo Publishing,1.0,4.0,120.0,120.0,120.0,13.0,2.86,590,143,Thematic,"Card Game, Fantasy, Fighting","Cooperative Game, Deck, Bag, and Pool Building, Dice Rolling, Hand Management, Move Through Deck, + 4 more","Creatures: Mummies, Mechanism: Campaign Games, Players: Games with Solitaire Rules, Series: Pathfinder Adventure Card Game (Paizo…, Setting: Pathfinder",2016,7.9
Quests of Valeria,Assemble a crew with the resources and roles needed to earn points on quests!,Isaias Vallejo,Mihajlo Dimitrievski,"Daily Magic Games, Games Factory, Games Factory Publishing",1.0,5.0,20.0,45.0,32.5,14.0,2.19,1900,512,"Family,  Strategy","Card Game, Fantasy","Contracts, Hand Management, Open Drafting, Set Collection, Take That","Crowdfunding: Kickstarter, Mechanism: Tableau Building, Setting: Valeria",2017,6.9
Gutsy,Add a Brief Description,"Barry Joseph, Susan Perkins, Eric Teo",,The American Museum of Natural History,2.0,4.0,15.0,30.0,22.5,8.0,2.0,13,7,Uncategorized,"Card Game, Educational, Medical","Hand Management, Set Collection",,2015,5.6
Friend or Foe,Add a Brief Description,Rob Gosselin,"The Blender Foundation, Ben Dansie, Junaid Khan, Oscar Linder + 2 more",Birdlight Games,2.0,4.0,60.0,90.0,75.0,12.0,,4,1,Uncategorized,"Adventure, Card Game, Fantasy","Hand Management, Point to Point Movement",Category: Print-on-Demand,2015,7.1
GKR: Heavy Hitters,Add a Brief Description,Matt Hyra,"Leri Greer, Christian Pearce, Paul M Tobin","Cryptozoic Entertainment, Weta Workshop",1.0,4.0,60.0,120.0,90.0,12.0,2.78,1600,406,"Thematic,  Wargames","Fighting, Miniatures, Science Fiction, Wargame","Action Queue, Area Majority / Influence, Deck, Bag, and Pool Building, Dice Rolling, Grid Movement, + 4 more","Components: Miniatures, Crowdfunding: Kickstarter, Theme: Mech Warfare, Theme: Robots",2018,7.6
Nintori!,Add a Brief Description,"青の騎士 (Blueknight), ぺこら（Pecora）","青の騎士 (Blueknight), ぺこら（Pecora）",Chabudaigames,2.0,5.0,30.0,30.0,30.0,5.0,,2,0,Uncategorized,"Children's Game, Dice, Party Game","Dice Rolling, Set Collection",,2015,5.5
Flames of War: Atlantik Wall – The German Defence of France June-September 1944,Add a Brief Description,,,Battlefront Miniatures Ltd,2.0,2.0,,,,,,9,1,Uncategorized,"Book, Miniatures, Wargame, World War II","Dice Rolling, Variable Player Powers",Game: Flames of War,2013,7.7
Flames of War: Overlord – The Allied Invasion of France,Add a Brief Description,,,Battlefront Miniatures Ltd,2.0,2.0,,,,,,6,0,Uncategorized,"Miniatures, Wargame, World War II","Dice Rolling, Variable Player Powers",Game: Flames of War,2013,8.0
A birodalom bajnoka,Add a Brief Description,"Pál Márton Molnár, Adrián Szél","Dávid Cserkuti, László Kónya, Péter Kovács, Peter Tikos",StormGames,2.0,4.0,60.0,120.0,90.0,10.0,2.33,44,10,Uncategorized,"Ancient, Exploration, Fantasy, Fighting","Area Movement, Campaign / Battle Card Driven, Dice Rolling, Storytelling",Components: Map (Continental / National scale),2015,7.1
The Avengers: Uniti per vincere,Add a Brief Description,Francesco Berardi,,Clementoni,2.0,4.0,25.0,25.0,25.0,7.0,1.0,3,0,Uncategorized,,"Cooperative Game, Roll / Spin and Move, Set Collection","Comic Books: Marvel Universe, Theme: Superheroes",2015,6.3
Exultate Deo -The Fluffy Rite-,Add a Brief Description,狂道化 (Kyo-do-ke),大麦若葉 (Oomugiwakaba),Roughneck:7,3.0,4.0,30.0,30.0,30.0,9.0,,4,2,Uncategorized,"Fantasy, Religious","Open Drafting, Trick-taking",,2015,5.5
Krosmaster: Arena – Yugo Unleashed,Add a Brief Description,,,"Ankama, Japanime Games",2.0,4.0,30.0,60.0,45.0,12.0,,11,5,Uncategorized,"Card Game, Dice, Fighting, Miniatures","Action Points, Dice Rolling, Grid Movement, Variable Player Powers",Game: Krosmaster,2015,7.6
Tips Ahoy,Add a Brief Description,Forrest-Pruzan Creative,,Melissa & Doug,2.0,4.0,10.0,15.0,12.5,5.0,1.0,18,5,Uncategorized,"Action / Dexterity, Children's Game, Pirates",Push Your Luck,,2014,5.3
Sainome Colosseum,Add a Brief Description,水季 (Mizuki),ねこ電球 (Neko Denkyu),MR エンターテイメント (MR Entertainment),2.0,2.0,10.0,30.0,20.0,10.0,1.0,3,1,Uncategorized,"Card Game, Fantasy, Fighting","Action Points, Deck, Bag, and Pool Building, Dice Rolling",Players: Two Player Only Games,2015,6.3
The Banner Saga: Warbands,Add a Brief Description,"Brian Shotton, Kenny Sims",Keith Lowe,MegaCon Games,2.0,4.0,30.0,90.0,60.0,13.0,2.33,89,48,Uncategorized,"Fantasy, Miniatures, Negotiation, Video Game Theme","Auction/Bidding, Cooperative Game, Point to Point Movement, Team-Based Game","Crowdfunding: Kickstarter, Players: Games with Solitaire Rules",2016,5.4
Gagario,Add a Brief Description,,,Saien,2.0,2.0,5.0,15.0,10.0,6.0,1.0,13,11,Uncategorized,"Bluffing, Card Game",Hand Management,"Admin: Better Description Needed!, Players: Two Player Only Games",2015,7.1
The Waltzing Cat,Add a Brief Description,,,Saien,2.0,2.0,5.0,10.0,7.5,6.0,2.0,18,12,Uncategorized,Deduction,,Players: Two Player Only Games,2015,6.9
Bugle,Add a Brief Description,狂道化 (Kyo-do-ke),大麦若葉 (Oomugiwakaba),Roughneck:7,2.0,2.0,30.0,30.0,30.0,12.0,,3,1,Uncategorized,,,"Admin: Better Description Needed!, Players: Two Player Only Games",2015,5.7
Tempest: Shards of the Gods,Add a Brief Description,,,Fox Tale Games,2.0,4.0,40.0,90.0,65.0,13.0,,1,0,Uncategorized,"Ancient, Card Game, Fantasy, Mythology","Area Majority / Influence, Deck, Bag, and Pool Building, Hand Management, Storytelling","Admin: Upcoming Releases, Card Games: Draw and Discard, Crowdfunding: Kickstarter",2016,7.0
Pagelaran Yogyakarta,Add a Brief Description,"Adhitya W. Purnama, Diah Rahmawati, Eko Heri S., Erwin Skripsiadi",M. Bahroen,Kompas Publishing,2.0,4.0,45.0,90.0,67.5,14.0,2.0,18,4,Uncategorized,"Memory, Music","Action Queue, Memory, Open Drafting, Variable Player Powers",Country: Indonesia,2015,6.4
What Are The Odds?,Add a Brief Description,,,(Self-Published),2.0,10.0,30.0,90.0,60.0,17.0,,4,2,Uncategorized,"Card Game, Humor, Mature / Adult, Party Game",,,2015,5.0
Papecarz: The Papercraft Racing Board Game,Add a Brief Description,,,(Self-Published),2.0,6.0,60.0,90.0,75.0,10.0,2.0,4,2,Uncategorized,"Abstract Strategy, Dice, Print & Play, Racing","Area Movement, Dice Rolling, Push Your Luck",Sports: Auto Racing,2015,6.1
Alician Draughts,Add a Brief Description,V. R. Parton,,(Self-Published),2.0,2.0,10.0,60.0,35.0,8.0,,2,2,Uncategorized,Abstract Strategy,,"Category: Combinatorial, Players: Two Player Only Games, Traditional Games: Checkers / Draughts",1956,6.5
Mascha und der Bär: Bühne frei für Mascha!,Add a Brief Description,,,Schmidt Spiele,2.0,4.0,10.0,10.0,10.0,4.0,,2,1,Uncategorized,Children's Game,,TV Shows: Masha and the Bear,2015,5.5
Dominion: Fan-Edition I,Add a Brief Description,Donald X. Vaccarino,Matthias Catrein,Rio Grande Games,2.0,4.0,30.0,30.0,30.0,13.0,,34,12,Uncategorized,"Card Game, Expansion for Base-game","Deck, Bag, and Pool Building",Game: Dominion,2014,4.5
Rolling World,Add a Brief Description,Hisashi Hayashi,Ryo Nyamo,Arclight Games,1.0,99.0,,,,,1.0,42,15,Uncategorized,"Dice, Number, Puzzle","Dice Rolling, Paper-and-Pencil","Mechanism: Roll-and-Write, Series: Rolling (Hisashi Hayashi)",2015,6.5
Bibi Blocksberg: Verhexter Hexenbesen,Add a Brief Description,,,Schmidt Spiele,2.0,4.0,10.0,10.0,10.0,5.0,,3,1,Uncategorized,"Card Game, Children's Game",,Theme: Witches,2015,4.3
Masha and the Bear: Trouble in the Garden,Add a Brief Description,Anja Wrede,,Schmidt Spiele,2.0,4.0,15.0,15.0,15.0,4.0,,2,1,Uncategorized,"Animals, Children's Game",,"Animals: Bears, TV Shows: Masha and the Bear",2015,4.0
Endure the Stars,Add a Brief Description,Adam Smith (I),"Aleksandra Bilic, Brian Coughlan, Henning Ludvigsen, Scott Nicely","(Self-Published), Grimlord Games",1.0,6.0,30.0,180.0,105.0,13.0,2.25,269,108,Thematic,"Miniatures, Science Fiction","Action Points, Cooperative Game, Dice Rolling, Hand Management, Modular Board, Variable Player Powers",Crowdfunding: Kickstarter,2017,6.5
マタンガ！キッズ＆エキスパート (Matanga! Kids & Experts),Add a Brief Description,"Gerardo Cuevas, Kenichi Tanabe","Kawasaki Mina, わと (wato)",COLON ARC,2.0,6.0,5.0,5.0,5.0,7.0,,5,1,Uncategorized,"Expansion for Base-game, Real-time","Dice Rolling, Paper-and-Pencil",,2015,7.4
Glenn Drover's Empires: Galactic Rebellion,Overthrow the corrupt Senate and Sentinels to seize control of the Galactic Empire!,"Don Beyer, Glenn Drover",Paul Niemeyer,Eagle-Gryphon Games,2.0,6.0,90.0,180.0,135.0,14.0,3.08,160,93,Uncategorized,"Civilization, Exploration, Science Fiction","Area Majority / Influence, Worker Placement","Crowdfunding: Kickstarter, Game: Empires (Glenn Drover)",2016,6.5
Nerdy Inventions,Add a Brief Description,Chih-Fan Chen,Chih-Fan Chen,"funbot, Homosapiens Lab, Mayday Games",2.0,4.0,25.0,30.0,27.5,8.0,1.5,352,139,Family,Dice,"Deck, Bag, and Pool Building, Dice Rolling","Mechanism: Tableau Building, Theme: Steampunk",2015,5.4
セブン (Seven),Add a Brief Description,"yio, Muneyuki Yokouchi (横内宗幸)",,イリクンデ (Yirli'kumde),,,,,,,2.0,18,7,Uncategorized,Card Game,"Hand Management, Trick-taking",,2015,7.1
Star Wars Trivia Game,Add a Brief Description,,,Cardinal,2.0,4.0,,,,8.0,1.0,72,30,Uncategorized,"Party Game, Trivia",,Movies: Star Wars,2015,4.5
TimeBomb II,Add a Brief Description,佐藤 雄介 (Yusuke Sato),,新ボードゲーム党 (New Board Game Party),4.0,6.0,1.0,30.0,15.5,,1.5,51,20,Uncategorized,,,Admin: Better Description Needed!,2015,6.0
