name,description,designer,artist,publisher,min_players,max_players,min_playtime,max_playtime,playing_time,min_age,complexity_rating,user_ratings,user_comments,type,category,mechanism,family,year,average_rating
Down in Flames: Dutch Harbor / Aleutians,Add a Brief Description,Roger Horky,"Dave Lawrence, Rodger B. MacGowan",GMT Games,2.0,2.0,,,,,2.0,7,2,Uncategorized,"Aviation / Flight, Card Game, Expansion for Base-game, Wargame, World War II",Campaign / Battle Card Driven,"Magazine: C3i, Players: Two Player Only Games, Series: Down in Flames (Dan Verssen)",2005,7.9
Buildingue,Add a Brief Description,Sylvain Ménager,,"(Self-Published), Prise de tête",2.0,2.0,5.0,5.0,5.0,6.0,,1,2,Uncategorized,Abstract Strategy,"Simultaneous Action Selection, Tile Placement","Components: Polyominoes, Players: Two Player Only Games",2013,9.0
Die verrückte Reise durch Niedersachsen,Add a Brief Description,Cebedeus,Cebedeus,CBD Spiele,2.0,6.0,40.0,40.0,40.0,8.0,,1,0,Uncategorized,"Dice, Spies/Secret Agents",Dice Rolling,"Country: Germany, Region: Lower Saxony (Germany), Series: Stop-Over (CBD games)",1991,3.0
Fields of Arle,"Construct dikes, drain bogs, harvest flax and tend to newborn animals in East Frisia.",Uwe Rosenberg,Dennis Lohausen,Feuerland Spiele + 5 more,1.0,2.0,60.0,120.0,90.0,13.0,3.86,11000,2000,Strategy,"Economic, Farming, Industry / Manufacturing","Automatic Resource Growth, Highest-Lowest Scoring, Income, Set Collection, Solo / Solitaire Game, + 3 more","Animals: Cattle / Cows, Animals: Horses, Animals: Sheep, Category: Combinatorial, Components: Meeples (Animal) / Animeeples, Components: Wooden pieces & boards, + 7 more",2014,8.0
Off the Dead: Chapitre 2 – Venice Beach brûle-t-il? – Promo Zombies,Add a Brief Description,Sylvain Dépré,"Ludovic Legrand, Paul Mafayon",Ludimaniac,1.0,4.0,45.0,45.0,45.0,10.0,2.0,10,2,Uncategorized,"Card Game, Expansion for Base-game, Zombies","Cooperative Game, Dice Rolling",,2013,7.4
Deal: American Dream,Add a Brief Description,Alejandro Vernaza,Guillaume Querré,Borderline Editions,3.0,6.0,90.0,90.0,90.0,16.0,2.67,86,29,Strategy,"Mafia, Negotiation, Territory Building, Wargame","Area Majority / Influence, Area Movement, Hand Management, Network and Route Building, Pick-up and Deliver, + 2 more",Crowdfunding: Kickstarter,2015,6.4
The Red Dragon Inn: Allies – Brother Bastian,Add a Brief Description,"Cliff Bohm, Jeff Morrow, Sam Waller",,SlugFest Games,2.0,5.0,45.0,45.0,45.0,13.0,2.0,225,46,Uncategorized,"Card Game, Expansion for Base-game, Fantasy, Humor, Medieval, Party Game","Betting and Bluffing, Hand Management, Player Elimination, Take That, Variable Player Powers",Game: The Red Dragon Inn,2014,7.8
Gaffes & Promises: WA Senate Re-Election,Add a Brief Description,Alex Vilagosh,,(Self-Published),2.0,6.0,20.0,20.0,20.0,8.0,2.0,1,2,Uncategorized,"Card Game, Expansion for Base-game, Political",Open Drafting,Political: Elections,2014,7.0
Deadzone: Nexus Psi – Campaign Book,Add a Brief Description,,,Mantic Games,2.0,4.0,60.0,60.0,60.0,12.0,3.0,23,5,Uncategorized,"Expansion for Base-game, Miniatures, Science Fiction, Wargame","Action Points, Dice Rolling, Grid Movement, Modular Board, Variable Phase Order, Variable Player Powers","Crowdfunding: Kickstarter, Setting: Warpath",2014,7.5
Comanchería: The Rise and Fall of the Comanche Empire,Play as the Comanche empire in this complex card-driven solitaire game.,Joel Toppen,"Donal Hegarty, Rodger B. MacGowan","Fox in the Box, GMT Games",1.0,1.0,60.0,360.0,210.0,14.0,4.15,671,324,Wargames,"American Indian Wars, American West, Post-Napoleonic, Wargame","Chit-Pull System, Dice Rolling, Open Drafting, Point to Point Movement, Simulation, Solo / Solitaire Game","Digital Implementations: VASSAL, Players: Games with Solitaire Rules, Players: Solitaire Only Games, Players: Solitaire Only Wargames, Players: Wargames with Solitaire Rules, Theme: Native Americans / First Peoples",2016,8.0
Walters Verjaardagsshow Spel,Add a Brief Description,(Uncredited),(Uncredited),Nicotoy,2.0,6.0,60.0,60.0,60.0,7.0,,6,4,Uncategorized,"Movies / TV / Radio theme, Party Game","Dice Rolling, Push Your Luck, Roll / Spin and Move",,1990,4.7
Grand Jeu de la Tour Eiffel,Add a Brief Description,(Uncredited),(Uncredited),"(Unknown), Pixi Paris",2.0,6.0,40.0,40.0,40.0,6.0,,1,0,Uncategorized,"Children's Game, Educational, Racing",Roll / Spin and Move,"Cities: Paris (France), Country: France",1889,5.0
Racławice/Maciejowice 1794,Add a Brief Description,Wojciech Zalewski,,Taktyka i Strategia,1.0,2.0,60.0,60.0,60.0,14.0,5.0,2,1,Uncategorized,"Age of Reason, Wargame",Hexagon Grid,"History: Polish uprisings – Russo-Polish Wars…, Series: Napoleon (Taktyka i Strategia)",2014,7.0
Space Frontier,Add a Brief Description,"Aaron Dona, John Mathison",Chris Pritchard,Freeze Dried Games,2.0,4.0,60.0,60.0,60.0,13.0,,1,3,Uncategorized,"Print & Play, Science Fiction, Space Exploration","Action Points, Area Majority / Influence, Modular Board","Category: Print-on-Demand, Crowdfunding: Kickstarter",2015,8.0
Puerto Rico: Expansion II – The Nobles,Add a Brief Description,Andreas Seyfarth,,"alea, Ravensburger, Rio Grande Games",2.0,5.0,90.0,90.0,90.0,12.0,3.25,366,120,Strategy,Expansion for Base-game,Variable Phase Order,"Digital Implementations: Board Game Arena, Game: Puerto Rico",2009,7.5
Teenage Mutant Ninja Turtles: Adventures Under Turtleopolis,Add a Brief Description,(Uncredited),(Uncredited),"(Self-Published), (Unknown)",2.0,4.0,45.0,45.0,45.0,,1.0,2,2,Uncategorized,"Animals, Children's Game, Movies / TV / Radio theme, Racing",Roll / Spin and Move,"Animals: Turtles, Comic Books: Teenage Mutant Ninja Turtles",1989,8.5
Penguin Smash,Add a Brief Description,Clara Chang,Clara Chang,ILY Games,3.0,7.0,20.0,20.0,20.0,6.0,1.0,2,1,Uncategorized,"Action / Dexterity, Animals, Children's Game, Party Game",Acting,Animals: Penguins,2014,7.0
Starbattles Center Ion Cathode Ships (Codex),Add a Brief Description,Perrin D. Tong,,FCS (Future Combat Simulations),2.0,4.0,,,,,,1,0,Uncategorized,"Expansion for Base-game, Science Fiction, Wargame",Hexagon Grid,,1985,9.0
Rycerze i Zamki,Add a Brief Description,Grzegorz Nawara,Maciej Szymanowicz,Egmont Polska,2.0,4.0,15.0,15.0,15.0,6.0,1.43,57,14,Uncategorized,"Bluffing, Card Game, Children's Game, Fighting, Medieval","Hand Management, Simultaneous Action Selection","Creatures: Dragons, Series: Dobra gra w dobrej cenie (Egmont Polska)",2014,5.5
Wiz-War: Bestial Forces,Add a Brief Description,"Nathan I. Hajek, Jay Little",,Fantasy Flight Games + 3 more,2.0,4.0,60.0,60.0,60.0,14.0,2.62,350,92,Uncategorized,"Expansion for Base-game, Fantasy, Fighting","Grid Movement, Hand Management, Modular Board, Player Elimination",,2014,7.9
What the Food?! Bonus Players,Add a Brief Description,Peter Vaughan,Peter Vaughan,Squirmy Beast,3.0,10.0,30.0,30.0,30.0,8.0,,2,1,Uncategorized,"Card Game, Expansion for Base-game, Fighting, Humor","Action Queue, Hand Management, Simultaneous Action Selection, Variable Phase Order","Crowdfunding: Kickstarter, Players: Expansions Changing Player Count, Theme: Food / Cooking",2013,7.8
What the Food?! “O Canada!”,Add a Brief Description,Peter Vaughan,Peter Vaughan,Squirmy Beast,3.0,8.0,30.0,30.0,30.0,8.0,,2,4,Uncategorized,"Card Game, Expansion for Base-game, Fighting, Humor","Action Queue, Hand Management, Simultaneous Action Selection, Variable Player Powers","Crowdfunding: Kickstarter, Theme: Food / Cooking",2013,6.8
Sails of Glory Ship Pack: HMS Queen Charlotte 1790 / HMS Ville de Paris 1795,Add a Brief Description,"Andrea Angiolino, Andrea Mainini","Fabio Maiorana, Francesco Mattioli",Ares Games,1.0,4.0,45.0,45.0,45.0,13.0,,21,5,Uncategorized,"Expansion for Base-game, Miniatures, Napoleonic, Nautical, Wargame","Action Queue, Player Elimination, Simulation, Simultaneous Action Selection",Game: Sails of Glory,2014,8.0
Sails of Glory Ship Pack: Imperial 1803 / Republique Francaise 1802,Add a Brief Description,"Andrea Angiolino, Andrea Mainini","Fabio Maiorana, Francesco Mattioli",Ares Games,1.0,4.0,45.0,45.0,45.0,13.0,,22,6,Uncategorized,"Expansion for Base-game, Miniatures, Napoleonic, Nautical, Wargame","Action Queue, Player Elimination, Simulation, Simultaneous Action Selection","Components: Miniatures, Game: Sails of Glory",2014,8.0
Sails of Glory Ship Pack: HMS Royal Sovereign 1786 / HMS Brittania 1762,Add a Brief Description,"Andrea Angiolino, Andrea Mainini","Fabio Maiorana, Francesco Mattioli",Ares Games,1.0,4.0,45.0,45.0,45.0,13.0,,28,7,Uncategorized,"Expansion for Base-game, Miniatures, Napoleonic, Nautical, Wargame","Action Queue, Player Elimination, Simulation, Simultaneous Action Selection",Game: Sails of Glory,2014,7.8
Sails of Glory Ship Pack: HMS Royal George 1788 / HMS Hibernia 1804,Add a Brief Description,"Andrea Angiolino, Andrea Mainini","Fabio Maiorana, Francesco Mattioli",Ares Games,1.0,4.0,45.0,45.0,45.0,13.0,,24,5,Uncategorized,"Expansion for Base-game, Miniatures, Napoleonic, Nautical, Wargame","Action Queue, Player Elimination, Simulation, Simultaneous Action Selection",Game: Sails of Glory,2014,8.1
Sails of Glory Ship Pack: Orient 1791 / L'Austerlitz 1808,Add a Brief Description,"Andrea Angiolino, Andrea Mainini","Dario Calì, Fabio Maiorana, Francesco Mattioli",Ares Games,1.0,4.0,45.0,45.0,45.0,13.0,,21,7,Uncategorized,"Expansion for Base-game, Miniatures, Napoleonic, Nautical, Wargame","Action Queue, Player Elimination, Simulation, Simultaneous Action Selection",Game: Sails of Glory,2014,8.0
Sails of Glory Ship Pack: HMS Sybille 1794 / HMS Amelia 1796,Add a Brief Description,"Andrea Angiolino, Andrea Mainini","Fabio Maiorana, Francesco Mattioli",Ares Games,1.0,4.0,45.0,45.0,45.0,13.0,,17,7,Uncategorized,"Expansion for Base-game, Miniatures, Napoleonic, Nautical, Wargame","Action Queue, Player Elimination, Simulation, Simultaneous Action Selection",Game: Sails of Glory,2014,7.7
Sails of Glory Ship Pack: Proserpine 1785 / Dryade 1783,Add a Brief Description,"Andrea Angiolino, Andrea Mainini","Fabio Maiorana, Francesco Mattioli",Ares Games,1.0,4.0,45.0,45.0,45.0,13.0,,20,7,Uncategorized,"Expansion for Base-game, Miniatures, Napoleonic, Nautical, Wargame","Action Queue, Player Elimination, Simulation, Simultaneous Action Selection",Game: Sails of Glory,2014,8.0
Sails of Glory Ship Pack: Montagne 1790 / Commerce de Marseille 1788,Add a Brief Description,"Andrea Angiolino, Andrea Mainini","Fabio Maiorana, Francesco Mattioli",Ares Games,1.0,4.0,45.0,45.0,45.0,13.0,,23,5,Uncategorized,"Expansion for Base-game, Miniatures, Napoleonic, Nautical, Wargame","Action Queue, Player Elimination, Simulation, Simultaneous Action Selection","Cities: Marseille (France), Game: Sails of Glory",2014,8.2
Sails of Glory Ship Pack: Carmagnole 1793 / Sibylle 1791,Add a Brief Description,"Andrea Angiolino, Andrea Mainini","Fabio Maiorana, Francesco Mattioli",Ares Games,1.0,4.0,45.0,45.0,45.0,13.0,,17,5,Uncategorized,"Expansion for Base-game, Miniatures, Napoleonic, Nautical, Wargame","Action Queue, Player Elimination, Simulation, Simultaneous Action Selection",Game: Sails of Glory,2014,8.1
Sails of Glory Ship Pack: Alligator 1782 / Le Fortune 1780,Add a Brief Description,"Andrea Angiolino, Andrea Mainini","Fabio Maiorana, Francesco Mattioli",Ares Games,1.0,4.0,45.0,45.0,45.0,13.0,,23,9,Uncategorized,"Expansion for Base-game, Miniatures, Napoleonic, Nautical, Wargame","Action Queue, Player Elimination, Simulation, Simultaneous Action Selection",Game: Sails of Glory,2014,8.1
Sails of Glory Ship Pack: HMS Swan 1767 / HMS Fairy 1778,Add a Brief Description,"Andrea Angiolino, Andrea Mainini","Fabio Maiorana, Francesco Mattioli",Ares Games,1.0,4.0,45.0,45.0,45.0,13.0,,25,7,Uncategorized,"Expansion for Base-game, Miniatures, Napoleonic, Nautical, Wargame","Action Queue, Player Elimination, Simulation, Simultaneous Action Selection",Game: Sails of Glory,2014,7.9
Sails of Glory Ship Pack: Thorn 1779 / USS Atlanta 1781,Add a Brief Description,"Andrea Angiolino, Andrea Mainini","Fabio Maiorana, Francesco Mattioli",Ares Games,1.0,4.0,45.0,45.0,45.0,13.0,,18,9,Uncategorized,"Expansion for Base-game, Miniatures, Napoleonic, Nautical, Wargame","Action Queue, Player Elimination, Simulation, Simultaneous Action Selection",Game: Sails of Glory,2014,7.4
Der Tiger und der Bär spielen Schnipp-Schnapp,Add a Brief Description,(Uncredited),Janosch,ASS Altenburger Spielkarten,2.0,6.0,20.0,20.0,20.0,4.0,,1,1,Uncategorized,"Card Game, Children's Game, Movies / TV / Radio theme, Novel-based","Deck, Bag, and Pool Building, Open Drafting, Set Collection",Traditional Card Games: Snap,1995,3.0
Konito? Musik,Add a Brief Description,Richard Champion,Igor Polouchine,IELLO,2.0,15.0,30.0,30.0,30.0,8.0,1.0,5,1,Uncategorized,"Music, Trivia",Modular Board,,2014,5.4
Kłuszyn 1610,Add a Brief Description,Wojciech Zalewski,,Taktyka i Strategia,2.0,3.0,,,,14.0,,6,6,Uncategorized,"Pike and Shot, Wargame",Hexagon Grid,"Country: Russia, History: Time of Troubles (Russia), Series: Husaria (Taktyka i Strategia)",2014,6.8
Bitwy XXI Wieku,Add a Brief Description,Wojciech Zalewski,,Taktyka i Strategia,1.0,4.0,,,,14.0,3.25,33,13,Wargames,"Modern Warfare, Wargame","Dice Rolling, Grid Movement, Hexagon Grid, Simulation","History: Iraq War, History: Russo-Ukrainian War, Series: 21st Century Battles (Taktyka i Strategia), Theme: Alternate History",2014,5.2
Survival!,A struggle to survive after a crash landing on a remote planet.,Bob McWilliams,Bob McWilliams,Games Workshop Ltd.,1.0,6.0,30.0,30.0,30.0,8.0,,4,2,Uncategorized,Science Fiction,Hexagon Grid,Magazine: White Dwarf,1980,5.5
Le Truc le +,Add a Brief Description,Maxime Rambourg,,IELLO,3.0,8.0,20.0,20.0,20.0,8.0,,22,2,Uncategorized,"Card Game, Humor, Party Game","Simultaneous Action Selection, Voting",,2014,6.0
Immunity,Add a Brief Description,,,(Self-Published),2.0,5.0,55.0,55.0,55.0,14.0,,3,0,Uncategorized,"Card Game, Medical",Player Elimination,"Admin: Better Description Needed!, Crowdfunding: Verkami, Medical: Diseases",2022,3.7
Copy Catwalk,Add a Brief Description,Clara Chang,Clara Chang,ILY Games,3.0,6.0,20.0,20.0,20.0,6.0,2.0,3,2,Uncategorized,"Animals, Children's Game, Deduction",Hand Management,"Animals: Cats, Components: Meeples (Animal) / Animeeples, Theme: Fashion",2014,7.0
Explore The World,Add a Brief Description,(Uncredited),(Uncredited),Outset Media,2.0,6.0,30.0,30.0,30.0,7.0,,3,1,Uncategorized,"Children's Game, Educational, Travel, Trivia","Acting, Roll / Spin and Move",,2014,5.0
Deluxe Battleship Movie Edition,Add a Brief Description,Dustin DePenning,,"Hasbro, Milton Bradley",1.0,2.0,,,,8.0,2.0,28,6,Uncategorized,"Deduction, Electronic, Nautical",,Game: Battleship,2006,6.1
Rive,Four factions battle for the birthplace of all life.,"Shayne Bundus, Matthew Dawson, Curtis Wooldridge",Nicholas Mueller,Panda Game Manufacturing (PandaGM),2.0,4.0,30.0,30.0,30.0,13.0,,3,1,Uncategorized,"Card Game, Science Fiction",,"Admin: Unreleased Games, Crowdfunding: Kickstarter",2014,5.5
