name,description,designer,artist,publisher,min_players,max_players,min_playtime,max_playtime,playing_time,min_age,complexity_rating,user_ratings,user_comments,type,category,mechanism,family,year,average_rating
Ultimate Werewolf: Bonus Roles,More than 45 new roles for Ultimate Werewolf.,Ted Alspach,Christine Mitzuk,Bézier Games,5.0,99.0,30.0,60.0,45.0,14.0,,18,11,Uncategorized,"Expansion for Base-game, + 6 more","Player Elimination, Role Playing, Team-Based Game, Traitor Game, Variable Player Powers, + 2 more","Creatures: Fairies / Elves / Pixies, Game: Werewolf / Mafia",2021,8.7
Brainwave Painters: Earthlings vs Aliens Expansion,You'll become a Wave Interceptor to find where the rare Energy crystals.,"陳亭聿 ( GingerGinger ), 陳柏諭 ( TaroTaro )",陳柏諭 ( TaroTaro ),Maddish Island,3.0,13.0,15.0,65.0,40.0,8.0,,3,0,Uncategorized,"Expansion for Base-game, Fantasy, Real-time","Action Timer, Cooperative Game","Creatures: Aliens / Extraterrestrials, Players: Expansions Changing Player Count",2021,8.3
Ultimate Werewolf: Pro,50 new Pro-level roles and rules for Ultimate Werewolf.,"Ted Alspach, Aaron Newman",Simon Aan,Bézier Games,5.0,99.0,30.0,60.0,45.0,14.0,,15,12,Uncategorized,Expansion for Base-game,"Role Playing, Traitor Game",Game: Werewolf / Mafia,2021,8.8
Dragon Inferno,Expand your kingdom but beware of dragons!,"Alain Brobecker, Rein Lambrichts",,"IUVI Games, Smart Toys and Games, Inc.",2.0,2.0,10.0,20.0,15.0,7.0,,24,9,Uncategorized,"Abstract Strategy, Children's Game","Area Majority / Influence, Enclosure, Tile Placement","Creatures: Dragons, Players: Two Player Only Games",2021,6.4
Into the Blue,Team of divers try to bring treasures to the surface.,Reiner Knizia,Alain Boyer,Funnyfox + 1 more,2.0,5.0,15.0,25.0,20.0,8.0,1.13,251,60,Family,"Dice, Nautical","Area Majority / Influence, Dice Rolling, Push Your Luck, Re-rolling and Locking","Animals: Coral / Jellyfish / Anemones, Animals: Fish / Fishes, Animals: Octopuses, Components: Dice with Icons, Theme: Treasure Diving, Theme: Under the Sea",2021,6.6
Ça suffit !,A revenge for the dunces !,Alexandre Poyé,Fabrice mosca,"Don't Panic Games, Giochi Uniti",4.0,8.0,15.0,15.0,15.0,10.0,,9,7,Uncategorized,"Card Game, Children's Game, Humor",,"Admin: Better Description Needed!, Admin: Upcoming Releases",2022,7.8
Super Kawaii Pets,A card game about making pets happy.,William Cavaglieri,"Pit Baldriz, Sabine Machaczek","Last Level, Studio Supernova + 1 more",2.0,4.0,10.0,20.0,15.0,8.0,1.33,57,10,Uncategorized,"Animals, Card Game","Market, Set Collection",Admin: Upcoming Releases,2022,6.9
Mix Tape,"Record songs, write notes, and play your songs to your crush.",Rob Newton,James Churchill,Talon Strikes Studios LLC,2.0,4.0,30.0,45.0,37.5,10.0,,1,1,Uncategorized,Music,"Action/Event, Set Collection",Admin: Upcoming Releases,2022,10.0
The Last Doge,Explore the dangerous ruins of post-apocalyptic Venice to bring back its treasure!,Gaël de Robien,Martin Mottet,Don't Panic Games,2.0,5.0,30.0,45.0,37.5,14.0,,8,6,Uncategorized,"Exploration, Fantasy","Hand Management, Memory, Variable Player Powers","Admin: Better Description Needed!, Admin: Upcoming Releases, Category: Dungeon Crawler, Cities: Venice (Veneto, Italy), Theme: Post-Apocalyptic",2022,7.9
Munchkin Petting Zoo,Add new animals to your games of Munchkin.,Devin Lewis,Katie Cook,Steve Jackson Games,3.0,6.0,60.0,120.0,90.0,10.0,,5,3,Uncategorized,"Expansion for Base-game, + 4 more","Dice Rolling, Hand Management, Trading, Variable Player Powers","Creatures: Dragons, Game: Munchkin",2022,7.4
Azul: Queen's Garden,Create the perfect garden patterns for Queen Maria of Aragon.,Michael Kiesling,Chris Quilliams,Next Move Games + 12 more,2.0,4.0,45.0,60.0,52.5,10.0,2.96,4000,648,Abstract,"Abstract Strategy, Puzzle, Renaissance","End Game Bonuses, Pattern Building, Set Collection, Tile Placement, Turn Order: Claim Action","Country: Portugal, Game: Azul, Theme: Art",2021,7.5
SOURCE,"Save the innocent, defeat the agents and the betrayer, finally enter to the SOURCE.","József Csirke, Tamás Ráki",Buzzkill,"(Self-Published), Animus Magnus Games",1.0,6.0,60.0,180.0,120.0,12.0,,1,0,Uncategorized,"Adventure, Card Game, Dice, Exploration, Fighting, + 2 more","Action/Event, Area Movement, Command Cards, Cooperative Game, Deck Construction, + 13 more","Admin: Upcoming Releases, Crowdfunding: Gamefound, Crowdfunding: Kickstarter, Players: Games with Solitaire Rules, Theme: Cyberpunk",2022,10.0
Motamo Junior,Team work together to guess major number of cards with only one word.,Babayaga,Marion Billet,Djeco,4.0,6.0,10.0,15.0,12.5,5.0,,2,2,Uncategorized,"Children's Game, Word Game","Communication Limits, Deduction",,2021,4.5
Glücksgriff,Decrease the cards in your hand faster than your opponent to make a lucky strike,,,(Self-Published),2.0,5.0,15.0,30.0,22.5,12.0,,9,1,Uncategorized,Card Game,"Hand Management, Score-and-Reset Game",Card Games: Shedding / Stops,2021,5.3
The Warriors: Come Out to Play,Re-live the action of the 70s cult classic film in this rowdy co-operative game.,Prospero Hall,Henning Ludvigsen,Funko Games,2.0,4.0,45.0,45.0,45.0,13.0,2.1,135,39,Uncategorized,"Fighting, Movies / TV / Radio theme","Card Play Conflict Resolution, Cooperative Game, Point to Point Movement","Cities: New York (New York, USA)",2022,6.9
Stargrave: Quarantine 37,Discovering wealth and terror in an abandoned space station.,Joseph McCullough,"Helge C. Balzer, Michele Giorgi, Sam Lamont",Osprey Games,1.0,4.0,60.0,60.0,60.0,13.0,,25,4,Uncategorized,"Expansion for Base-game, Miniatures, Science Fiction, Wargame, Zombies","Dice Rolling, Role Playing, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Variable Phase Order",Game: Stargrave,2021,8.0
The Walking Dead: Call to Arms – Woodbury Army Faction Pack,The vicious Woodbury faction comes to Call of Arms.,Mark Latham,"Juan Diego Dianderas, Andrew Walsh",Mantic Games,2.0,2.0,,,,,,1,0,Uncategorized,"Expansion for Base-game, + 2 more",Dice Rolling,"Comic Books: The Walking Dead, Game: The Walking Dead – All Out War, Players: Wargames with Rules Supporting Only Two…",2019,10.0
TV's Famous Sherlock Holmes Game: Capture,Very fun and unpredictable! May take hours to score 100 points.,,,"Geo. E. Mousley, Inc",2.0,99.0,60.0,60.0,60.0,8.0,,1,0,Uncategorized,Action / Dexterity,Variable Set-up,Books: Sherlock Holmes,1956,10.0
Animal Warrior: Juego de cartas,Two races of warriors face off.,Jhon Cardenas,Jhon Cardenas,Creo mi Juego,2.0,4.0,45.0,90.0,67.5,12.0,,1,1,Uncategorized,"Action / Dexterity, Animals, Card Game, Fantasy","Card Play Conflict Resolution, Command Cards, Open Drafting, Set Collection, Variable Player Powers",,2019,5.0
Strand unter,Collect shells and build sandcastles before the tide comes in.,Christian Raczek,Dennis Lohausen,Zoch Verlag,2.0,4.0,45.0,45.0,45.0,8.0,2.0,34,10,Uncategorized,"Abstract Strategy, Adventure, Nautical","Matching, Pattern Building, Set Collection, Simultaneous Action Selection, Three Dimensional Movement",Digital Implementations: Tabletopia,2021,7.2
Kings & Creatures,"Collect kings, heroes and creatures - the greedier, the worse.",Nicko Böhnke,Stephan Lorenz,Zoch Verlag,2.0,6.0,30.0,30.0,30.0,10.0,2.67,75,15,Uncategorized,"Abstract Strategy, Animals, Fantasy, Mythology","Card Play Conflict Resolution, Hand Management",Digital Implementations: Tabletopia,2021,6.8
BIGFOOT: Roll & Smash,Compete to be the best driver on the Bigfoot team!,"Rob Huber, Brendan Riley",Hoseh Esquivel,"XYZ Game Labs, Inc",1.0,4.0,45.0,75.0,60.0,8.0,2.0,18,8,Uncategorized,"Dice, Puzzle, Transportation","Programmed Movement, Re-rolling and Locking, Solo / Solitaire Game","Admin: Upcoming Releases, Players: Games with Solitaire Rules, Theme: Trucks",2022,7.3
Kipp mir Saures,Fill tubes with cubes until they tip over and it rains candy!,Emmanuel Albisser,Folko Streese,Zoch Verlag,2.0,4.0,45.0,45.0,45.0,8.0,1.0,44,9,Uncategorized,"Abstract Strategy, Action / Dexterity, Adventure, Dice, Economic","Dice Rolling, Different Dice Movement, Market, Memory, Pick-up and Deliver, + 4 more",,2021,6.2
The Dilemmas Game,Players compete to give the best advice for everyday moral dilemmas.,,,The School of Life,3.0,12.0,30.0,30.0,30.0,18.0,,2,0,Uncategorized,"Card Game, Mature / Adult",Player Judge,,2020,4.0
HARDCODED,"A fairly unique, compact and elegant way to secretly program your sequence of moves",Matthew Bishop,Matthew Bishop,(Web published),1.0,4.0,10.0,30.0,20.0,10.0,,1,4,Uncategorized,"Dice, Fighting, Print & Play","Dice Rolling, Grid Movement, Modular Board, Solo / Solitaire Game, Take That, + 2 more","Contests: 9 Card Nanogame PnP, Players: Games with Solitaire Rules",2018,7.0
Oh My Ring!,Be agile and fast to recreate the right combination with your colored rings.,Olivier Mahy,,Helvetiq,2.0,4.0,15.0,15.0,15.0,10.0,,6,6,Uncategorized,"Action / Dexterity, Children's Game, Party Game",,,2022,7.3
Deck the Halls,"Work together, not against each other, to get the house decked in time for Christmas.",Tai Koch,Michael Garland,Abbanuach,2.0,6.0,60.0,70.0,65.0,9.0,,19,8,Uncategorized,"Party Game, Puzzle",Dice Rolling,"Crowdfunding: Kickstarter, Holidays: Christmas",2021,7.3
Get on Board: New York & London,Try to create the best bus line in this flip-and-write game.,Saashi,Monsieur Z,IELLO + 10 more,2.0,5.0,30.0,30.0,30.0,8.0,1.93,2300,341,Family,Transportation,"Bingo, Connections, Line Drawing, Network and Route Building, Paper-and-Pencil, Race","Cities: London (England, UK), Cities: New York (New York, USA), Crowdfunding: Zeczec, Digital Implementations: Board Game Arena, Mechanism: Flip-and-Write",2022,7.0
Arturo: un compleanno da paura,A spooktacular game.,Mario Papini,Guido Favaro,Ergo Ludo Editions,2.0,5.0,15.0,30.0,22.5,12.0,,18,1,Uncategorized,Card Game,"Memory, Set Collection","Admin: Better Description Needed!, Theme: Birthdays",2021,6.8
Sagrada: Promo 8 – Apollo/Godfather Window Pattern Card,A promo card showing a new pattern.,,,Floodgate Games,2.0,6.0,30.0,45.0,37.5,10.0,,17,13,Uncategorized,Expansion for Base-game,,Game: Sagrada,2020,7.6
Rise: Mafia Empire,Fight rival mafia families in this very dynamic and action packed card game.,Eric D. Brown,Eric D. Brown,Sideshow Games,2.0,4.0,30.0,90.0,60.0,13.0,,1,0,Uncategorized,"Card Game, City Building, Dice, Mafia","Action Points, Card Play Conflict Resolution, Critical Hits and Failures, Dice Rolling, Income, + 2 more","Category: Print-on-Demand, Theme: Mystery / Crime",2021,6.0
Thieves,Thieve all the gold you can in the streets of a victorian England.,Eric D. Brown,Eric D. Brown,Sideshow Games,3.0,6.0,20.0,40.0,30.0,7.0,,1,0,Uncategorized,"Action / Dexterity, Adventure, Card Game, Print & Play","Campaign / Battle Card Driven, Card Play Conflict Resolution, Kill Steal, Lose a Turn","Admin: Better Description Needed!, Category: Print-on-Demand, Cities: London (England, UK), Theme: Mystery / Crime",2019,5.0
Sriracha: The Game,Collect hot and spicy cards and slap the deck to beat your opponents.,,,DSS Games,2.0,4.0,10.0,15.0,12.5,7.0,1.0,35,16,Uncategorized,"Action / Dexterity, Card Game",Set Collection,"Brands: Groceries, Theme: Food / Cooking, Traditional Card Games: Snap",2021,5.5
Legacy of Atmos: The Tellus Crusade,Astro steampunk and whimsical forest creatures clash in this miniature skirmish game.,Taylor Harvey,,D6 Vault Studios + 1 more,2.0,4.0,60.0,120.0,90.0,13.0,,4,2,Uncategorized,"Card Game, Dice, Fantasy, Miniatures, Print & Play","Action Points, Card Play Conflict Resolution, Deck Construction, Dice Rolling, Tug of War","Admin: Upcoming Releases, Crowdfunding: Kickstarter",2022,9.5
Elementa Arcanum,Wizards battle each other to reach galactic supremacy using the 4 elements.,John Cymerman,,Prima Board Games,1.0,6.0,30.0,180.0,105.0,8.0,2.0,4,1,Uncategorized,"Abstract Strategy, Card Game","Deck, Bag, and Pool Building, Rock-Paper-Scissors, Solo / Solitaire Game, Team-Based Game, Tug of War, Victory Points as a Resource","Admin: Upcoming Releases, Crowdfunding: Kickstarter",2022,5.6
Relick TCG,Retro video game themed card game.,Fuyuhiro Gushiken,Fuyuhiro Gushiken,(Self-Published),2.0,4.0,20.0,90.0,55.0,7.0,2.5,5,3,Uncategorized,"Action / Dexterity, Adventure, Card Game, Collectible Components, Comic Book / Strip, + 5 more","Card Play Conflict Resolution, Deck Construction, Dice Rolling, Hand Management, Interrupts, Take That","Category: Two Player Fighting Games, Collectible: Collectible Card Games, Players: Two Player Only Games, Theme: Anime / Manga",2020,9.0
The Walking Dead: Call to Arms – Rick's Group Faction Pack,Rick's group struggles to survive in Call to Arms.,Mark Latham,"Juan Diego Dianderas, Andrew Walsh",Mantic Games,2.0,2.0,,,,,,1,1,Uncategorized,"Expansion for Base-game, + 5 more",Dice Rolling,"Comic Books: The Walking Dead, Game: The Walking Dead – All Out War, Players: Wargames with Rules Supporting Only Two…",2019,10.0
ALFA-TAU,A simulation of the clashes for the control of a sea zone.,Giovanni Saladino,Giovanni Saladino,Ugo Mursia Editore (Mursia),2.0,10.0,180.0,500.0,340.0,10.0,3.5,3,3,Wargames,"Aviation / Flight, Modern Warfare, Nautical, Wargame","Dice Rolling, Grid Movement, Movement Points, Simulation, Square Grid, Variable Set-up",Decades: The 1970's,1982,8.7
The Russian Revolutions: 1914-21,Factions fight for political and military dominance in revolutionary Russia.,Jeff Meadowcroft,,(Looking for a publisher),1.0,5.0,360.0,2400.0,1380.0,16.0,,2,1,"Strategy,  Wargames","Civil War, Political, Print & Play, Wargame, World War I","Action Points, Area Majority / Influence, Chit-Pull System, Events, Point to Point Movement, Solo / Solitaire Game","Admin: Upcoming Releases, History: Russian Civil War, Players: Wargames with Solitaire Rules",2021,8.5
The Walking Dead: Call to Arms – Prisoner Booster Pack,Prisoner characters can support Rick's group or the Governor's forces.,Mark Latham,"Juan Diego Dianderas, Andrew Walsh",Mantic Games,2.0,2.0,,,,,,1,0,Uncategorized,"Expansion for Base-game, + 5 more",Dice Rolling,"Comic Books: The Walking Dead, Game: The Walking Dead – All Out War, Players: Wargames with Rules Supporting Only Two…",2019,10.0
Kohaku: Sundials Expansion,New sundial tiles introduce additional tile placement challenges.,Danny Devine,Danny Devine,"25th Century Games, Gold Seal Games",2.0,4.0,30.0,45.0,37.5,10.0,1.0,19,10,Uncategorized,"Expansion for Base-game, + 2 more","Closed Drafting, End Game Bonuses, Tile Placement",,2021,8.2
Lost Empires: Crown of Ashes,The head-to-head battle for control of planet 581 just got bigger!,Brad Pye,Ryan Pye,Kolossal Games,1.0,4.0,30.0,45.0,37.5,14.0,,17,6,Uncategorized,"Expansion for Base-game, + 3 more",Deck Construction,Players: Expansions Changing Player Count,2022,8.1
Lost Empires: Solo Mode,Can you defeat the AI in this head-to-head battle for control of planet 581?,Brad Pye,Ryan Pye,Kolossal Games,1.0,1.0,30.0,45.0,37.5,14.0,,8,0,Uncategorized,"Expansion for Base-game, + 3 more","Deck Construction, Solo / Solitaire Game","Admin: Upcoming Releases, Crowdfunding: Kickstarter, Players: Games with Solitaire Rules",2022,8.1
Fave Game: Classic Version,How well do you know everyone at the table? Can they guess your favourite things?,"(Uncredited), Simon Filice",,Fave Game Company,2.0,15.0,15.0,30.0,22.5,18.0,1.0,1,0,Uncategorized,"Card Game, Humor, Mature / Adult, Party Game, Print & Play","Player Judge, Simultaneous Action Selection","Category: Print-on-Demand, Mechanism: Judging Games",2017,10.0
"18 Holes: Putting, Wind and Coastlines","Tame the wind, rugged coastlines and read the greens in this expansions for 18 Holes.",Ryan Boucher,Josh Sacco,Seabrook Studios,1.0,5.0,45.0,60.0,52.5,14.0,2.0,19,16,Uncategorized,"Expansion for Base-game, Sports","Dice Rolling, Hand Management, Modular Board, Open Drafting, Push Your Luck, + 3 more",Sports: Golf,2022,7.6
Lady's Choice,"Set in 1890s London, a game about choosing which other player to marry.",Jon Chambers,Matthew King,ChoiceGames,2.0,6.0,10.0,30.0,20.0,13.0,1.33,62,32,Uncategorized,Card Game,"Betting and Bluffing, Deduction, Score-and-Reset Game, Turn Order: Progressive","Admin: Upcoming Releases, Crowdfunding: Kickstarter, Digital Implementations: Board Game Arena, Digital Implementations: Tabletopia",2022,4.6
Utmost Savagery,Conquer Peleliu area by area in a solo setting against a relentless enemy.,Steven Cunliffe,Mark Mahaffey,"Against the Odds, LPS, Inc.",1.0,1.0,60.0,90.0,75.0,14.0,,9,5,Wargames,"Wargame, World War II",Area Movement,"Islands: Palau, Magazine: Against The Odds, Players: Solitaire Only Wargames, Region: Pacific Ocean",2015,6.8
Given Up for Dead,Hold out in the face of an overwhelming force at the Alamo of the Pacific in WWII.,Steven Cunliffe,Mark Mahaffey,"Against the Odds, LPS, Inc.",1.0,1.0,30.0,60.0,45.0,14.0,,8,5,Wargames,"Wargame, World War II",Area Movement,"Islands: Wake, Magazine: Against The Odds, Players: Solitaire Only Wargames",2015,7.1
Star Wars: Outer Rim – Unfinished Business,More characters enjoy new encounters in this race for fame across the Outer Rim.,"Tony Fanchi, Corey Konieczka",,Fantasy Flight Games + 2 more,1.0,4.0,120.0,180.0,150.0,14.0,2.73,1600,283,Thematic,"Expansion for Base-game, + 5 more","Dice Rolling, Modular Board, Pick-up and Deliver, Trading, Variable Player Powers","Mechanism: Artificial Player, Movies: Star Wars, Players: Games with Solitaire Rules",2022,8.6
Pralinen für dich: Das Spiel für clevere Naschkatzen,The best alternative to chocolates gifts.,Katrin Abfalter,,Riva,2.0,4.0,30.0,30.0,30.0,8.0,,1,0,Uncategorized,"Card Game, Party Game",Pattern Building,Food & Drink: Cookies,2020,6.0
Rugby 15,A fun rugby card game.,Didier Dincher,,Don't Panic Games,1.0,4.0,15.0,25.0,20.0,8.0,1.0,3,1,Uncategorized,"Card Game, Sports","Betting and Bluffing, Hand Management, Move Through Deck, Open Drafting, Rock-Paper-Scissors","Card Games: Draw and Discard, Players: Games with Solitaire Rules, Sports: Rugby",2019,6.3
18 Holes: Course Architect,Deal with the whims of the course planning commitee and design the best golf course.,Ryan Boucher,Josh Sacco,Seabrook Studios,1.0,18.0,20.0,30.0,25.0,10.0,2.0,28,14,Uncategorized,"Dice, Sports","Dice Rolling, Hidden Victory Points, Paper-and-Pencil, Square Grid","Mechanism: Roll-and-Write, Sports: Golf",2022,6.4
Super-Chance,A racing game with traffic education.,,,"BMW AG, Ravensburger",2.0,4.0,,,,6.0,,1,1,Uncategorized,"Children's Game, Dice, Racing","Events, Roll / Spin and Move, Track Movement",,1994,9.0
Secret Identity,The players must guess the hidden identity.,"Johan Benvenuto, Alexandre Droit, Kévin Jost, Bertrand Roux",Alain Boyer,Funnyfox + 8 more,3.0,8.0,20.0,40.0,30.0,10.0,1.14,524,58,Party,"Deduction, Party Game","Connections, Deduction, Hidden Roles, Voting",Admin: Upcoming Releases,2022,7.3
Galaxy Trucker: Rough Roads Mini-Expansion,"Cards make the base game tougher, wilder, and more unpredictably fun!",Vlaada Chvátil,,Czech Games Edition,2.0,4.0,30.0,60.0,45.0,8.0,,13,7,Uncategorized,"Adventure, Dice, Expansion for Base-game, Humor, Party Game, + 3 more","Critical Hits and Failures, Dice Rolling, Move Through Deck, Track Movement, Variable Set-up","Components: Digital Hybrid – App/Website Required, Game: Galaxy trucker",2021,7.2
Star Trek: Missions,"Construct the best hand and explore new worlds, one card at a time!",Bruce Glassco,"Richard (Errick) Dadisman, Renee Lasater, Daniel Solis",WizKids (I) + 2 more,2.0,6.0,20.0,20.0,20.0,14.0,1.92,453,117,Uncategorized,"Card Game, Movies / TV / Radio theme, Science Fiction","Open Drafting, Set Collection","TV Shows: Star Trek (various), Versions & Editions: Versions with IP after the…",2022,6.8
"Warhammer 40,000 (Ninth Edition): Codex – Orks","Providing the rules required to play Orks in Warhammer 40,000 (Ninth Edition)",,,Games Workshop Ltd.,2.0,2.0,120.0,240.0,180.0,,,7,0,Uncategorized,"Expansion for Base-game, + 4 more","Dice Rolling, Measurement Movement, Scenario / Mission / Campaign Game, Variable Player Powers","Game: Warhammer 40,000 (Ninth Edition), Setting: Warhammer 40,000 Wargames",2021,8.3
Chronicles of Avel,Team up and fight together to save magical land of Avel.,Przemek Wojtkowiak,Bartłomiej Kordowski,"Rebel Sp. z o.o., Rebel Studio + 2 more",1.0,4.0,60.0,90.0,75.0,8.0,1.97,1700,334,"Children's,  Family","Children's Game, Exploration, Fantasy","Cooperative Game, Dice Rolling, Die Icon Resolution, Hexagon Grid, Modular Board, Solo / Solitaire Game","Category: Dungeon Crawler, Game: Chronicles of Avel, Players: Games with Solitaire Rules",2021,7.7
The Green Hell of Inor,"Battle across the forested hills of Inor, France as the Germans invade in May, 1940.","Lionel Colin, Xavier Vitry",Ramiro Bujeiro,Le Franc-Tireur,1.0,2.0,,,,14.0,4.0,11,6,Uncategorized,"Wargame, World War II","Dice Rolling, Hexagon Grid, Line of Sight, Movement Points, Ratio / Combat Results Table, Scenario / Mission / Campaign Game",Game: Advanced Squad Leader,2021,8.5
St Patrick,Insure yourself against damage before playing out card tricks.,"Haig Tahta, Sacha Tahta Alexander","Bastien Jez, Yan Moussu","La Mame Games, Matagot + 1 more",3.0,4.0,20.0,40.0,30.0,10.0,1.25,215,81,Uncategorized,"Card Game, Religious","Auction/Bidding, Push Your Luck, Trick-taking",Animals: Snakes,2021,6.8
Dinner in Paris: Battle of the Chefs,"In a square in constant turmoil, players have to build the best restaurant in Paris.",The Trolls,Alain Boyer,"Funnyfox, Hachette Boardgames UK",2.0,4.0,30.0,50.0,40.0,10.0,,22,8,Uncategorized,"Expansion for Base-game, + 2 more","Area Majority / Influence, Hand Management, Race",Theme: Food / Cooking,2021,7.5
Arkham Horror: The Card Game – Machinations Through Time: Scenario Pack,Investigate in the city of Arkham in different time periods.,,,Fantasy Flight Games + 3 more,1.0,2.0,60.0,120.0,90.0,14.0,4.0,224,83,Uncategorized,"Expansion for Base-game, + 3 more",,"Collectible: Living Card Game (Fantasy Flight…, Game: Arkham Horror – The Card Game, Series: Arkham Horror Files (Fantasy Flight Games), Theme: Cthulhu Mythos, Theme: Time Travel",2022,8.3
