name,description,designer,artist,publisher,min_players,max_players,min_playtime,max_playtime,playing_time,min_age,complexity_rating,user_ratings,user_comments,type,category,mechanism,family,year,average_rating
Jeane Dixon's Game of Destiny,Add a Brief Description,(Uncredited),,Milton Bradley,2.0,4.0,,,,,4.0,1,2,Uncategorized,,,,1968,6.0
King Kong Game,Add a Brief Description,(Uncredited),,Milton Bradley,2.0,4.0,,,,5.0,,1,1,Uncategorized,"Children's Game, Movies / TV / Radio theme",Roll / Spin and Move,"Animals: Apes / Monkeys, Creatures: Monsters",1966,7.0
The Merry Circus Game,Add a Brief Description,(Uncredited),(Uncredited),Milton Bradley,2.0,4.0,20.0,20.0,20.0,5.0,,1,3,Uncategorized,"Children's Game, Racing",Roll / Spin and Move,Theme: Circus,1954,2.0
All the King's Horses,Add a Brief Description,John Conway,,(Web published),2.0,2.0,30.0,30.0,30.0,,2.0,3,3,Abstract,"Abstract Strategy, Animals, Farming",Point to Point Movement,"Animals: Horses, Players: Two Player Only Games",1976,3.0
Anansi,Add a Brief Description,Daniel Solis,,(Web published),2.0,4.0,30.0,30.0,30.0,,,2,1,Abstract,Abstract Strategy,Pattern Building,Components: 13 x 13 Grids,2005,6.0
Mr. Kongo,Add a Brief Description,Maureen Hiron,,Schmidt Spiele,3.0,6.0,30.0,30.0,30.0,,2.0,10,6,Uncategorized,Card Game,Hand Management,Animals: Apes / Monkeys,2007,4.9
Annuvin,Add a Brief Description,Jeff Roy,,(Web published),2.0,2.0,30.0,30.0,30.0,,2.0,4,2,Abstract,Abstract Strategy,,Players: Two Player Only Games,2001,6.0
369,Add a Brief Description,Paul Townsend,,(Web published),2.0,2.0,30.0,30.0,30.0,,1.5,5,4,Abstract,Abstract Strategy,Pattern Building,"Admin: Better Description Needed!, Components: 9 x 9 Grids, Digital Implementations: Super Duper Games, Players: Two Player Only Games",1995,3.1
4D Tic-Tac-Toe,Add a Brief Description,Sean Bridges,,"(Web published), Zillions of Games",2.0,2.0,30.0,30.0,30.0,,,4,2,Abstract,Abstract Strategy,Pattern Building,"Category: n in a row, Components: 9 x 9 Grids, Players: Two Player Only Games",1998,5.4
Manimals: Dinos 1,Add a Brief Description,Bernhard Naegele,Dennis Lohausen,Adlung-Spiele + 1 more,2.0,6.0,20.0,20.0,20.0,6.0,1.0,41,15,Uncategorized,"Animals, Card Game, Children's Game, Educational, Real-time",Open Drafting,Animals: Dinosaurs,2007,6.3
Manchester,Add a Brief Description,David G. Watts,Wallace Nicoll,Rostherne Games,2.0,2.0,30.0,30.0,30.0,,,5,4,Abstract,Abstract Strategy,,"Components: 6 x 6 Grids, Country: England, Players: Two Player Only Games",1991,5.4
Whozat,Add a Brief Description,(Uncredited),Marshall Jay Kaplan,"Giochi Preziosi, IRWIN Games",2.0,6.0,60.0,60.0,60.0,,,2,2,Uncategorized,"Humor, Racing, Trivia","Paper-and-Pencil, Pattern Recognition",,1991,4.5
Alchemy ICE,Add a Brief Description,Olle Johansson,,(Web published),2.0,6.0,30.0,30.0,30.0,,,1,1,Abstract,Abstract Strategy,Pattern Building,"Components: Looney Pyramid Games, Theme: Alchemy",2006,6.0
Antshouse,Add a Brief Description,"Martin Ackerfors, Olle Johansson",,(Web published),2.0,4.0,20.0,20.0,20.0,,,1,1,Abstract,"Abstract Strategy, Animals",,"Animals: Ants, Components: Looney Pyramid Games",2004,6.0
Duel in the Dark: 3-5 Player Variant,Add a Brief Description,"Friedemann de Pedro, Michael Koznarsky",Friedemann de Pedro,"Pilot Games, Z-Man Games",3.0,5.0,45.0,45.0,45.0,,2.5,47,33,Wargames,"Aviation / Flight, Expansion for Base-game, Wargame, World War II",Secret Unit Deployment,"Game: Duel in the Dark, Players: Expansions Changing Player Count",2007,6.4
Rubik's Revolution,Add a Brief Description,(Uncredited),,"Super Impulse, Techno Source, Winning Moves France",1.0,6.0,15.0,15.0,15.0,,1.63,43,17,Uncategorized,"Action / Dexterity, Electronic, Memory",Memory,Theme: Rubik's Cube,2006,4.9
Duel in the Dark: British Searchlight,Add a Brief Description,Friedemann de Pedro,Friedemann de Pedro,"Pilot Games, Z-Man Games",1.0,2.0,45.0,45.0,45.0,,2.33,45,34,Wargames,"Aviation / Flight, Expansion for Base-game, Wargame, World War II",Secret Unit Deployment,Game: Duel in the Dark,2007,6.6
Smugglers: A Family Friendly Strategy Game,Add a Brief Description,Phil Tasto,Michael Spahitz,"BoardGameDesign.com, MJS Creations",2.0,5.0,90.0,90.0,90.0,,2.64,29,24,Uncategorized,"Educational, Transportation","Dice Rolling, Pick-up and Deliver, Roll / Spin and Move",Theme: Smuggling,2007,6.6
Duel in the Dark: British 3.7in QF Anti-Aircraft Gun,Add a Brief Description,Friedemann de Pedro,Friedemann de Pedro,"Pilot Games, Z-Man Games",1.0,2.0,45.0,45.0,45.0,,2.33,46,35,Wargames,"Aviation / Flight, Expansion for Base-game, Wargame, World War II",Secret Unit Deployment,Game: Duel in the Dark,2007,6.6
Attraction,Add a Brief Description,Mathieu Rivier,,Dujardin,2.0,4.0,30.0,30.0,30.0,,,4,2,Abstract,Abstract Strategy,Point to Point Movement,"Category: Combinatorial, Components: 8 x 8 Grids",1999,7.6
Attack Vector,Add a Brief Description,Mike DeSanto,,(Web published),2.0,2.0,120.0,120.0,120.0,,,2,1,Uncategorized,Science Fiction,,Players: Two Player Only Games,1996,8.5
Atoms,Add a Brief Description,Robert A. Kraus (II),,(Web published),2.0,2.0,30.0,30.0,30.0,8.0,2.0,3,2,Abstract,Abstract Strategy,,"Category: Combinatorial, Components: 8 x 8 Grids, Players: Two Player Only Games",1981,5.2
Surveyors of the Galaxy,Add a Brief Description,Thomas Gale,,(Web published),2.0,2.0,10.0,10.0,10.0,,2.0,3,5,Uncategorized,Space Exploration,Paper-and-Pencil,Players: Two Player Only Games,2007,5.3
Tavern Heroes,Add a Brief Description,Alain Rivollet,Adam Vehige,Role et Strategie Editions,,,,,,,,7,2,Uncategorized,"Bluffing, Medieval","Betting and Bluffing, Dice Rolling",,2007,4.6
Mission Jungle,Add a Brief Description,Roberto Fraga,,"Bioviva, Kvale Good Natured Games, LLC",2.0,6.0,30.0,30.0,30.0,7.0,,7,0,Uncategorized,"Action / Dexterity, Educational, Environmental, Trivia",Simultaneous Action Selection,Series: Mission (Bioviva),2005,5.7
Crok Crok Crok,Add a Brief Description,(Uncredited),,"Bioviva, Kvale Good Natured Games, LLC",2.0,6.0,10.0,10.0,10.0,5.0,,5,6,Uncategorized,"Animals, Educational",Dice Rolling,,2007,5.4
Duel in the Dark: Early Nights,Add a Brief Description,"Friedemann de Pedro, Michael Koznarsky","Friedemann de Pedro, Andreas Höher","Pilot Games, Z-Man Games",1.0,2.0,45.0,45.0,45.0,12.0,2.63,54,45,Wargames,"Aviation / Flight, Expansion for Base-game, Wargame, World War II",Secret Unit Deployment,Game: Duel in the Dark,2008,7.2
5th Column (fan expansion for Fortress America),Add a Brief Description,Mike Sanches,,Vaipa Express,2.0,4.0,,,,,1.0,8,8,Wargames,"Expansion for Base-game, Fan Expansion, Print & Play, Science Fiction, Wargame","Area Movement, Cooperative Game, Dice Rolling",,2007,4.1
Geheimnis der Detektive,Add a Brief Description,Ute Glaser,Walter Emmrich,Georg Appl,3.0,5.0,45.0,45.0,45.0,14.0,,4,2,Uncategorized,"Bluffing, Exploration, Spies/Secret Agents","Betting and Bluffing, Open Drafting, Rock-Paper-Scissors, Simultaneous Action Selection",,1992,5.5
Annex,Add a Brief Description,(Uncredited),,"Sterling Games, Inc.",2.0,4.0,45.0,45.0,45.0,,,1,1,Uncategorized,Word Game,Tile Placement,,1986,7.0
De Cape & d'Épée: La mission secrète,Add a Brief Description,(Uncredited),Julien Delval,Filosofia Éditions,2.0,6.0,30.0,30.0,30.0,8.0,1.0,12,7,Uncategorized,"Card Game, Expansion for Base-game, Medieval",,,2007,7.2
Wordsworth,Add a Brief Description,(Uncredited),,Astorbilt Sisters Publishing Co.,2.0,6.0,20.0,20.0,20.0,,2.0,3,4,Uncategorized,"Card Game, Word Game",Hand Management,,2003,7.2
Flohzirkus,Add a Brief Description,"Reinhold Wittig, Katrin Wittig",Matthias Wittig,Edition Perlhuhn (Göttinger Spiele),2.0,4.0,45.0,45.0,45.0,,,4,4,Abstract,"Abstract Strategy, Maze",Pattern Recognition,"Animals: Fleas, Animals: Insects, Containers: Tubes",1990,6.3
Moby Dicks Freunde,Add a Brief Description,Reinhold Wittig,,Edition Perlhuhn (Göttinger Spiele),2.0,2.0,,,,,2.0,1,1,Uncategorized,"Animals, Dice, Environmental, Miniatures, Racing","Cooperative Game, Dice Rolling, Pattern Building","Animals: Whales, Containers: Tubes, Players: Two Player Only Games",1989,5.5
Utah Trivia,Add a Brief Description,(Uncredited),,MetrOtrivia,4.0,16.0,60.0,60.0,60.0,,,1,0,Uncategorized,"Party Game, Trivia",Roll / Spin and Move,States: Utah,1991,3.0
Armada,Add a Brief Description,Dan Isaac,,(Web published),2.0,2.0,45.0,45.0,45.0,,2.0,17,7,Uncategorized,"Abstract Strategy, Nautical",,"Components: Looney Pyramid Games, Players: Two Player Only Games",2005,6.2
Lecardo,Add a Brief Description,Stanley Kermode,,Lecardo,2.0,4.0,,,,,,1,0,Uncategorized,"Card Game, Farming, Sports, Word Game",,Sports: Football / Soccer,1944,5.0
,Add a Brief Description,"Ken Leyhe, Sr.",,"(Web published), Piecepack Games",3.0,3.0,30.0,30.0,30.0,,,3,4,Uncategorized,Spies/Secret Agents,Point to Point Movement,"Components: 10 x 10 Grids, Components: Piecepack, Players: Three Players Only Games",,4.7
Arrow Cubes,Add a Brief Description,David E. Whitcher,,"(Web published), PyroMyth Games",2.0,2.0,20.0,20.0,20.0,,2.0,3,4,Abstract,Abstract Strategy,,Players: Two Player Only Games,2003,5.7
Official Baseball Card Game,Add a Brief Description,(Uncredited),,Milton Bradley,1.0,2.0,45.0,45.0,45.0,,,4,5,Uncategorized,"Card Game, Sports","Dice Rolling, Open Drafting, Simulation",Sports: Baseball,1970,5.4
Official Baseball Game,Add a Brief Description,(Uncredited),,Milton Bradley,2.0,2.0,,,,,,2,2,Uncategorized,Sports,Simulation,"Country: USA, Players: Two Player Only Games, Sports: Baseball",1969,6.0
Matchless: A Bible and Nature Game,Add a Brief Description,(Uncredited),,Review and Herald Publishing,3.0,3.0,30.0,30.0,30.0,,,1,0,Uncategorized,"Card Game, Memory, Religious","Memory, Open Drafting",,2001,1.0
Politico,Gain influence with the four classes of the kingdom to be named heir to the throne!,John Clowdus,,Small Box Games,2.0,5.0,30.0,30.0,30.0,10.0,2.22,53,36,Uncategorized,"Bluffing, Card Game, Medieval","Set Collection, Simultaneous Action Selection",,2007,6.6
Bible Characters Game,Add a Brief Description,(Uncredited),,Review and Herald Publishing,2.0,2.0,30.0,30.0,30.0,,,1,0,Uncategorized,"Card Game, Religious, Trivia",Open Drafting,Players: Two Player Only Games,1998,1.0
Arena,Add a Brief Description,Christoffer Fogelström,,(Web published),2.0,4.0,30.0,30.0,30.0,,,1,0,Uncategorized,Science Fiction,,Components: Looney Pyramid Games,2004,6.0
Discombobulation,Add a Brief Description,"Greg Hughes, Nikki Hughes",,Continuum Games,3.0,6.0,,,,,1.0,18,10,Uncategorized,"Card Game, Party Game",,,2005,5.5
Duel in the Dark: Baby Blitz,Add a Brief Description,"Friedemann de Pedro, Michael Koznarsky",Friedemann de Pedro,"Pilot Games, Z-Man Games",2.0,4.0,45.0,45.0,45.0,,2.88,74,50,Wargames,"Aviation / Flight, Expansion for Base-game, Wargame, World War II","Hexagon Grid, Secret Unit Deployment",Game: Duel in the Dark,2008,7.5
One Against the Dead,Add a Brief Description,Scott Slomiany,,(Web published),1.0,1.0,20.0,20.0,20.0,,1.33,19,24,Uncategorized,"Card Game, City Building, Horror, Print & Play, Zombies","Action Points, Dice Rolling, Modular Board, Tile Placement","Components: Traditional Playing Cards, Players: Games with Solitaire Rules, Players: Solitaire Only Card Games",2007,6.0
Fleet Street,Add a Brief Description,(Uncredited),,Chad Valley Co Ltd.,3.0,6.0,30.0,30.0,30.0,,,1,0,Uncategorized,Card Game,Set Collection,,1921,4.0
Baseball,Add a Brief Description,Jim Doherty,,(Web published),2.0,2.0,30.0,30.0,30.0,,,2,2,Uncategorized,Sports,,"Components: Piecepack, Players: Two Player Only Games, Sports: Baseball",2001,5.5
Barrier,Add a Brief Description,Karl Scherer,,(Web published),2.0,2.0,30.0,30.0,30.0,,2.0,3,3,Abstract,Abstract Strategy,,"Components: 7 x 7 Grids, Players: Two Player Only Games",2002,4.0
Megalopolis,Add a Brief Description,(Uncredited),,Globo Giocattoli,2.0,8.0,60.0,60.0,60.0,,2.0,8,1,Uncategorized,"Economic, Industry / Manufacturing","Roll / Spin and Move, Set Collection, Trading",Series: Monopoly-Like,2006,4.6
Ladybug Dominoes,Add a Brief Description,(Uncredited),,Otto Maier Verlag,2.0,6.0,20.0,20.0,20.0,,,1,5,Uncategorized,"Card Game, Children's Game","Pattern Building, Pattern Recognition, Tile Placement","Animals: Insects, Animals: Ladybugs / Ladybirds, Traditional Games: Dominoes",1970,7.0
Boppin' Bee,Add a Brief Description,(Uncredited),(Uncredited),Fisher Price,2.0,4.0,10.0,10.0,10.0,3.0,,1,2,Children's,"Action / Dexterity, Children's Game",,Animals: Bees,1996,4.0
Coco Colecto,Add a Brief Description,Sabine Opstelten,,"Opstelten Speelgoed, Vendetta",1.0,4.0,30.0,30.0,30.0,,1.5,18,8,Uncategorized,"Animals, Children's Game, Educational, Math, Number, Racing",Open Drafting,"Animals: Ladybugs / Ladybirds, Animals: Spiders",2007,6.0
Supermarina I: The First Part of the Mediterranean War – Scenarios and Statistics for Command at Sea,Add a Brief Description,"John D. Gresham, Mike Markowitz",,Clash of Arms Games,1.0,12.0,45.0,45.0,45.0,,4.5,11,2,Wargames,"Expansion for Base-game, Nautical, Wargame, World War II","Dice Rolling, Hexagon Grid, Simulation","Game: Command at Sea, History: World War II (Italy)",1995,8.0
Murkku,Add a Brief Description,(Uncredited),,Joker,2.0,4.0,30.0,30.0,30.0,,1.0,3,1,Abstract,Abstract Strategy,"Open Drafting, Tile Placement",,1990,5.0
Game of Siege,Add a Brief Description,(Uncredited),,Milton Bradley,2.0,2.0,20.0,20.0,20.0,,,1,0,Uncategorized,"Action / Dexterity, American Civil War, Fighting, Wargame",Set Collection,Players: Two Player Only Games,1900,9.0
Team Work: Feste & Feiern,Add a Brief Description,Michael Andersch,Jürgen Martens,Adlung-Spiele,4.0,4.0,10.0,10.0,10.0,,1.5,18,2,Uncategorized,"Card Game, Word Game","Cooperative Game, Team-Based Game",Series: Team Work (Adlung-Spiele),2007,6.3
Scrimmage,Add a Brief Description,"Chuck Eskridge, David F. Williams",,"Eskind-Williams Games, Inc.",2.0,2.0,60.0,60.0,60.0,,2.0,2,2,Uncategorized,Sports,"Hand Management, Roll / Spin and Move","Players: Two Player Only Games, Sports: American Football / Gridiron",1971,6.5
Wealth of Nations,Grow your nation via clever trade and production of an efficient mix of commodities.,Nico Carroll,Gregor Benedetti,TableStar Games + 1 more,3.0,6.0,120.0,120.0,120.0,13.0,3.6,1800,614,Strategy,"Economic, Industry / Manufacturing, Negotiation, Territory Building","Commodity Speculation, Loans, Market, Tile Placement, Trading",,2008,6.9
Hypercube Hop,Add a Brief Description,Tom Varley,,Brane Games,2.0,6.0,10.0,10.0,10.0,,2.0,1,1,Abstract,Abstract Strategy,Point to Point Movement,,2007,5.8
Barista,Add a Brief Description,"Steve Edmiston, Tom Phillips","María M. Aramburu, Sandra Garavito, Ginormous Industries","Discovery Bay Games, Ruibal Hermanos S.A.",2.0,4.0,10.0,10.0,10.0,8.0,1.11,109,52,Uncategorized,"Card Game, Dice",Hand Management,Food & Drink: Coffee,2007,4.2
Maisy's First Game Book,Add a Brief Description,Lucy Cousins,Lucy Cousins,Candlewick Press,2.0,5.0,10.0,10.0,10.0,,,2,0,Children's,"Animals, Book, Children's Game, Educational, Racing",Roll / Spin and Move,"Animals: Mice, Books: Maisy Mouse",2006,4.0
Paper Football Card Game,Add a Brief Description,Jeremy R. Rayzor,,"Rayzor Sharp Entertainment, Inc.",2.0,2.0,30.0,30.0,30.0,7.0,1.0,6,3,Uncategorized,"Action / Dexterity, Card Game, Sports",Hand Management,"Players: Two Player Only Games, Sports: American Football / Gridiron",2004,6.7
Monsterpocalypse,"A fast-moving, action-packed, Kaiju-themed battle miniatures game.","Matt Wilson (I), Erik Yaple","Kris Aubin, Roberto Cirillo, Benoit Crosse, Matt DiPietro + 11 more",Privateer Press,2.0,4.0,60.0,60.0,60.0,12.0,3.05,1000,389,Customizable,"Collectible Components, Fighting, Miniatures, Science Fiction","Dice Rolling, Variable Phase Order, Variable Player Powers","Collectible: Collectible Miniatures Games, Components: 17 x 17 Grids, Creatures: Monsters, Theme: Kaiju",2008,7.1
Finanssinero,Add a Brief Description,"Mari Ekstrand, Ida-Maria Häggblom, Marcus Kevin, Martin Martonen + 2 more",,Gambit Games Oy,2.0,6.0,60.0,60.0,60.0,,1.5,22,10,Uncategorized,Economic,"Auction/Bidding, Commodity Speculation, Stock Holding",Country: Finland,2007,4.6
Hero: Immortal King – The Lair of the Lich,Add a Brief Description,Emmanuel Beltrando,"Laurent ""Lohran"" Couturier, Stéphane Gantiez",Asmodee,1.0,2.0,30.0,30.0,30.0,9.0,1.47,190,60,Thematic,"Adventure, Card Game, Fantasy",Dice Rolling,Series: Hero Immortal King,2007,5.3
Hero: Immortal King – The Infernal Forge,Add a Brief Description,Emmanuel Beltrando,"Laurent ""Lohran"" Couturier, Stéphane Gantiez, Lohran Gantiez",Asmodee,1.0,2.0,30.0,30.0,30.0,9.0,1.33,144,48,Thematic,"Adventure, Card Game, Fantasy",Dice Rolling,Series: Hero Immortal King,2007,5.2
Hero: Immortal King – The Den of Dementia,Add a Brief Description,Emmanuel Beltrando,"Emmanuel Beltrando, Bertrand Benoit, Laurent ""Lohran"" Couturier, Stéphane Gantiez",Asmodee,1.0,2.0,30.0,30.0,30.0,9.0,1.38,129,50,Thematic,"Adventure, Card Game, Fantasy",Dice Rolling,Series: Hero Immortal King,2007,5.3
Pizza Box Football 2007 Expansion Game Booster,Add a Brief Description,"Erik Smith, Scott Smith (I)",,On The Line Game Company,1.0,2.0,90.0,90.0,90.0,,2.14,26,12,Uncategorized,"Dice, Expansion for Base-game, Sports","Dice Rolling, Simulation, Simultaneous Action Selection","Game: Pizza Box Sports (On The Line Game Company), Sports: American Football / Gridiron",2007,7.0
Scene It? Disney Second Edition,Add a Brief Description,(Uncredited),,"Mattel, Inc., Screenlife, LLC",2.0,12.0,45.0,45.0,45.0,6.0,1.0,161,45,Family,"Dice, Movies / TV / Radio theme, Party Game, Trivia",Roll / Spin and Move,"Brands: Disney, Components: DVDs, Game: Scene It?, Trivia: Disney",2007,5.7
Scene It? Harry Potter Second Edition,Add a Brief Description,(Uncredited),,"Mattel, Inc., Screenlife, LLC",2.0,12.0,60.0,60.0,60.0,8.0,1.0,137,44,Uncategorized,"Electronic, Fantasy, Movies / TV / Radio theme, Novel-based, Party Game, Trivia",Roll / Spin and Move,"Books: Harry Potter, Components: DVDs, Game: Scene It?",2007,5.5
Scene It? Pirates of the Caribbean,Add a Brief Description,(Uncredited),,"Mattel, Inc., Screenlife, LLC",2.0,12.0,45.0,45.0,45.0,8.0,1.5,38,14,Uncategorized,"Electronic, Movies / TV / Radio theme, Party Game, Pirates, Trivia","Open Drafting, Roll / Spin and Move","Brands: Disney, Components: DVDs, Game: Scene It?, Movies: Pirates of the Caribbean",2007,5.0
Warriors of the Promised Land,Add a Brief Description,James H. Fullmer,,"Covenant Communications, Inc.",2.0,6.0,30.0,30.0,30.0,,1.67,38,19,Uncategorized,"Ancient, Card Game, Fighting, Religious",,Religious: Mormons,2007,5.2
Rumbling Spell Orchestra,Add a Brief Description,(Uncredited),(Uncredited),Hinafuda,2.0,2.0,10.0,10.0,10.0,,1.0,3,3,Customizable,"Card Game, Collectible Components, Fantasy, Fighting, Video Game Theme","Hand Management, Variable Player Powers","Collectible: Collectible Card Games, Players: Two Player Only Games, Video Game Theme: Project Shrine Maiden",2006,7.0
Scene It? Movie Second Edition,Add a Brief Description,(Uncredited),,"Mattel, Inc., Screenlife, LLC",2.0,12.0,45.0,45.0,45.0,13.0,1.64,256,56,Party,"Electronic, Movies / TV / Radio theme, Party Game, Trivia",Roll / Spin and Move,"Components: DVDs, Game: Scene It?",2007,5.7
Don't Drop the Soap,Add a Brief Description,John Sebelius,,Gillius,2.0,5.0,45.0,45.0,45.0,,1.0,24,14,Uncategorized,Mature / Adult,Roll / Spin and Move,Theme: Jail / Prison (Modern),2007,3.9
Blockade,Add a Brief Description,Dennis Wheatley,,"Geographia Ltd., Hutchinson",2.0,4.0,,,,,,1,1,Wargames,"Nautical, Wargame",Roll / Spin and Move,,1939,6.0
Conquest,Add a Brief Description,(Uncredited),,Lucas Co.,2.0,8.0,,,,,,1,1,Wargames,"Bluffing, Card Game, Territory Building, Wargame","Area Majority / Influence, Auction/Bidding, Trick-taking",,1936,3.0
GHQ,Add a Brief Description,(Uncredited),,John Waddington Ltd.,2.0,2.0,,,,,,8,6,Wargames,"Wargame, World War II","Point to Point Movement, Roll / Spin and Move",Players: Two Player Only Games,1940,6.9
Diplomacy,Add a Brief Description,H. V. Kaltenborn,,Trend Game Co.,2.0,4.0,,,,,2.0,7,3,Uncategorized,"Political, Territory Building",Roll / Spin and Move,,1939,5.9
,Add a Brief Description,(Uncredited),,Amo Oy,2.0,2.0,10.0,10.0,10.0,,1.0,7,3,Uncategorized,"Action / Dexterity, Arabian, Children's Game",Stacking and Balancing,Players: Two Player Only Games,,5.1
Foodie Fight,Add a Brief Description,Joyce Lock,Michael Morris,Chronicle Books,2.0,6.0,90.0,90.0,90.0,,1.0,73,32,Uncategorized,"Party Game, Trivia",,Theme: Food / Cooking,2007,5.0
Pog Soccer,Add a Brief Description,(Uncredited),,Funrise Toy Corp,2.0,4.0,,,,5.0,,1,0,Uncategorized,"Action / Dexterity, Sports",,"Game: Pogs, Sports: Football / Soccer",2006,1.0
Pog Hockey,Add a Brief Description,(Uncredited),,Funrise Toy Corp,2.0,2.0,,,,,,1,0,Uncategorized,"Action / Dexterity, Sports",,"Game: Pogs, Players: Two Player Only Games, Sports: Ice Hockey",2006,2.0
Basquete S.A.,Add a Brief Description,(Uncredited),,Grow Jogos e Brinquedos,2.0,4.0,,,,,,1,1,Uncategorized,"Negotiation, Sports",,Sports: Basketball,2006,5.0
Attack,Add a Brief Description,R. E. Van Wagenen,,Gano Games,2.0,2.0,,,,,,1,0,"Abstract,  Wargames","Abstract Strategy, Wargame, World War II","Roll / Spin and Move, Secret Unit Deployment",Players: Two Player Only Games,1943,7.0
Im Obstgarten,Add a Brief Description,(Uncredited),,ASS Altenburger Spielkarten,2.0,4.0,30.0,30.0,30.0,,,1,1,Uncategorized,,Roll / Spin and Move,"Food & Drink: Fruit, Traditional Games: Pachisi / Ludo",1980,6.0
Taking the Fort,Add a Brief Description,(Uncredited),,Parker Brothers,2.0,4.0,,,,,,1,1,Uncategorized,"Civil War, Racing, Wargame",Roll / Spin and Move,,1888,7.0
Kriegspiel Junior,Add a Brief Description,(Uncredited),,Parker Brothers,,,,,,,2.0,2,2,"Children's,  Wargames","Children's Game, Wargame, World War I","Dice Rolling, Point to Point Movement, Roll / Spin and Move",,1915,6.5
Tomtespelet,Add a Brief Description,(Uncredited),,IKEA,2.0,4.0,,,,,,3,1,Abstract,"Abstract Strategy, Memory",Memory,,1989,5.5
Freischütz,Add a Brief Description,(Uncredited),,(Unknown),,,,,,,,1,0,Uncategorized,,,,1821,6.0
Controversia,Add a Brief Description,Nathalie Poynard,,Ravensburger,2.0,2.0,60.0,60.0,60.0,,1.0,8,2,Uncategorized,Word Game,Enclosure,"Components: 10 x 10 Grids, Players: Two Player Only Games",2000,7.1
Wir fahren gegen Engeland,Add a Brief Description,(Uncredited),Fritz Westenberger,Jos. Scholz,2.0,8.0,,,,,,3,2,Wargames,"Nautical, Wargame, World War II","Point to Point Movement, Roll / Spin and Move",Country: Germany,1940,3.3
