name,description,designer,artist,publisher,min_players,max_players,min_playtime,max_playtime,playing_time,min_age,complexity_rating,user_ratings,user_comments,type,category,mechanism,family,year,average_rating
Roll-a-Rod,Add a Brief Description,(Uncredited),,Russimco Games,1.0,4.0,,,,,,1,0,Uncategorized,Action / Dexterity,,,1990,4.0
Kalevi kaardimängud,Add a Brief Description,Meelis Looveer,"Raimo Koppel, Andres Varustin","AS KALEV, Goldmerk",1.0,6.0,15.0,15.0,15.0,5.0,1.0,9,8,Uncategorized,"Card Game, Educational, Math","Hand Management, Set Collection",Promotional: Promo Board Games,2009,4.3
Monopoly: G.I. Joe Collector's Edition,Add a Brief Description,(Uncredited),,The Op,2.0,6.0,60.0,60.0,60.0,8.0,,22,5,Uncategorized,"Comic Book / Strip, Economic, Negotiation","Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading",Toys: G.I. Joe,2009,6.2
Tensão Total,Add a Brief Description,"Bruno Faidutti, Alan R. Moon",,Grow Jogos e Brinquedos,2.0,6.0,15.0,15.0,15.0,8.0,1.06,77,23,Family,"Adventure, Nautical","Betting and Bluffing, Push Your Luck, Simultaneous Action Selection",,2009,5.6
Rush n' Crush,Lightning fast racer with restrictive lane changing and an array of weaponry.,"Guillaume Blossier, Charly Cazals, Frédéric Henry","Mauro dal Bo, Jean-Baptiste Guiton, Matthias Haddad, Mathieu Harlaut + 2 more","Alderac Entertainment Group, Rackham",3.0,6.0,60.0,60.0,60.0,12.0,2.21,837,340,"Family,  Thematic","Racing, Science Fiction","Dice Rolling, Modular Board, Variable Player Powers","Admin: Better Description Needed!, Theme: Sci-Fi Sports",2009,6.3
Northern England (fan expansion for Age of Steam),Add a Brief Description,Anthony Simons,Anthony Simons,(Web published),3.0,6.0,150.0,150.0,150.0,10.0,4.0,19,18,Uncategorized,"Expansion for Base-game, Print & Play","Auction/Bidding, Network and Route Building, Pick-up and Deliver, Variable Player Powers","Country: England, Game: Age of Steam",2005,7.7
Infinite City,Add a Brief Description,Brent Keith,Charles Urbach,Alderac Entertainment Group,2.0,6.0,45.0,45.0,45.0,10.0,1.89,1800,576,Strategy,"City Building, Science Fiction, Territory Building","Area Majority / Influence, Hand Management, Tile Placement","Theme: Art style – Art Deco, Theme: City",2009,6.2
Axis & Allies Miniatures: North Africa 1940-1943 Map Guide,Add a Brief Description,Richard Baker,,Avalon Hill,2.0,2.0,60.0,60.0,60.0,10.0,2.4,37,15,Wargames,"Collectible Components, Expansion for Base-game, Miniatures, Wargame, World War II","Dice Rolling, Simulation","Collectible: Collectible Miniatures Games, Decades: The 1940's, Game: Axis & Allies (Avalon Hill), Players: Two Player Only Games",2008,7.0
Acting Out,Add a Brief Description,(Uncredited),,Swing Set Press,2.0,8.0,30.0,30.0,30.0,7.0,,1,1,Uncategorized,Card Game,Acting,,2009,7.0
Busy Bridges: A River and Road Race,Add a Brief Description,(Uncredited),,Educa Borras,2.0,4.0,15.0,15.0,15.0,4.0,1.0,3,0,Children's,"Children's Game, Racing",Roll / Spin and Move,,2005,5.7
Acceptable Losses,Add a Brief Description,"Heather Gunn, John Hanely",Heather Gunn,Stone Tablet Games,2.0,2.0,15.0,15.0,15.0,8.0,,2,2,Abstract,"Abstract Strategy, Card Game",Open Drafting,Players: Two Player Only Games,2006,5.0
Kámen – Zbraně – Papír,Add a Brief Description,Vlaada Chvátil,Jozef Bard Murcko,Dino Toys s. r. o.,2.0,4.0,45.0,45.0,45.0,10.0,2.0,74,18,Uncategorized,Medieval,"Auction/Bidding, Rock-Paper-Scissors",,2007,6.2
,Add a Brief Description,(Uncredited),,Arrco Playing Card Co.,2.0,6.0,,,,5.0,1.0,2,1,Children's,"Animals, Card Game, Children's Game, Educational",,"Animals: Flies, Animals: Insects",,4.5
Nemo's Aquarium,Add a Brief Description,(Uncredited),,Ravensburger,2.0,4.0,30.0,30.0,30.0,4.0,,4,0,Children's,"Children's Game, Movies / TV / Radio theme",Hand Management,"Animals: Fish / Fishes, Movies: Finding Nemo",2003,5.5
Age of Steam Expansion: Holland / Madagascar,Add a Brief Description,Alban Viard,Alban Viard,AoS Team,,,60.0,60.0,60.0,,4.0,88,56,Strategy,"Expansion for Base-game, Trains, Transportation","Network and Route Building, Pick-up and Deliver, Tile Placement","Country: Madagascar, Country: Netherlands, Game: Age of Steam",2009,7.9
Kopfsalat,Add a Brief Description,Bertram Kaes,KniffDesign,Ravensburger,3.0,6.0,90.0,90.0,90.0,16.0,,9,5,Uncategorized,"Deduction, Party Game, Trivia",Storytelling,,2002,4.8
Diadem,Add a Brief Description,Reinhold Wittig,(Uncredited),Edition Perlhuhn (Göttinger Spiele),1.0,4.0,20.0,20.0,20.0,8.0,,1,0,Uncategorized,Puzzle,,Containers: Tubes,1987,6.0
Mary Pennylane,Add a Brief Description,Reinhold Wittig,Reinhold Wittig,Edition Perlhuhn (Göttinger Spiele),2.0,3.0,15.0,15.0,15.0,10.0,,1,1,Uncategorized,Bluffing,Auction/Bidding,Containers: Tubes,1995,5.5
Schnelle Schnecke,Add a Brief Description,Reinhold Wittig,Reinhold Wittig,Edition Perlhuhn (Göttinger Spiele),2.0,5.0,60.0,60.0,60.0,8.0,,3,3,Uncategorized,Racing,Simultaneous Action Selection,"Animals: Snails, Containers: Tubes",1977,5.7
Europa Reise ohne Grenzen,Add a Brief Description,Roland Siegers,,"Schmidt France, Schmidt Spiele",2.0,6.0,,,,8.0,,5,0,Uncategorized,"Educational, Racing, Travel, Trivia","Open Drafting, Roll / Spin and Move",,1993,5.4
soft landing v1.0,Add a Brief Description,Greg Porter,Greg Porter,Blacksburg Tactical Research Center,2.0,6.0,60.0,60.0,60.0,12.0,3.67,11,15,Uncategorized,"Educational, Environmental, Political, Print & Play","Commodity Speculation, Cooperative Game, Variable Phase Order, Variable Player Powers",,2009,7.4
Zahlen-Dschungel,Add a Brief Description,Reinhold Wittig,Reinhold Wittig,Edition Perlhuhn (Göttinger Spiele),2.0,5.0,60.0,60.0,60.0,8.0,,1,1,Uncategorized,Math,Dice Rolling,"Components: 18 x 18 Grids, Containers: Tubes",1996,5.0
Chips Olympiade,Add a Brief Description,Holger Thiesen,,"(Self-Published), Holger Thiesen Spiele",1.0,4.0,,,,5.0,,3,1,Uncategorized,"Action / Dexterity, Sports",,Sports: Olympics,1984,6.7
Chipsy,Add a Brief Description,Sebastian Werner,(Uncredited),Hexagames (I),2.0,4.0,20.0,20.0,20.0,4.0,1.0,1,1,Abstract,Abstract Strategy,Roll / Spin and Move,Traditional Games: Pachisi / Ludo,1985,7.0
Go Bang Plus,Add a Brief Description,Jean du Poël,,Historien Spiele Galerie (Historien Spielegalerie),2.0,4.0,60.0,60.0,60.0,8.0,,4,0,Abstract,Abstract Strategy,,Containers: Tubes,1985,7.1
Square Shooters,Add a Brief Description,Carmelyn Calvert,,"Heartland Consumer Products, LLC",2.0,6.0,15.0,15.0,15.0,8.0,1.3,209,111,Family,Dice,"Dice Rolling, Die Icon Resolution, Set Collection",Traditional Dice Games: Yacht,2010,5.7
Rex Hunt: Fishing Australia,Add a Brief Description,Neil Lawrence,,Neil Lawrence & Associates,2.0,6.0,30.0,30.0,30.0,8.0,2.0,4,3,Uncategorized,"Educational, Sports, Trivia",Roll / Spin and Move,"Country: Australia, Theme: Fishing / Angling",1994,5.0
,Add a Brief Description,Jean-François Rochas,,Clown Games,1.0,8.0,30.0,30.0,30.0,3.0,,1,0,Children's,"Animals, Children's Game, Electronic",Memory,Traditional Games: Bingo,,3.0
,"Rock, pop, disco, soul, 60's to 80's - how well do you know it?",(Uncredited),,Kärnan,,,30.0,30.0,30.0,14.0,,5,2,Uncategorized,"Music, Trivia",Roll / Spin and Move,,,5.2
Space Go,Add a Brief Description,Daniel Durandet,,Jumbo,2.0,6.0,45.0,45.0,45.0,9.0,,3,0,Uncategorized,"Economic, Space Exploration, Transportation",Roll / Spin and Move,,1984,6.0
Piracy,Add a Brief Description,Christopher Day,,Bungalow Entertainment (Australia),2.0,2.0,40.0,40.0,40.0,,,7,6,Uncategorized,Pirates,,Players: Two Player Only Games,2006,5.1
Logomaus,Add a Brief Description,Jean du Poël,,Historien Spiele Galerie (Historien Spielegalerie),2.0,4.0,30.0,30.0,30.0,8.0,,1,2,Uncategorized,Word Game,,Containers: Tubes,1986,6.5
Mümmelmann & Söhne,Add a Brief Description,Jean du Poël,,Historien Spiele Galerie (Historien Spielegalerie),2.0,6.0,30.0,30.0,30.0,5.0,,2,2,Children's,"Children's Game, Dice",,Containers: Tubes,1984,5.8
À la charge: Normands et Byzantins,Add a Brief Description,Florent Coupeau,"Christophe Camilotte, Pascal Da Silva",Vae Victis,2.0,2.0,,,,,1.89,36,19,Wargames,"Medieval, Wargame","Dice Rolling, Grid Movement, Hexagon Grid, Line of Sight, Ratio / Combat Results Table, Zone of Control","Digital Implementations: VASSAL, History: Byzantium, Magazine: Vae Victis, Players: Two Player Only Games, Series: A la charge (Vae Victis)",2009,7.2
Mandarin,Add a Brief Description,Jean du Poël,,Historien Spiele Galerie (Historien Spielegalerie),2.0,2.0,45.0,45.0,45.0,8.0,2.0,5,1,Abstract,Abstract Strategy,,"Containers: Tubes, Players: Two Player Only Games",1987,7.5
Monarch Trium,Add a Brief Description,Jean du Poël,,Historien Spiele Galerie (Historien Spielegalerie),2.0,3.0,60.0,60.0,60.0,10.0,,2,1,Abstract,"Abstract Strategy, Medieval",Grid Movement,"Containers: Tubes, Traditional Games: Chess",1989,7.0
Are you Smarter Than a 5th Grader? Disney Edition Card Game,Add a Brief Description,(Uncredited),,Cardinal,2.0,2.0,20.0,20.0,20.0,6.0,2.5,4,2,Uncategorized,"Educational, Movies / TV / Radio theme, Party Game, Trivia",Memory,"Brands: Disney, TV Shows: Are You Smarter Than a 5th Grader?, TV Shows: TV Game Shows",2008,5.0
The Hokie Hike,Add a Brief Description,William E. Lynch,,Virginia Polytechnic Institute & State…,2.0,8.0,60.0,60.0,60.0,10.0,1.0,2,1,Uncategorized,"Dice, Educational",Roll / Spin and Move,,1982,2.9
Prestels Kleiner Kunstkauz,Add a Brief Description,"Anja Wrede, Barbara Wrede",,Prestel Verlag,2.0,4.0,30.0,30.0,30.0,6.0,1.0,1,1,Children's,Children's Game,Memory,Theme: Art,2005,5.0
Fantastico 4,Add a Brief Description,(Uncredited),,Clem Toys,,,,,,,2.0,2,1,Uncategorized,"Movies / TV / Radio theme, Party Game, Trivia",Open Drafting,,1983,6.0
,Add a Brief Description,(Uncredited),,Editrice Giochi,2.0,2.0,10.0,10.0,10.0,6.0,1.0,2,0,Abstract,"Abstract Strategy, Animals","Area Movement, Open Drafting","Animals: Apes / Monkeys, Animals: Dogs, Animals: Seals, Players: Two Player Only Games",,6.0
,Add a Brief Description,(Uncredited),,Trefl,2.0,6.0,,,,5.0,,1,1,Children's,"Card Game, Children's Game, Movies / TV / Radio theme",,"Animals: Dogs, TV Shows: Hanna-Barbera, TV Shows: Scooby-Doo",,5.0
Go Ball,Add a Brief Description,Janick Simeray,,Simerlab,2.0,2.0,30.0,30.0,30.0,8.0,,1,0,Abstract,Abstract Strategy,Enclosure,Players: Two Player Only Games,2007,4.0
Satarallye,Add a Brief Description,Madeleine Janssens,,Diamino,2.0,6.0,60.0,60.0,60.0,7.0,,3,1,Uncategorized,,,Country: France,1940,6.0
Flames of War: North Africa – and the Mediterranean 1942-1943,Add a Brief Description,(Uncredited),Vincent Wai,Battlefront Miniatures Ltd,2.0,2.0,,,,,3.5,38,8,Wargames,"Book, Expansion for Base-game, Miniatures, Wargame, World War II",Dice Rolling,Game: Flames of War,2009,8.0
Tric Trac,Add a Brief Description,(Uncredited),,(Public Domain),2.0,2.0,30.0,30.0,30.0,,2.67,16,12,Uncategorized,"Abstract Strategy, Dice","Dice Rolling, Point to Point Movement, Roll / Spin and Move","Players: Two Player Only Games, Traditional Games: Backgammon",1500,6.0
Gambit 7,Win this trivia game by betting on who will be closest to the actual answer.,Dominic Crapuchettes,Cyrille Daujean,Days of Wonder,3.0,21.0,15.0,15.0,15.0,7.0,1.06,629,150,Party,"Party Game, Trivia",Betting and Bluffing,,2008,6.7
High Frontier,Space. The highest frontier.,Phil Eklund,Phil Eklund,Sierra Madre Games,2.0,5.0,180.0,180.0,180.0,12.0,4.34,1500,675,"Strategy,  Thematic","Economic, Industry / Manufacturing, Science Fiction, Space Exploration","Auction/Bidding, Dice Rolling, Hand Management, Pick-up and Deliver, Point to Point Movement, + 2 more","Components: Map (Interplanetary or Interstellar…, Game: High Frontier, Occupation: Astronaut, Occupation: Engineer, Space: Comets, Space: Earth's Solar System, + 3 more",2010,7.4
,Add a Brief Description,(Uncredited),,"Paul Lamond Games Ltd, Trefl",2.0,6.0,30.0,30.0,30.0,5.0,2.0,6,2,Children's,"Card Game, Children's Game, Movies / TV / Radio theme",,"Animals: Dogs, TV Shows: Hanna-Barbera, TV Shows: Scooby-Doo",,4.7
,Add a Brief Description,(Uncredited),,Trefl,2.0,6.0,30.0,30.0,30.0,5.0,,1,0,Children's,"Card Game, Children's Game, Movies / TV / Radio theme",,"TV Shows: Hanna-Barbera, TV Shows: Scooby-Doo",,6.0
"Win, Lose, or Banana","Three cards, three players. WIN must find BANANA, else LOSE will win. Simple as that!",Chris Cieslik,Cara Judd,"Asmadi Games, KOZAK Games",3.0,3.0,1.0,1.0,1.0,4.0,1.07,894,352,Party,"Card Game, Humor",Roles with Asymmetric Information,"Food & Drink: Bananas, Players: Three Players Only Games",2009,5.4
The Sharp End,Add a Brief Description,Philip C. Barker,,(Self-Published),2.0,3.0,90.0,90.0,90.0,,,1,1,Wargames,"Miniatures, Modern Warfare, Wargame","Dice Rolling, Simulation",,2010,5.0
Chicken Grand Slam Baseball Game,Add a Brief Description,(Uncredited),,"ADCO International, Inc.",,,,,,6.0,,1,2,Uncategorized,"Action / Dexterity, Sports",,"Animals: Chickens, Sports: Baseball",1980,3.0
Commonwealth Trader,Add a Brief Description,P. H. Thorpe,,Geographia Ltd.,2.0,5.0,,,,8.0,,1,1,Uncategorized,"Nautical, Transportation","Pick-up and Deliver, Point to Point Movement, Roll / Spin and Move",,1930,5.0
Major League Baseball,Add a Brief Description,(Uncredited),,GamePlan Inc.,2.0,6.0,,,,9.0,,2,1,Uncategorized,"Sports, Trivia",Roll / Spin and Move,"Sports Teams: Major League Baseball (MLB), Sports: Baseball",1994,4.0
Muscle Challenge,Add a Brief Description,(Uncredited),,"(Unknown), Muscle Challenge Inc.",2.0,4.0,,,,,,2,1,Uncategorized,"Sports, Trivia",Role Playing,,1990,5.5
Break Contact: The Armoured Aussie Pack,Add a Brief Description,M. McCloskey,,Break Contact,2.0,2.0,180.0,180.0,180.0,,,4,1,Wargames,"Expansion for Base-game, Wargame, World War II","Dice Rolling, Hexagon Grid, Modular Board, Secret Unit Deployment, Simulation","Game: Advanced Squad Leader, Players: Two Player Only Games",2007,7.5
Insult Bingo,Add a Brief Description,"Joshua Lile, Bart Miller",,(Web published),2.0,16.0,,,,13.0,1.0,2,1,Uncategorized,"Humor, Party Game, Print & Play","Acting, Paper-and-Pencil",Traditional Games: Bingo,2009,3.5
Twisted Po-Ke-No,Add a Brief Description,(Uncredited),,The United States Playing Card Company,2.0,6.0,,,,7.0,,3,2,Uncategorized,Card Game,,,1999,4.3
El Erudito,Bet on your knowledge and wit.,(Uncredited),Liniers,Maldón,2.0,4.0,60.0,60.0,60.0,15.0,1.67,117,12,Family,Trivia,,Country: Argentina,2008,6.7
Shootin' Ladders: Frag Fest,Add a Brief Description,Curt Covert,Curt Covert,Smirk & Dagger Games,3.0,8.0,60.0,60.0,60.0,13.0,1.5,169,54,Uncategorized,"Dice, Fighting, Humor","Dice Rolling, Grid Movement, Player Elimination",,2009,5.9
,Add a Brief Description,(Uncredited),,"BSM Jeux, Éveil & Jeux",2.0,4.0,15.0,15.0,15.0,6.0,,1,0,Uncategorized,"Animals, Number",Dice Rolling,Animals: Giraffes,,9.0
AGE: The Amazing Goal Era,Add a Brief Description,"Luca Del Piano, Piergiovanni Sciascia, Nicola Speroni","Denis Medri, Franco Rivolli",RCS MediaGroup,2.0,2.0,20.0,20.0,20.0,7.0,,5,2,Customizable,"Card Game, Collectible Components, Fantasy, Sports","Dice Rolling, Hand Management","Collectible: Collectible Card Games, Players: Two Player Only Games, Sports: Football / Soccer, Theme: Sci-Fi Sports",2009,4.9
Wild Lapland Adventure Game,Add a Brief Description,Harri Muhonen,Pertti Anikari,Wild Lapland Products Oy,2.0,6.0,60.0,60.0,60.0,8.0,,7,4,Uncategorized,"Travel, Trivia",Roll / Spin and Move,Country: Finland,2009,3.1
Ystari Box,Add a Brief Description,"William Attia, Thomas Cauët, Cyril Demaegd, Dominique Ehrhard, Sébastien Pauchon","Arnaud Demaegd, Mathieu Leyssenne","HUCH!, Rio Grande Games, Ystari Games",2.0,5.0,,,,,2.61,239,244,Strategy,"Arabian, Card Game, City Building, Expansion for Base-game","Auction/Bidding, Dice Rolling, Worker Placement","Promotional: Box of Promos, Series: Ystari originals",2009,6.9
Elemental Clash: The Basic Set,Add a Brief Description,Andreas Propst,"Douglas Harvey, Sven Nemet, Andreas Propst, Michael Rasmussen","(Web published), The Game Crafter, LLC, T.O.G. Entertainment, Inc.",2.0,2.0,30.0,30.0,30.0,10.0,1.56,49,35,Customizable,"Card Game, Collectible Components, Fantasy, Print & Play","Area Movement, Campaign / Battle Card Driven, Variable Player Powers","Game: Elemental Clash, Players: Two Player Only Games",2009,6.4
Trajan: Ancient Wars Series Expansion Kit,Add a Brief Description,Joseph Miranda,,"Excalibre Games, Inc.",1.0,2.0,240.0,240.0,240.0,12.0,3.4,17,12,Wargames,"Ancient, Expansion for Base-game, Wargame","Dice Rolling, Hexagon Grid, Simulation","Ancient: Rome, Components: Map (Continental / National scale), History: Roman – Gallic Wars, History: Roman Civil Wars, History: Roman Empire, Series: Ancient Wars (Strategy and Tactics)",2004,6.6
Seido,Add a Brief Description,Jean du Poël,(Uncredited),Historien Spiele Galerie (Historien Spielegalerie),2.0,6.0,25.0,25.0,25.0,7.0,,3,0,Uncategorized,,Tile Placement,,1988,6.5
The Tower of Mystery,Add a Brief Description,Chris Knoll,Steven Strumpf,"Ovation Productions, Inc.",2.0,8.0,30.0,30.0,30.0,8.0,1.89,46,18,Uncategorized,"Adventure, Fantasy, Humor, Party Game, Puzzle, Science Fiction","Dice Rolling, Memory, Pick-up and Deliver, Roll / Spin and Move, Simultaneous Action Selection, Variable Player Powers",,2009,4.9
Warhammer: Invasion,Resource management is vital in this clash of several races in the Warhammer universe,Eric M. Lang,"Kevin Childress, Paul Dainton, Clint Langley, Brian Schomburg + 2 more",Fantasy Flight Games + 6 more,2.0,2.0,45.0,45.0,45.0,13.0,2.73,6000,1200,"Customizable,  Strategy","Card Game, Collectible Components, Fantasy, Fighting, Mythology","Hand Management, Variable Player Powers","Collectible: Living Card Game (Fantasy Flight…, Game: Warhammer Invasion – Living Card Game, Players: Two Player Only Games, Setting: Warhammer Fantasy Card Games",2009,7.2
Animal Soup There's Always One! Card Game,Add a Brief Description,"Garrett J. Donner, Wendy L. Harris, George Schimpf, Michael S. Steer",,Briarpatch,2.0,4.0,10.0,10.0,10.0,5.0,1.0,5,2,Children's,"Card Game, Children's Game",Set Collection,Theme: Food / Cooking,2007,4.0
,Add a Brief Description,(Uncredited),,Kärnan,2.0,2.0,30.0,30.0,30.0,14.0,,1,1,Uncategorized,"Expansion for Base-game, Music, Trivia",Roll / Spin and Move,,,4.0
Bolos,Add a Brief Description,(Uncredited),,"Cayro, The Games",2.0,2.0,,,,,,2,1,Uncategorized,Action / Dexterity,,,2008,6.0
Space!,Add a Brief Description,Vincent Appel,Vincent Appel,(Web published),2.0,2.0,,,,,,2,4,Uncategorized,"Fighting, Print & Play, Science Fiction","Hexagon Grid, Secret Unit Deployment",Players: Two Player Only Games,2009,6.3
Lynx,Add a Brief Description,"Cameron Browne, Dan Troyka",,(Self-Published),2.0,2.0,15.0,15.0,15.0,8.0,3.0,10,4,Abstract,Abstract Strategy,"Enclosure, Line Drawing, Paper-and-Pencil, Pattern Building","Category: Combinatorial, Components: 7 x 7 Grids, Digital Implementations: igGameCenter, Mechanism: Connection, Players: Two Player Only Games",2004,6.3
India (fan expansion for Age of Steam),Add a Brief Description,Claude Parenteau,,(Web published),3.0,6.0,120.0,120.0,120.0,12.0,,3,12,Uncategorized,"Economic, Expansion for Base-game, Fan Expansion, Print & Play, Trains, Transportation","Pick-up and Deliver, Tile Placement","Country: India, Game: Age of Steam",2006,7.6
New Zealand (fan expansion for Age of Steam),Add a Brief Description,Claude Parenteau,,(Self-Published),3.0,6.0,120.0,120.0,120.0,,4.0,5,9,Uncategorized,"Expansion for Base-game, Trains",Network and Route Building,"Country: New Zealand, Game: Age of Steam, Region: Oceania",2006,6.3
Yikerz!,"Play your magnetic pieces on the board, but avoid attracting other pieces!",(Uncredited),(Uncredited),"On Trend Goods, Wiggles 3D",1.0,4.0,15.0,15.0,15.0,14.0,1.21,361,105,Family,Action / Dexterity,,"Components: Magnets, Misc: Mensa Select",2009,6.1
Cubed,Add a Brief Description,Dwight Sullivan,,(Web published),2.0,2.0,12.0,12.0,12.0,,1.0,2,0,Abstract,Abstract Strategy,,"Components: 4x4x4 Grids, Players: Two Player Only Games",2008,7.5
Daitou,Add a Brief Description,Lajos Brons,,"(Web published), Papercut Games, Print & Play Productions",2.0,3.0,120.0,120.0,120.0,12.0,3.25,24,36,Uncategorized,"Economic, Farming, Print & Play, Trains, Transportation","Auction/Bidding, Network and Route Building, Pick-up and Deliver",,2009,6.0
Nephite & Lamanite Wars,Add a Brief Description,(Uncredited),,Church Educational System,2.0,2.0,45.0,45.0,45.0,12.0,,1,2,Wargames,"Ancient, Religious, Wargame",Hexagon Grid,"Players: Two Player Only Games, Religious: Mormons",1974,8.0
greuz & gwer,Add a Brief Description,Niek Neuwahl,(Uncredited),Peri Spiele,2.0,2.0,10.0,10.0,10.0,10.0,3.0,3,2,Uncategorized,Word Game,Tile Placement,"Components: 6 x 6 Grids, Players: Two Player Only Games",1993,6.0
Soul Hunters,Add a Brief Description,Ville Hankipohja,"Julianna Heimoranta, Antti Löytynoja, R. Rapo",Tuonela Productions Ltd.,2.0,4.0,60.0,60.0,60.0,10.0,2.0,66,29,Strategy,"Card Game, Mythology","Hand Management, Open Drafting",Country: Finland,2009,5.4
Time Gradient,Add a Brief Description,Stephen Tavener,Orlando Ramirez,(Self-Published),2.0,2.0,20.0,20.0,20.0,8.0,1.67,9,8,Uncategorized,"Card Game, Print & Play, Science Fiction","Action Queue, Hand Management","Components: Traditional Playing Cards, Players: Two Player Only Games, Theme: Time Travel",2009,7.6
Monopoly: Philadelphia Phillies 2008 World Series Champions Collector's Edition,Add a Brief Description,(Uncredited),,The Op,2.0,6.0,60.0,60.0,60.0,8.0,,2,1,Uncategorized,"Economic, Negotiation","Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading","Cities: Philadelphia (Pennsylvania, USA), Country: USA, Game: Monopoly (Official), Sports: Baseball, States: Pennsylvania",2008,5.0
Monopoly: Transformers II,Add a Brief Description,(Uncredited),,The Op,2.0,6.0,120.0,120.0,120.0,8.0,2.5,8,5,Uncategorized,"Comic Book / Strip, Economic, Movies / TV / Radio theme, Negotiation","Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading",Toys: Transformers,2008,6.2
,Add a Brief Description,Don Reid,,Wiggles 3D,2.0,5.0,60.0,60.0,60.0,14.0,1.5,8,4,Uncategorized,"Memory, Party Game, Trivia",Memory,Game: Don't Quote Me,,6.0
Rubik's Card Game,Add a Brief Description,(Uncredited),,Winning Moves Games (USA),2.0,4.0,10.0,10.0,10.0,6.0,1.0,2,1,Uncategorized,Card Game,"Pattern Recognition, Set Collection",Theme: Rubik's Cube,2006,8.0
